Rank,Movie,Release,Distributor,Genre,2005 Gross,Tickets Sold
29,The Exorcism of Emily Rose,"Sep 9, 2005",Sony Pictures,Horror,"$75,072,454","11,711,771"
30,Four Brothers,"Aug 12, 2005",Paramount Pictures,Thriller/Suspense,"$74,494,381","11,621,588"
31,Sin City,"Apr 1, 2005",Miramax/Dimension,Thriller/Suspense,"$74,103,820","11,560,658"
32,The Interpreter,"Apr 22, 2005",Universal,Thriller/Suspense,"$72,708,161","11,342,926"
33,The Aviator,"Dec 17, 2004",Miramax,Drama,"$71,067,437","11,086,963"
34,Guess Who,"Mar 25, 2005",Sony Pictures,Comedy,"$68,915,888","10,751,308"
35,Sahara,"Apr 8, 2005",Paramount Pictures,Adventure,"$68,671,925","10,713,248"
36,Coach Carter,"Jan 14, 2005",Paramount Pictures,Drama,"$67,264,877","10,493,740"
37,Herbie: Fully Loaded,"Jun 22, 2005",Walt Disney,Adventure,"$66,010,682","10,298,078"
38,The Amityville Horror,"Apr 15, 2005",Filmways Pictures,Horror,"$65,233,369","10,176,812"
39,Sky High,"Jul 29, 2005",Walt Disney,Adventure,"$63,939,454","9,974,953"
40,Bewitched,"Jun 24, 2005",Sony Pictures,Comedy,"$63,313,159","9,877,247"
41,Jarhead,"Nov 4, 2005",Universal,Drama,"$62,454,785","9,743,336"
42,Cinderella Man,"Jun 3, 2005",Universal,Drama,"$61,649,911","9,617,770"
43,Fun With Dick And Jane,"Dec 21, 2005",Sony Pictures,Comedy,"$60,104,858","9,376,732"
44,Red-Eye,"Aug 19, 2005",Dreamworks SKG,Thriller/Suspense,"$57,891,803","9,031,482"
45,White Noise,"Jan 7, 2005",Universal,Horror,"$56,094,360","8,751,070"
46,Wallace & Gromit: The Curse…,"Oct 7, 2005",Dreamworks SKG,Adventure,"$56,019,476","8,739,387"
47,Be Cool,"Mar 4, 2005",MGM,Comedy,"$55,849,401","8,712,855"
48,Crash,"May 6, 2005",Lionsgate,Drama,"$55,334,418","8,632,514"
49,Corpse Bride,"Sep 16, 2005",Warner Bros.,Adventure,"$53,359,111","8,324,354"
50,Kicking and Screaming,"May 13, 2005",Universal,Comedy,"$52,842,724","8,243,794"
51,Hide and Seek,"Jan 28, 2005",20th Century Fox,Horror,"$51,100,486","7,971,994"
52,The Hitchhiker's Guide to t…,"Apr 29, 2005",Walt Disney,Adventure,"$51,019,112","7,959,299"
53,"Yours, Mine and Ours","Nov 23, 2005",Paramount Pictures,Comedy,"$50,733,384","7,914,724"
54,Diary of a Mad Black Woman,"Feb 25, 2005",Lionsgate,Drama,"$50,406,346","7,863,704"
55,Cheaper by the Dozen 2,"Dec 21, 2005",20th Century Fox,Adventure,"$50,313,031","7,849,146"
56,Racing Stripes,"Jan 14, 2005",Warner Bros.,Adventure,"$49,772,522","7,764,824"
57,Sideways,"Oct 22, 2004",Fox Searchlight,Drama,"$49,098,097","7,659,609"
58,Miss Congeniality 2: Armed …,"Mar 24, 2005",Warner Bros.,Comedy,"$48,478,006","7,562,871"
59,Just Like Heaven,"Sep 16, 2005",Dreamworks SKG,Romantic Comedy,"$48,318,130","7,537,929"
60,The Skeleton Key,"Aug 12, 2005",Universal,Horror,"$47,907,715","7,473,902"
61,Kingdom of Heaven,"May 6, 2005",20th Century Fox,Action,"$47,398,413","7,394,448"
62,Boogeyman,"Feb 4, 2005",Sony Pictures,Horror,"$46,752,382","7,293,663"
63,The Legend of Zorro,"Oct 28, 2005",Sony Pictures,Adventure,"$45,575,336","7,110,036"
64,In Good Company,"Dec 29, 2004",Universal,Comedy,"$45,264,721","7,061,578"
65,The Family Stone,"Dec 16, 2005",20th Century Fox,Comedy,"$44,169,641","6,890,739"
66,Must Love Dogs,"Jul 29, 2005",Warner Bros.,Romantic Comedy,"$43,894,863","6,847,872"
67,The Transporter 2,"Sep 2, 2005",20th Century Fox,Action,"$43,095,856","6,723,222"
68,Fever Pitch,"Apr 8, 2005",20th Century Fox,Romantic Comedy,"$42,071,069","6,563,349"
69,The Adventures of Sharkboy …,"Jun 10, 2005",Miramax/Dimension,Adventure,"$39,177,684","6,111,963"
70,The Sisterhood of the Trave…,"Jun 1, 2005",Warner Bros.,Drama,"$39,053,061","6,092,521"
71,The Brothers Grimm,"Aug 26, 2005",Miramax/Dimension,Adventure,"$37,899,638","5,912,580"
72,Syriana,"Nov 23, 2005",Warner Bros.,Thriller/Suspense,"$37,725,004","5,885,336"
73,Beauty Shop,"Mar 30, 2005",MGM,Comedy,"$36,351,350","5,671,037"
74,The Island,"Jul 22, 2005",Dreamworks SKG,Action,"$35,818,913","5,587,973"
75,Derailed,"Nov 11, 2005",Weinstein Co.,Thriller/Suspense,"$35,679,977","5,566,299"
76,The Phantom of the Opera,"Dec 22, 2004",Warner Bros.,Musical,"$35,047,365","5,467,607"
77,Hostage,"Mar 11, 2005",Miramax,Action,"$34,636,443","5,403,501"
78,Pride and Prejudice,"Nov 11, 2005",Focus Features,Drama,"$33,782,660","5,270,305"
79,The Constant Gardener,"Aug 31, 2005",Focus Features,Thriller/Suspense,"$33,579,798","5,238,658"
80,Dreamer: Inspired by a True…,"Oct 21, 2005",Dreamworks SKG,Drama,"$33,022,286","5,151,682"
81,The Bad News Bears,"Jul 22, 2005",Paramount Pictures,Comedy,"$32,868,349","5,127,667"
82,In Her Shoes,"Oct 7, 2005",20th Century Fox,Drama,"$32,832,249","5,122,035"
83,Because of Winn-Dixie,"Feb 18, 2005",20th Century Fox,Comedy,"$32,647,042","5,093,142"
84,Stealth,"Jul 29, 2005",Sony Pictures,Action,"$32,116,746","5,010,412"
85,House of Wax,"May 6, 2005",Warner Bros.,Horror,"$32,064,800","5,002,308"
86,The Wedding Date,"Feb 4, 2005",Universal,Romantic Comedy,"$31,726,995","4,949,609"
87,Just Friends,"Nov 23, 2005",New Line,Romantic Comedy,"$31,493,937","4,913,250"
88,A History of Violence,"Sep 23, 2005",New Line,Thriller/Suspense,"$31,198,508","4,867,161"
89,Get Rich or Die Tryin',"Nov 9, 2005",Paramount Pictures,Drama,"$30,805,240","4,805,809"
90,The Fog,"Oct 14, 2005",Sony Pictures,Horror,"$29,511,112","4,603,917"
91,Rent,"Nov 23, 2005",Sony Pictures,Musical,"$29,045,189","4,531,230"
92,Doom,"Oct 21, 2005",Universal,Horror,"$28,212,337","4,401,300"
93,Memoirs of a Geisha,"Dec 16, 2005",Sony Pictures,Drama,"$28,163,907","4,393,745"
94,Zathura,"Nov 11, 2005",Sony Pictures,Adventure,"$28,045,540","4,375,279"
95,Finding Neverland,"Nov 12, 2004",Miramax,Drama,"$27,000,234","4,212,204"
96,XXX: State of the Union,"Apr 29, 2005",Sony Pictures,Action,"$26,873,932","4,192,501"
97,Elizabethtown,"Oct 14, 2005",Paramount Pictures,Drama,"$26,850,426","4,188,834"
98,Serenity,"Sep 30, 2005",Universal,Action,"$25,514,517","3,980,423"
99,Dark Water,"Jul 8, 2005",Walt Disney,Horror,"$25,473,093","3,973,961"
100,Aeon Flux,"Dec 2, 2005",Paramount Pictures,Action,"$24,943,349","3,891,318"
101,Danny the Dog,"May 13, 2005",Focus/Rogue Pictures,Action,"$24,537,621","3,828,021"
102,Rumor Has It,"Dec 25, 2005",Warner Bros.,Comedy,"$24,440,035","3,812,797"
103,Elektra,"Jan 14, 2005",20th Century Fox,Action,"$24,409,722","3,808,068"
104,Ice Princess,"Mar 18, 2005",Walt Disney,Comedy,"$24,381,334","3,803,640"
105,Lord of War,"Sep 16, 2005",Lionsgate,Drama,"$24,149,632","3,767,493"
106,Lemony Snicket's A Series o…,"Dec 17, 2004",Paramount Pictures,Adventure,"$24,010,372","3,745,767"
107,Good Night and Good Luck,"Oct 7, 2005",Warner Independent,Drama,"$23,577,034","3,678,164"
108,Hotel Rwanda,"Dec 22, 2004",MGM,Drama,"$23,092,325","3,602,546"
109,2 For the Money,"Oct 7, 2005",Universal,Drama,"$22,991,379","3,586,798"
110,Prime,"Oct 28, 2005",Universal,Romantic Comedy,"$22,827,153","3,561,178"
111,Deuce Bigalow: European Gigolo,"Aug 12, 2005",Sony Pictures,Comedy,"$22,400,154","3,494,563"
112,Hustle & Flow,"Jul 22, 2005",Paramount Vantage,Drama,"$22,202,809","3,463,776"
113,A Lot Like Love,"Apr 22, 2005",Walt Disney,Romantic Comedy,"$21,835,784","3,406,518"
114,George A. Romero's Land of …,"Jun 24, 2005",Universal,Horror,"$20,700,082","3,229,341"
115,Assault On Precinct 13,"Jan 19, 2005",Focus/Rogue Pictures,Action,"$20,040,895","3,126,504"
116,The Ringer,"Dec 23, 2005",Fox Searchlight,Comedy,"$19,782,053","3,086,123"
117,Man of the House,"Feb 25, 2005",Sony Pictures,Comedy,"$19,699,706","3,073,277"
118,Valiant,"Aug 19, 2005",Walt Disney,Adventure,"$19,478,106","3,038,706"
119,Cursed,"Feb 25, 2005",Miramax/Dimension,Horror,"$19,294,901","3,010,124"
120,Into the Blue,"Sep 30, 2005",Sony Pictures,Adventure,"$18,782,227","2,930,144"
121,The Upside of Anger,"Mar 11, 2005",New Line,Drama,"$18,761,993","2,926,987"
122,Ocean's Twelve,"Dec 10, 2004",Warner Bros.,Adventure,"$18,525,290","2,890,060"
123,National Treasure,"Nov 19, 2004",Walt Disney,Adventure,"$18,482,697","2,883,416"
124,North Country,"Oct 21, 2005",Warner Bros.,Drama,"$18,262,201","2,849,017"
125,Pooh's Heffalump Movie,"Feb 11, 2005",Walt Disney,Adventure,"$18,098,433","2,823,468"
126,The Polar Express,"Nov 10, 2004",Warner Bros.,Adventure,"$17,478,463","2,726,749"
127,Roll Bounce,"Sep 23, 2005",Fox Searchlight,Comedy,"$17,377,282","2,710,964"
128,Kung Fu Hustle,"Apr 8, 2005",Sony Pictures Cla…,Action,"$17,104,669","2,668,435"
129,The Devil's Rejects,"Jul 22, 2005",Lionsgate,Horror,"$17,044,981","2,659,123"
130,Son of the Mask,"Feb 18, 2005",New Line,Adventure,"$17,018,422","2,654,980"
131,Rebound,"Jul 1, 2005",20th Century Fox,Comedy,"$16,809,014","2,622,311"
132,The Perfect Man,"Jun 17, 2005",Universal,Romantic Comedy,"$16,535,005","2,579,563"
133,Waiting...,"Oct 7, 2005",Lionsgate,Comedy,"$16,124,543","2,515,529"
134,The Gospel,"Oct 7, 2005",Sony Pictures,Drama,"$15,778,152","2,461,490"
135,The Greatest Game Ever Played,"Sep 30, 2005",Walt Disney,Drama,"$15,331,289","2,391,776"
136,The Cave,"Aug 26, 2005",Sony Pictures,Horror,"$15,007,991","2,341,340"
137,Fat Albert,"Dec 25, 2004",20th Century Fox,Comedy,"$14,788,934","2,307,165"
138,Munich,"Dec 23, 2005",Universal,Thriller/Suspense,"$14,270,545","2,226,294"
139,Brokeback Mountain,"Dec 9, 2005",Focus Features,Drama,"$13,874,751","2,164,547"
140,Broken Flowers,"Aug 5, 2005",Focus Features,Romantic Comedy,"$13,744,960","2,144,299"
141,The Honeymooners,"Jun 10, 2005",Paramount Pictures,Comedy,"$12,834,849","2,002,316"
142,The Weather Man,"Oct 28, 2005",Paramount Pictures,Drama,"$12,482,775","1,947,390"
143,Wolf Creek,"Dec 25, 2005",Weinstein Co.,Horror,"$12,156,570","1,896,500"
144,Capote,"Sep 30, 2005",Sony Pictures Cla…,Drama,"$11,923,513","1,860,142"
145,Lords of Dogtown,"Jun 3, 2005",Sony Pictures,Drama,"$11,273,517","1,758,739"
146,Spanglish,"Dec 17, 2004",Sony Pictures,Comedy,"$11,042,733","1,722,735"
147,The Producers: The Movie Mu…,"Dec 25, 2005",Universal,Musical,"$10,628,097","1,658,049"
148,In the Mix,"Nov 23, 2005",Lionsgate,Comedy,"$10,223,896","1,594,991"
149,Domino,"Oct 14, 2005",New Line,Action,"$10,169,202","1,586,458"
150,The Great Raid,"Aug 12, 2005",Miramax,Action,"$10,166,502","1,586,037"
151,Shopgirl,"Oct 21, 2005",Walt Disney,Drama,"$10,075,314","1,571,811"
152,Cry Wolf,"Sep 16, 2005",Focus/Rogue Pictures,Thriller/Suspense,"$10,047,674","1,567,499"
153,The Incredibles,"Nov 5, 2004",Walt Disney,Adventure,"$9,784,088","1,526,378"
154,The Life Aquatic with Steve…,"Dec 25, 2004",Walt Disney,Comedy,"$9,211,898","1,437,113"
155,The Ice Harvest,"Nov 23, 2005",Focus Features,Black Comedy,"$9,016,782","1,406,674"
156,An Unfinished Life,"Sep 9, 2005",Miramax,Drama,"$8,535,575","1,331,602"
157,Sharks 3D,"Jan 28, 2005",3D Entertainment,Documentary,"$8,500,000","1,326,053"
158,The Man,"Sep 9, 2005",New Line,Comedy,"$8,330,720","1,299,644"
159,Space Station,"Apr 19, 2002",IMAX Films,Documentary,"$8,154,655","1,272,177"
160,Mad Hot Ballroom,"May 13, 2005",Paramount Vantage,Documentary,"$8,117,961","1,266,452"
161,Adrenaline Rush: The Scienc…,"Oct 18, 2002",Giant Screen Films,Documentary,"$8,024,745","1,251,910"
162,Aliens of the Deep,"Jan 28, 2005",Walt Disney,Documentary,"$7,538,256","1,176,014"
163,Proof,"Sep 16, 2005",Miramax,Drama,"$7,535,331","1,175,558"
164,House of Flying Daggers,"Dec 3, 2004",Sony Pictures Cla…,Action,"$6,892,895","1,075,334"
165,Ladies in Lavender,"Apr 29, 2005",IDP/Goldwyn/Roadside,Drama,"$6,759,422","1,054,512"
166,Wild Safari 3D,"Apr 8, 2005",nWave Pictures,Documentary,"$6,657,557","1,038,620"
167,Bride & Prejudice,"Feb 11, 2005",Miramax,Musical,"$6,601,079","1,029,809"
168,Millions,"Mar 11, 2005",Fox Searchlight,Comedy,"$6,584,159","1,027,169"
169,Closer,"Dec 17, 2004",Sony Pictures,Drama,"$6,527,003","1,018,253"
170,The Aristocrats,"Jul 29, 2005",ThinkFilm,Documentary,"$6,361,554","992,442"
171,The Jacket,"Mar 4, 2005",Warner Independent,Thriller/Suspense,"$6,301,131","983,015"
172,Magnificent Desolation,"Sep 23, 2005",IMAX Films,Documentary,"$5,687,646","887,308"
173,Underclassman,"Sep 2, 2005",Miramax,Comedy,"$5,654,777","882,180"
174,Darkness,"Dec 25, 2004",Miramax/Dimension,Horror,"$5,536,622","863,747"
175,Downfall,"Feb 18, 2005",Newmarket Films,Drama,"$5,501,940","858,336"
176,Alone in the Dark,"Jan 28, 2005",Lionsgate,Horror,"$5,178,569","807,889"
177,The Squid and the Whale,"Oct 5, 2005",IDP/Goldwyn/Roadside,Drama,"$5,136,777","801,369"
178,Howl's Moving Castle,"Jun 10, 2005",Walt Disney,Adventure,"$4,710,455","734,860"
179,Ong-Bak,"Feb 11, 2005",Magnolia Pictures,Action,"$4,563,167","711,882"
180,Mindhunters,"May 13, 2005",Miramax/Dimension,Thriller/Suspense,"$4,476,235","698,320"
181,Blade: Trinity,"Dec 8, 2004",New Line,Action,"$4,317,450","673,549"
182,Flight of the Phoenix,"Dec 17, 2004",20th Century Fox,Adventure,"$4,288,938","669,101"
183,Beyond the Sea,"Dec 17, 2004",Lionsgate,Drama,"$4,227,050","659,446"
184,"Kiss Kiss, Bang Bang","Oct 21, 2005",Warner Bros.,Comedy,"$4,210,358","656,842"
185,Being Julia,"Oct 15, 2004",Sony Pictures,Drama,"$4,183,429","652,641"
186,Enron: The Smartest Guys in…,"Apr 22, 2005",Magnolia Pictures,Documentary,"$4,071,700","635,210"
187,King's Ransom,"Apr 22, 2005",New Line,Comedy,"$4,008,527","625,355"
188,Me and You and Everyone We …,"Jun 17, 2005",IFC Films,Comedy,"$3,885,134","606,105"
189,Melinda and Melinda,"Mar 18, 2005",Fox Searchlight,Comedy,"$3,826,280","596,923"
190,Ray,"Oct 29, 2004",Universal,Drama,"$3,694,930","576,432"
191,High Tension,"Jun 10, 2005",Lionsgate,Horror,"$3,681,066","574,269"
192,The Merchant of Venice,"Dec 29, 2004",Sony Pictures Cla…,Drama,"$3,662,325","571,345"
193,Stay,"Oct 21, 2005",20th Century Fox,Thriller/Suspense,"$3,626,883","565,816"
194,SpongeBob SquarePants,"Nov 19, 2004",Paramount Pictures,Adventure,"$3,516,534","548,601"
195,A Very Long Engagement,"Nov 26, 2004",Warner Bros.,Drama,"$3,514,688","548,313"
196,Kinsey,"Nov 12, 2004",Fox Searchlight,Drama,"$3,480,326","542,952"
197,Bad Education,"Nov 19, 2004",Sony Pictures Cla…,Drama,"$3,452,654","538,635"
198,Born Into Brothels: Calcutt…,"Dec 8, 2004",ThinkFilm,Documentary,"$3,375,072","526,532"
199,Rize,"Jun 24, 2005",Lionsgate,Documentary,"$3,278,611","511,483"
200,Grizzly Man,"Aug 12, 2005",Lionsgate,Documentary,"$3,178,403","495,850"
201,Supercross,"Aug 17, 2005",20th Century Fox,Action,"$3,102,550","484,017"
202,The Wild Parrots of Telegra…,"Feb 11, 2005",Shadow,Documentary,"$3,041,591","474,507"
203,G,"Sep 16, 2005",Aloha Releasing,Drama,"$3,020,784","471,261"
204,Bugs!,"Mar 14, 2003",SK Films,Documentary,"$2,757,946","430,256"
205,Walk on Water,"Feb 25, 2005",Samuel Goldwyn Films,Drama,"$2,712,736","423,203"
206,T-Rex: Back to the Cretaceous,"Oct 23, 1998",IMAX Films,Adventure,"$2,697,461","420,820"
207,Junebug,"Aug 3, 2005",Sony Pictures Cla…,Drama,"$2,678,010","417,786"
208,Layer Cake,"May 13, 2005",Sony Pictures Cla…,Thriller/Suspense,"$2,339,957","365,047"
209,Haunted Castle,"Mar 2, 2001",nWave Pictures,Adventure,"$2,205,203","344,025"
210,The Work and the Glory,"Nov 24, 2004",Excel Entertainment,Drama,"$2,187,392","341,246"
211,Pulse: A Stomp Odyssey,"Oct 11, 2002",Giant Screen Films,Documentary,"$2,099,989","327,611"
212,Oliver Twist,"Sep 23, 2005",Sony/TriStar,Drama,"$2,070,920","323,076"
213,NASCAR: The IMAX Experience,"Mar 12, 2004",Warner Bros.,Documentary,"$1,991,838","310,739"
214,The Sea Inside,"Dec 17, 2004",Fine Line,Drama,"$1,943,871","303,256"
215,The Work and the Glory: Ame…,"Oct 21, 2005",Vineyard Distribu…,Drama,"$1,917,424","299,130"
216,A Sound of Thunder,"Sep 2, 2005",Warner Bros.,Action,"$1,900,451","296,482"
217,The Chorus,"Nov 26, 2004",Miramax,Drama,"$1,807,807","282,029"
218,Look at Me,"Apr 1, 2005",Sony Pictures Cla…,Drama,"$1,736,499","270,904"
219,Everything is Illuminated,"Sep 16, 2005",Warner Independent,Drama,"$1,705,595","266,083"
220,El Vacilón: The Movie,"Oct 21, 2005",Freestyle Releasing,Comedy,"$1,693,256","264,158"
221,State Property 2,"Apr 13, 2005",Lionsgate,Action,"$1,691,706","263,916"
222,Vera Drake,"Oct 10, 2004",Fine Line,Drama,"$1,631,163","254,471"
223,Murderball,"Jul 8, 2005",ThinkFilm,Documentary,"$1,531,154","238,869"
224,2046,"Aug 5, 2005",Sony Pictures Cla…,Drama,"$1,442,338","225,013"
225,Salaam Namaste,"Sep 9, 2005",Yash Raj Films,Comedy,"$1,411,065","220,134"
226,Paheli (Puzzle),"Jun 24, 2005",Eros Entertainment,Drama,"$1,409,499","219,890"
227,The Woodsman,"Dec 24, 2004",Newmarket Films,Drama,"$1,369,189","213,602"
228,Ushpizin,"Oct 19, 2005",Picturehouse,Drama,"$1,344,334","209,724"
229,Dear Frankie,"Mar 4, 2005",Miramax,Drama,"$1,340,891","209,187"
230,Thumbsucker,"Sep 16, 2005",Sony Pictures Cla…,Comedy,"$1,328,679","207,282"
231,Happy Endings,"Jul 15, 2005",Lionsgate,Drama,"$1,315,701","205,257"
232,Off the Map,"Mar 11, 2005",Holedigger Studios,Drama,"$1,310,368","204,425"
233,Indigo,"Jan 28, 2005",Embassy,Drama,"$1,190,000","185,647"
234,Saving Face,"May 27, 2005",Sony Pictures Cla…,Comedy,"$1,187,266","185,220"
235,Heights,"Jun 17, 2005",Sony Pictures Cla…,Drama,"$1,158,405","180,718"
236,Bee Season,"Nov 11, 2005",Fox Searchlight,Drama,"$1,149,335","179,303"
237,Sarah Silverman: Jesus is M…,"Nov 11, 2005",IDP/Goldwyn/Roadside,Concert/Perfor…,"$1,149,330","179,302"
238,Paper Clips,"Nov 24, 2004",Slowhand Cinema,Documentary,"$1,079,433","168,398"
239,Undiscovered,"Aug 26, 2005",Lionsgate,Romantic Comedy,"$1,069,318","166,820"
240,Paradise Now,"Oct 28, 2005",Warner Independent,Drama,"$1,032,202","161,029"
241,The Motorcycle Diaries,"Sep 24, 2004",Focus Features,Drama,"$1,031,472","160,916"
242,The Beat My Heart Skipped,"Jul 1, 2005",WellSpring,Drama,"$1,023,424","159,660"
243,My Summer of Love,"Jun 17, 2005",Focus Features,Drama,"$1,000,915","156,148"
244,Galapagos,"Oct 29, 1999",IMAX Films,Documentary,"$945,269","147,467"
245,The Rising,"Aug 12, 2005",Yash Raj Films,Drama,"$939,363","146,546"
246,Bunty Aur Babli,"May 27, 2005",Yash Raj Films,Adventure,"$932,509","145,477"
247,Separate Lies,"Sep 16, 2005",Fox Searchlight,Drama,"$924,260","144,190"
248,Casanova,"Dec 25, 2005",Walt Disney,Drama,"$891,814","139,128"
249,Venom,"Sep 16, 2005",Miramax/Dimension,Horror,"$881,745","137,557"
250,Where the Truth Lies,"Oct 14, 2005",ThinkFilm,Drama,"$872,142","136,059"
251,Duma,"Sep 30, 2005",Warner Bros.,Adventure,"$870,067","135,735"
252,MirrorMask,"Sep 30, 2005",Samuel Goldwyn Films,Drama,"$864,959","134,939"
253,Therese,"Oct 1, 2004",Luke Films,Drama,"$850,654","132,707"
254,What the #$'! Do We Know,"Feb 6, 2004",Captured Light,Documentary,"$849,898","132,589"
255,Innocent Voices,"Oct 14, 2005",BB Entertainment,Drama,"$837,878","130,714"
256,After You,"Jun 3, 2005",Paramount Vantage,Comedy,"$830,292","129,530"
257,The Thing About My Folks,"Sep 16, 2005",Picturehouse,Comedy,"$815,101","127,160"
258,WAQT,"Apr 22, 2005",Eros Entertainment,Drama,"$815,064","127,155"
259,Parineeta,"Jun 10, 2005",UTV Communications,Drama,"$802,758","125,235"
260,Saint Ralph,"Aug 5, 2005",Samuel Goldwyn Films,Comedy,"$795,126","124,044"
261,Black,"Feb 4, 2005",Yash Raj Films,Drama,"$754,819","117,756"
262,First Descent,"Dec 2, 2005",Universal,Documentary,"$739,690","115,396"
263,Shall We Dance?,"Oct 15, 2004",Miramax,Romantic Comedy,"$738,014","115,134"
264,Mysterious Skin,"May 6, 2005",Tartan Films,Drama,"$713,240","111,269"
265,The Ballad of Jack and Rose,"Mar 25, 2005",IFC Films,Drama,"$712,294","111,122"
266,Oldboy,"Mar 25, 2005",Tartan Films,Thriller/Suspense,"$707,391","110,357"
267,Inside Deep Throat,"Feb 11, 2005",Universal,Documentary,"$691,880","107,937"
268,Nobody Knows,"Feb 4, 2005",IFC Films,Drama,"$683,575","106,641"
269,No Entry,"Aug 26, 2005",Eros Entertainment,Comedy,"$678,000","105,772"
270,Ladder 49,"Oct 1, 2004",Walt Disney,Thriller/Suspense,"$670,866","104,659"
271,Balzac and the Little Chine…,"Jul 29, 2005",Empire Pictures,Drama,"$654,604","102,122"
272,The Assassination of Richar…,"Dec 29, 2004",ThinkFilm,Drama,"$653,521","101,953"
273,Shark Tale,"Oct 1, 2004",Dreamworks SKG,Adventure,"$649,978","101,400"
274,Saraband,"Jul 8, 2005",Sony Pictures Cla…,Drama,"$645,634","100,722"
275,Dust to Glory,"Apr 1, 2005",IFC Films,Documentary,"$639,990","99,842"
276,The Prize Winner of Defianc…,"Sep 30, 2005",Dreamworks SKG,Drama,"$627,844","97,947"
277,Christmas with the Kranks,"Nov 24, 2004",Sony Pictures,Comedy,"$624,893","97,487"
278,Gunner Palace,"Mar 4, 2005",Palm Pictures,Documentary,"$607,502","94,774"
279,Match Point,"Dec 28, 2005",Dreamworks SKG,Thriller/Suspense,"$600,542","93,688"
280,Schultze Gets the Blues,"Feb 18, 2005",Paramount Vantage,Comedy,"$595,071","92,834"
281,Bluff Master,"Dec 16, 2005",UTV Communications,Comedy,"$578,732","90,285"
282,Palindromes,"Apr 13, 2005",WellSpring,Drama,"$553,368","86,328"
283,Kids in America,"Oct 21, 2005",Slowhand Cinema,Drama,"$537,667","83,879"
284,Madison,"Apr 22, 2005",MGM,Drama,"$517,262","80,696"
285,The Passenger,"Apr 9, 1975",Sony Pictures Cla…,Drama,"$509,648","79,508"
286,The Passion of the Christ,"Mar 11, 2005",Newmarket Films,Drama,"$508,326","79,302"
287,Travellers and Magicians,"Jan 7, 2005",Zeitgeist,Drama,"$506,793","79,062"
288,Ghosts of the Abyss,"Apr 11, 2003",Walt Disney,Documentary,"$487,507","76,054"
289,Bewafaa,"Feb 25, 2005",Eros Entertainment,Drama,"$479,076","74,738"
290,Steamboy,"Mar 18, 2005",Sony Pictures,Action,"$468,867","73,146"
291,Last Days (2005),"Jul 22, 2005",Picturehouse,Drama,"$454,711","70,937"
292,Lucky,"Apr 8, 2005",Eros Entertainment,Musical,"$453,507","70,749"
