Rank,Movie,Release,Distributor,Genre,2022 Gross,Tickets Sold
34,Violent Night,"Dec 2, 2022",Universal,Comedy,"$47,504,760","4,545,910"
35,"Lyle, Lyle, Crocodile","Oct 7, 2022",Sony Pictures,Musical,"$46,703,141","4,469,200"
36,Death on the Nile,"Feb 11, 2022",20th Century Studios,Drama,"$45,630,104","4,366,517"
37,"Don’t Worry, Darling","Sep 23, 2022",Warner Bros.,Thriller/Suspense,"$45,309,403","4,335,828"
38,Downton Abbey: A New Era,"May 20, 2022",Focus Features,Drama,"$44,141,550","4,224,072"
39,Barbarian,"Sep 9, 2022",20th Century Studios,Horror,"$40,842,944","3,908,415"
40,Strange World,"Nov 23, 2022",Walt Disney,Adventure,"$36,992,761","3,539,977"
41,The Menu,"Nov 18, 2022",Searchlight Pictures,Black Comedy,"$36,158,946","3,460,186"
42,The Northman,"Apr 22, 2022",Focus Features,Action,"$34,233,110","3,275,895"
43,Jujutsu Kaisen 0: The Movie,"Mar 18, 2022",FUNimation,Action,"$33,919,605","3,245,895"
44,Dragon Ball Super: Super Hero,"Aug 19, 2022",Crunchyroll,Action,"$32,132,374","3,074,868"
45,The Bob’s Burgers Movie,"May 27, 2022",20th Century Studios,Comedy,"$31,933,830","3,055,868"
46,Beast,"Aug 19, 2022",Universal,Thriller/Suspense,"$31,846,530","3,047,514"
47,Carnal Knowledge,"Jan 1, 1971",Avco Embassy,Drama,"$28,630,731","3,122,217"
48,The Invitation,"Aug 26, 2022",Sony Pictures,Horror,"$25,100,080","2,401,922"
49,Avatar,"Dec 18, 2009",20th Century Fox,Action,"$24,714,024","2,364,978"
50,Ambulance,"Apr 8, 2022",Universal,Thriller/Suspense,"$22,781,115","2,180,011"
51,Marry Me,"Feb 11, 2022",Universal,Romantic Comedy,"$22,438,180","2,147,194"
52,Father Stu,"Apr 13, 2022",Sony Pictures,Drama,"$21,096,678","2,018,821"
53,The King’s Man,"Dec 22, 2021",20th Century Studios,Action,"$20,917,649","2,001,688"
54,The Unbearable Weight of Ma…,"Apr 22, 2022",Lionsgate,Action,"$20,300,157","1,942,598"
55,Devotion,"Nov 23, 2022",Sony Pictures,Action,"$19,837,942","1,898,368"
56,Prey for the Devil,"Oct 28, 2022",Lionsgate,Horror,"$19,802,293","1,894,956"
57,Moonfall,"Feb 4, 2022",Lionsgate,Action,"$19,060,660","1,823,986"
58,Paws of Fury: The Legend of…,"Jul 15, 2022",Paramount Pictures,Adventure,"$17,811,382","1,704,438"
59,Glass Onion: A Knives Out M…,"Nov 23, 2022",Netflix,Drama,"$15,000,000","1,435,406"
60,Amsterdam,"Oct 7, 2022",20th Century Studios,Comedy,"$14,947,969","1,430,427"
61,The Chosen Season 3: Episod…,"Nov 18, 2022",Fathom Events,Drama,"$14,612,089","1,398,286"
62,The 355,"Jan 7, 2022",Universal,Thriller/Suspense,"$14,570,455","1,394,301"
63,American Underdog: The Kurt…,"Dec 25, 2021",Lionsgate,Drama,"$14,301,214","1,368,537"
64,"RRR: Rise, Roar, Revolt","Mar 24, 2022",Sarigama Cinemas,Action,"$13,930,910","1,333,101"
65,Whitney Houston I Wanna Dan…,"Dec 23, 2022",Sony Pictures,Drama,"$13,256,913","1,268,604"
66,Easter Sunday,"Aug 5, 2022",Universal,Comedy,"$13,013,690","1,245,329"
67,One Piece Film: Red,"Nov 4, 2022",Crunchyroll,Action,"$12,768,073","1,221,825"
68,Jaws,"Jun 20, 1975",Universal,Horror,"$12,257,035","1,336,645"
69,The Fabelmans,"Nov 23, 2022",Universal,Drama,"$12,112,360","1,159,077"
70,X,"Mar 18, 2022",A24,Horror,"$11,769,469","1,126,264"
71,Bros,"Sep 30, 2022",Universal,Romantic Comedy,"$11,628,165","1,112,743"
72,Licorice Pizza,"Nov 26, 2021",United Artists,Drama,"$10,935,116","1,046,422"
73,Terrifier 2,"Oct 6, 2022",Iconic Releasing,Horror,"$10,640,105","1,018,191"
74,Mrs. Harris Goes to Paris,"Jul 15, 2022",Focus Features,Drama,"$10,433,915","998,460"
75,West Side Story,"Dec 10, 2021",20th Century Studios,Musical,"$10,361,074","991,490"
76,Firestarter,"May 13, 2022",Universal,Horror,"$9,739,250","931,986"
77,Blacklight,"Feb 11, 2022",Briarcliff Entert…,Action,"$9,591,094","917,808"
78,See How They Run,"Sep 16, 2022",Searchlight Pictures,Comedy,"$9,586,237","917,343"
79,The Matrix Resurrections,"Dec 22, 2021",Warner Bros.,Action,"$9,552,171","914,083"
80,Pearl,"Sep 16, 2022",A24,Horror,"$9,423,445","901,765"
81,Redeeming Love,"Jan 21, 2022",Universal,Drama,"$9,214,020","881,724"
82,Babylon,"Dec 23, 2022",Paramount Pictures,Drama,"$9,082,897","869,177"
83,The Banshees of Inisherin,"Oct 21, 2022",Searchlight Pictures,Drama,"$9,048,848","865,918"
84,Till,"Oct 14, 2022",United Artists,Drama,"$9,000,202","861,263"
85,Three Thousand Years of Lon…,"Aug 26, 2022",United Artists,Drama,"$8,286,741","792,989"
86,Brahmastra Part 1: Shiva,"Sep 9, 2022",Fox Star India,Adventure,"$7,839,108","750,153"
87,Bones and All,"Nov 23, 2022",United Artists,Thriller/Suspense,"$7,834,907","749,752"
88,Men,"May 20, 2022",A24,Horror,"$7,587,853","726,110"
89,Memory,"Apr 29, 2022",Open Road,Action,"$7,329,043","701,343"
90,Fall,"Aug 12, 2022",Lionsgate,Thriller/Suspense,"$7,240,521","692,872"
91,Ghostbusters: Afterlife,"Nov 19, 2021",Sony Pictures,Comedy,"$6,981,615","668,097"
92,BTS Permission to Dance on …,"Mar 12, 2022",Trafalgar Releasing,Concert/Perfor…,"$6,840,000","654,545"
93,K.G.F: Chapter 2,"Apr 14, 2022",Viva Entertainment,Action,"$6,604,562","632,015"
94,Marcel the Shell with Shoes On,"Jun 24, 2022",A24,Comedy,"$6,333,703","606,095"
95,The Whale,"Dec 9, 2022",A24,Drama,"$5,855,410","560,326"
96,She Said,"Nov 18, 2022",Universal,Drama,"$5,825,995","557,511"
97,It's a Wonderful Life,"Dec 20, 1946",,Drama,"$5,597,691","610,435"
98,TÁR,"Oct 7, 2022",Focus Features,Drama,"$5,595,890","535,491"
99,I Heard the Bells,"Dec 1, 2022",Fathom Events,Drama,"$5,576,697","533,655"
100,Encanto,"Nov 24, 2021",Walt Disney,Adventure,"$5,465,293","522,994"
101,Orphan: First Kill,"Aug 19, 2022",Paramount Pictures,Horror,"$5,413,227","518,012"
102,Tucker: The Man and His Dream,"Aug 12, 1988",Paramount Pictures,Drama,"$5,253,342","572,883"
103,Lifemark,"Sep 9, 2022",Fathom Events,Drama,"$5,007,861","479,221"
104,Ponniyin Selvan: Part One,"Sep 30, 2022",Sarigama Cinemas,Action,"$4,918,000","470,622"
105,House of Gucci,"Nov 24, 2021",United Artists,Drama,"$4,786,047","457,994"
106,Mississippi Masala,"Feb 5, 1992",Goldwyn Entertain…,Drama,"$4,745,453","517,497"
107,Clerks III,"Sep 13, 2022",Fathom Events,Comedy,"$4,663,106","446,230"
108,The Cursed,"Feb 18, 2022",LD Entertainment,Horror,"$4,588,389","439,080"
109,Vengeance,"Jul 29, 2022",Focus Features,Black Comedy,"$4,330,720","414,423"
110,ET: The Extra-Terrestrial,"Jun 11, 1982",Universal,Drama,"$4,301,665","469,101"
111,Moonage Daydream,"Sep 16, 2022",Neon,Documentary,"$4,266,717","408,298"
112,Triangle of Sadness,"Oct 7, 2022",Neon,Black Comedy,"$4,124,554","394,694"
113,Belle,"Jan 14, 2022",GKIDS,Adventure,"$4,018,313","384,527"
114,Family Camp,"May 13, 2022",Roadside Attractions,Comedy,"$3,973,263","380,216"
115,Cyrano,"Dec 17, 2021",United Artists,Musical,"$3,873,124","370,633"
116,Nightmare Alley,"Dec 17, 2021",Searchlight Pictures,Thriller/Suspense,"$3,757,964","359,613"
117,Laal Singh Chaddha,"Aug 11, 2022",Paramount Pictures,Drama,"$3,401,324","325,486"
118,The Outfit,"Mar 18, 2022",Focus Features,Drama,"$3,344,040","320,003"
119,The Worst Person in the World,"Feb 4, 2022",Neon,Comedy,"$3,034,775","290,409"
120,Drishyam 2,"Nov 18, 2022",Yash Raj Films,Drama,"$3,004,180","287,481"
121,Breaking,"Aug 26, 2022",Bleecker Street,Thriller/Suspense,"$2,806,359","268,551"
122,A Journal for Jordan,"Dec 10, 2021",Sony Pictures,Drama,"$2,639,255","252,560"
123,Elf,"Nov 7, 2003",New Line,Comedy,"$2,568,160","245,756"
124,Honk for Jesus. Save Your S…,"Sep 2, 2022",Focus Features,Comedy,"$2,561,270","245,097"
125,Mack & Rita,"Aug 12, 2022",Gravitas Ventures,Comedy,"$2,535,459","242,627"
126,Studio 666,"Feb 25, 2022",Open Road,Horror,"$2,513,963","240,570"
127,Crimes of the Future,"Jun 3, 2022",Neon,Horror,"$2,452,882","234,725"
128,Belfast,"Nov 12, 2021",Focus Features,Drama,"$2,364,945","226,310"
129,Gigi & Nate,"Sep 2, 2022",Roadside Attractions,Drama,"$2,280,814","218,259"
130,The Good House,"Sep 30, 2022",Roadside Attractions,Comedy,"$2,219,760","212,417"
131,Parallel Mothers,"Dec 24, 2021",Sony Pictures Cla…,Drama,"$2,197,526","210,290"
132,Emily the Criminal,"Aug 12, 2022",Roadside Attractions,Thriller/Suspense,"$2,156,296","206,344"
133,Umma,"Mar 18, 2022",Sony Pictures,Horror,"$2,121,025","202,969"
134,The Wolf and the Lion,"Feb 4, 2022",Blue Fox Entertai…,Adventure,"$2,072,173","198,294"
135,Decision to Leave,"Oct 14, 2022",MUBI,Drama,"$2,053,383","196,495"
136,Jeepers Creepers: Reborn,"Sep 19, 2022",Fathom Events,Horror,"$2,033,057","194,550"
137,Drive My Car,"Nov 24, 2021",Janus Films,Drama,"$2,023,519","193,638"
138,Watcher,"Jun 3, 2022",IFC Midnight,Thriller/Suspense,"$1,961,207","187,675"
139,Mr. Malcolm’s List,"Jul 1, 2022",Bleecker Street,Romantic Comedy,"$1,885,720","180,451"
140,Armageddon Time,"Oct 28, 2022",Focus Features,Drama,"$1,860,050","177,995"
141,2022 Oscar Shorts,"Feb 25, 2022",ShortsHD,Multiple Genres,"$1,801,646","172,406"
142,Radhe Shyam,"Mar 11, 2022",Great India Films,Drama,"$1,800,000","172,248"
143,The King’s Daughter,"Jan 21, 2022",Gravitas Ventures,Adventure,"$1,747,263","167,202"
144,Infinite Storm,"Mar 25, 2022",Bleecker Street,Drama,"$1,600,542","153,161"
145,Jugjugg Jeeyo,"Jun 24, 2022",Moviegoers Entert…,Comedy,"$1,540,000","147,368"
146,The Duke,"Apr 22, 2022",Sony Pictures Cla…,Comedy,"$1,526,970","146,122"
147,Running The Bases,"Sep 16, 2022",UP2U Films,Drama,"$1,511,980","144,687"
148,Y Como Es El,"Apr 22, 2022",Pantelion Films,Comedy,"$1,500,636","143,601"
149,The Kashmir Files,"Mar 18, 2022",Zee Studios,Thriller/Suspense,"$1,485,000","142,105"
150,2000 Mules,"May 20, 2022",D’Souza Media,Documentary,"$1,465,512","140,240"
151,The Servant,"Mar 11, 2022",Rialto Pictures,Drama,"$1,417,550","135,650"
152,The Godfather,"Mar 15, 1972",Paramount Pictures,Drama,"$1,414,662","135,374"
153,Acharya,"Apr 28, 2022",Self Distributed,Action,"$1,412,000","135,119"
154,Spoiler Alert,"Dec 2, 2022",Focus Features,Drama,"$1,384,003","132,440"
155,Medieval,"Sep 9, 2022",The Avenue Entert…,Action,"$1,374,325","131,514"
156,Rogue One: A Star Wars Story,"Dec 16, 2016",Walt Disney,Adventure,"$1,362,667","130,398"
157,Dune,"Oct 22, 2021",Warner Bros.,Action,"$1,151,687","110,209"
158,Fire of Love,"Jul 6, 2022",Neon,Documentary,"$1,064,080","101,825"
159,"Hallelujah: Leonard Cohen, …","Jul 1, 2022",Sony Pictures Cla…,Documentary,"$1,062,143","101,640"
160,Aftersun,"Oct 21, 2022",A24,Drama,"$1,049,372","100,418"
161,The Contractor,"Apr 1, 2022",Paramount Pictures,Thriller/Suspense,"$1,035,265","99,068"
162,After Ever Happy,"Sep 7, 2022",Netflix,Drama,"$989,088","94,649"
163,The Beatles Get Back: The R…,"Jan 30, 2022",Walt Disney,Concert/Perfor…,"$976,712","93,465"
164,Empire of Light,"Dec 9, 2022",Searchlight Pictures,Drama,"$953,011","91,197"
165,Venom: Let There be Carnage,"Oct 1, 2021",Sony Pictures,Action,"$941,330","90,079"
166,Man of God,"Mar 21, 2022",Fathom Events,Drama,"$920,561","88,091"
167,Twenty One Pilots: Cinema E…,"May 19, 2022",Trafalgar Releasing,Concert/Perfor…,"$875,000","83,732"
168,Hansan: Rising Dragon,"Jul 29, 2022",Well Go USA,Action,"$865,888","82,860"
169,Johnny Cash: The Redemption…,"Dec 5, 2022",Fathom Events,Documentary,"$840,580","80,438"
170,The Tiger Rising,"Jan 21, 2022",The Avenue Entert…,Drama,"$835,162","79,919"
171,Petite maman,"Apr 22, 2022",Neon,Drama,"$829,065","79,336"
172,Evangelion: 3.0+1.01 Thrice…,"Dec 6, 2022",GKIDS,Action,"$826,140","79,056"
173,Met Opera: The Hours,"Dec 10, 2022",Fathom Events,Drama,"$791,374","75,729"
174,The Phantom of the Open,"Jun 3, 2022",Sony Pictures Cla…,Comedy,"$748,805","71,656"
175,Bodies Bodies Bodies,"Aug 5, 2022",A24,Horror,"$747,145","71,497"
176,Aline,"Nov 26, 2021",Roadside Attractions,Drama,"$667,815","63,905"
177,Ante Sundaraniki,"Jun 9, 2022",Prime Media Pictures,Comedy,"$621,000","59,425"
178,The Roundup,"May 20, 2022",Capelight Pictures,Action,"$613,026","58,662"
179,HIT: The 2nd Case,"Dec 2, 2022",,Action,"$600,000","57,416"
180,Official Competition,"Jun 17, 2022",IFC Films,Comedy,"$593,926","56,835"
181,The Mean One,"Dec 8, 2022",Atlas Distribution,Horror,"$593,635","56,807"
182,Cuando Sea Joven,"Sep 23, 2022",Pantelion Films,Comedy,"$588,028","56,270"
183,Runway 34,"Apr 29, 2022",Yash Raj Films,Thriller/Suspense,"$549,624","52,595"
184,"Confess, Fletch","Sep 16, 2022",Paramount Pictures,Comedy,"$538,842","51,564"
185,The Legend of Maula Jatt,"Oct 13, 2022",,Action,"$525,000","50,239"
186,Call Jane,"Oct 28, 2022",Roadside Attractions,Drama,"$512,770","49,068"
187,The Quintessential Quintupl…,"Dec 2, 2022",Crunchyroll,Romantic Comedy,"$502,000","48,038"
188,God’s Country,"Sep 16, 2022",IFC Films,Drama,"$493,679","47,242"
189,Deep in the Heart: A Texas …,"Jun 3, 2022",Fin and Fur Films,Documentary,"$480,240","45,955"
190,The Railway Children,"Sep 23, 2022",Blue Fox Entertai…,Adventure,"$457,433","43,773"
191,EO,"Nov 18, 2022",Janus Films,Drama,"$440,046","42,109"
192,Brian and Charles,"Jun 17, 2022",Focus Features,Comedy,"$430,635","41,209"
193,Beast,"Apr 15, 2022",United Artists,Action,"$430,000","41,148"
194,Emergency Declaration,"Aug 12, 2022",Well Go USA,Thriller/Suspense,"$412,196","39,444"
195,King Richard,"Nov 19, 2021",Warner Bros.,Drama,"$408,056","39,048"
196,Facing Nolan,"May 24, 2022",Utopia,Documentary,"$405,797","38,832"
197,Superspreader,"Sep 29, 2022",Iconic Releasing,Documentary,"$399,370","38,217"
198,Yashoda,"Nov 11, 2022",Cinegalaxy,Thriller/Suspense,"$395,000","37,799"
199,Tyson’s Run,"Mar 11, 2022",Collide Distribution,Drama,"$391,167","37,432"
200,The Inspection,"Nov 18, 2022",A24,Drama,"$385,627","36,902"
201,Alice,"Mar 18, 2022",Roadside Attractions,Thriller/Suspense,"$373,037","35,697"
202,Selena,"Mar 21, 1997",Warner Bros.,Drama,"$360,000","39,258"
203,Inu-Oh,"Aug 12, 2022",GKIDS,Musical,"$351,558","33,641"
204,The Forgiven,"Jul 1, 2022",Roadside Attractions,Drama,"$340,222","32,557"
205,Godzilla Against MechaGodzilla,"Nov 3, 2022",Fathom Events,Action,"$335,000","32,057"
206,Red Rocket,"Dec 10, 2021",A24,Drama,"$330,406","31,617"
207,Mad God,"Jun 10, 2022",Shudder,Horror,"$325,042","31,104"
208,Meet Me in the Bathroom,"Nov 4, 2022",Utopia,Documentary,"$319,880","30,610"
209,Clean,"Jan 28, 2022",IFC Films,Thriller/Suspense,"$318,877","30,514"
210,Waterman,"Apr 1, 2022",Purdie Distribution,Documentary,"$316,848","30,320"
211,The Deer King,"Jul 13, 2022",Fathom Events,Adventure,"$296,210","28,345"
212,Montana Story,"May 13, 2022",Bleecker Street,Drama,"$292,916","28,030"
213,All The Beauty And The Bloo…,"Nov 23, 2022",Neon,Documentary,"$287,365","27,499"
214,Flee,"Dec 3, 2021",Neon,Documentary,"$283,487","27,127"
215,A Love Song,"Jul 29, 2022",Bleecker Street,Drama,"$278,889","26,687"
216,Mothering Sunday,"Mar 25, 2022",Sony Pictures Cla…,Drama,"$272,393","26,066"
217,Kaathu Vaakula Rendu Kadhal,"Apr 29, 2022",Hamsini,Romantic Comedy,"$270,000","25,837"
218,Gone in the Night,"Jul 15, 2022",Vertical Entertai…,Thriller/Suspense,"$266,466","25,499"
219,You Won’t Be Alone,"Apr 1, 2022",Focus Features,Horror,"$264,055","25,268"
220,Paul’s Promise,"Oct 21, 2022",Integrity Releasing,Drama,"$258,545","24,741"
221,The Automat,"Feb 18, 2022",A Slice of Pie Pr…,Documentary,"$257,371","24,628"
222,Christmas Bloody Christmas,"Dec 9, 2022",RLJ Entertainment,Horror,"$250,774","23,997"
223,On the Come Up,"Sep 23, 2022",Paramount Pictures,Drama,"$236,153","22,598"
224,Who We Are: A Chronicle of …,"Jan 14, 2022",Sony Pictures Cla…,Documentary,"$234,298","22,420"
225,Who We Are Now,"May 25, 2018",FilmRise,Drama,"$234,198","22,411"
226,Sundown,"Jan 28, 2022",Bleecker Street,Thriller/Suspense,"$229,921","22,002"
227,CatVideoFest 2022,"Jun 24, 2022",Oscilloscope Pict…,Documentary,"$217,330","20,797"
228,Holy Spider (عنكبوت مقدس)…,"Oct 28, 2022",Utopia,Drama,"$213,890","20,467"
229,Love in Kilnerry,"Apr 8, 2022",Archway Pictures,Romantic Comedy,"$213,101","20,392"
230,The Silent Twins,"Sep 16, 2022",Focus Features,Drama,"$205,135","19,630"
231,Compartment No. 6,"Jan 26, 2022",Sony Pictures Cla…,Drama,"$204,208","19,541"
232,Benediction,"May 27, 2022",Roadside Attractions,Drama,"$201,093","19,243"
233,Both Sides of the Blade,"Jul 8, 2022",IFC Films,Drama,"$201,047","19,238"
234,Neptune Frost,"Jun 3, 2022",Kino Lorber,Musical,"$193,875","18,552"
235,Inland Empire,"Dec 6, 2006",518 Media,Drama,"$186,470","17,844"
236,Too Cool to Kill,"Feb 18, 2022",Well Go USA,Comedy,"$185,882","17,787"
237,Dual,"Apr 15, 2022",RLJ Entertainment,Thriller/Suspense,"$185,212","17,723"
238,Hatching,"Apr 29, 2022",IFC Midnight,Horror,"$182,925","17,504"
239,The Sparring Partner,"Dec 9, 2022",Well Go USA,Drama,"$182,660","17,479"
240,Happening,"May 6, 2022",IFC Films,Drama,"$181,023","17,322"
241,UFC 273: Volkanovski vs. Th…,"Apr 9, 2022",Iconic Releasing,Concert/Perfor…,"$180,000","17,224"
242,Hockeyland,"Sep 9, 2022",Greenwich,Documentary,"$179,665","17,192"
243,Jazz Fest: A New Orleans Story,"May 13, 2022",Sony Pictures Cla…,Documentary,"$179,005","17,130"
244,Eternals,"Nov 5, 2021",Walt Disney,Action,"$175,832","16,826"
245,Alienoid,"Aug 26, 2022",Well Go USA,Action,"$168,309","16,106"
246,Virata Parvam,"Jun 17, 2022",,Thriller/Suspense,"$165,000","15,789"
247,Vortex,"Apr 29, 2022",Utopia,Drama,"$160,892","15,396"
248,Resurrection,"Jul 29, 2022",IFC Films,Thriller/Suspense,"$160,866","15,393"
249,The Conversation,"Apr 7, 1974",Paramount Pictures,Thriller/Suspense,"$154,909","14,823"
250,Women Talking,"Dec 23, 2022",United Artists,Drama,"$151,987","14,544"
251,Hit the Road,"Apr 22, 2022",Kino Lorber,Drama,"$151,018","14,451"
252,"My Donkey, My Lover & I","Jul 22, 2022",Greenwich,Comedy,"$149,621","14,317"
253,The French Dispatch,"Oct 22, 2021",Searchlight Pictures,Comedy,"$147,605","14,124"
254,Firebird,"Apr 29, 2022",Roadside Attractions,Drama,"$144,118","13,791"
255,The Witch 2: The Other One,"Jun 17, 2022",Well Go USA,Horror,"$143,723","13,753"
256,UFC 281: Adesanya vs. Pereia,"Nov 12, 2022",Iconic Releasing,Concert/Perfor…,"$138,000","13,205"
257,The Killer,"Jul 13, 2022",Wide Lens Pictures,Action,"$134,716","12,891"
258,Gabby Giffords Won’t Back D…,"Jul 15, 2022",Briarcliff Entert…,Documentary,"$134,098","12,832"
259,Lost Illusions,"Jun 10, 2022",Music Box Films,Drama,"$126,391","12,094"
260,Gamestop: Rise of the Players,"Jan 28, 2022",Super LTD,Documentary,"$126,297","12,085"
261,Diva,"Mar 26, 1982",MGM,Thriller/Suspense,"$122,715","11,743"
262,The Storied Life of A.J. Fikry,"Oct 7, 2022",Vertical Entertai…,Romantic Comedy,"$121,000","11,578"
263,A Silent Voice,"Jan 31, 2019",Eleven Arts,Drama,"$120,332","11,515"
264,Pompo: The Cinéphile,"Apr 27, 2022",GKIDS,Comedy,"$120,119","11,494"
265,The Rose Maker,"Apr 1, 2022",Music Box Films,Comedy,"$119,160","11,402"
266,No Time to Die,"Oct 8, 2021",United Artists,Action,"$119,000","11,387"
267,Heropanti 2,"Apr 29, 2022",Viva Entertainment,Action,"$115,000","11,004"
268,Green Ghost & The Masters O…,"Apr 29, 2022",Gravitas Ventures,Action,"$113,687","10,879"
269,Pleasure,"May 13, 2022",Neon,Drama,"$106,789","10,219"
270,Jockey,"Dec 29, 2021",Sony Pictures Cla…,Drama,"$106,679","10,209"
271,My Old School,"Jul 22, 2022",Magnolia Pictures,Documentary,"$103,966","9,948"
272,I Love My Dad,"Aug 5, 2022",Magnolia Pictures,Comedy,"$101,508","9,713"
273,We’re All Going to the Worl…,"Apr 15, 2022",Utopia,Horror,"$101,178","9,682"
274,Gold,"Mar 11, 2022",Screen Media Films,Thriller/Suspense,"$100,197","9,588"
275,The Velvet Queen,"Dec 22, 2021",Oscilloscope Pict…,Documentary,"$99,045","9,477"
276,Abandoned,"Jun 17, 2022",Vertical Entertai…,Horror,"$96,761","9,259"
277,Strawberry Mansion,"Feb 18, 2022",Music Box Films,Comedy,"$96,756","9,258"
278,The Return Of Tanya Tucker:…,"Oct 21, 2022",Sony Pictures Cla…,Documentary,"$93,275","8,926"
279,Eternal Spring,"Oct 14, 2022",Lofty Sky Pictures,Documentary,"$92,114","8,814"
280,Three Minutes - A Lengthening,"Aug 19, 2022",Super LTD,Documentary,"$90,144","8,626"
281,"Goodbye, Don Glees!","Sep 16, 2022",GKIDS,Adventure,"$86,610","8,288"
282,UnFavorable Odds,"Sep 9, 2022",Atlas Distribution,Romantic Comedy,"$86,203","8,249"
283,All My Puny Sorrows,"Apr 15, 2022",Mongrel Media,Drama,"$84,735","8,108"
284,All My Friends Hate Me,"Mar 11, 2022",Super LTD,Comedy,"$80,405","7,694"
285,Butter,"Feb 25, 2022",Blue Fox Entertai…,Drama,"$78,450","7,507"
286,Buried: The 1982 Alpine Mea…,"Sep 23, 2022",Greenwich,Documentary,"$76,762","7,345"
287,Resident Evil: Welcome to R…,"Nov 24, 2021",Sony Pictures,Horror,"$76,721","7,342"
288,Corsage,"Dec 23, 2022",IFC Films,Drama,"$76,718","7,341"
289,The Discreet Charm of the B…,"May 12, 2000",,Comedy,"$75,811","8,267"
290,Hold Me Tight,"Sep 9, 2022",Kino Lorber,Drama,"$74,723","7,150"
291,"Paris, 13th District","Apr 15, 2022",IFC Films,Drama,"$73,118","6,996"
292,Great Freedom,"Mar 4, 2022",MUBI,Drama,"$71,946","6,884"
293,The Territory,"Aug 19, 2022",National Geograph…,Documentary,"$69,316","6,633"
294,Maika: The Girl From Anothe…,"Jun 3, 2022",Well Go USA,Adventure,"$69,257","6,627"
295,Sharp Stick,"Jul 29, 2022",Utopia,Comedy,"$68,598","6,564"
296,Tad the Lost Explorer and t…,"Nov 4, 2022",Paramount Pictures,Adventure,"$67,599","6,469"
297,Born to be Wild 3D,"Apr 8, 2011",Warner Bros.,Documentary,"$67,569","6,466"
298,Freakscene — The Story of D…,"May 27, 2022",Utopia,Documentary,"$66,038","6,319"
