Rank,Movie,Release,Distributor,Genre,2012 Gross,Tickets Sold
287,We Have A Pope,"Apr 6, 2012",IFC Films,Comedy,"$486,902","61,168"
288,Courageous,"Sep 30, 2011",Sony Pictures,Drama,"$486,301","61,093"
289,In Time,"Oct 28, 2011",20th Century Fox,Thriller/Suspense,"$477,517","59,989"
290,The Flat,"Oct 19, 2012",IFC Films,Documentary,"$467,022","58,671"
291,Bachelorette,"Sep 7, 2012",Weinstein Co.,Comedy,"$446,770","56,126"
292,Midnight in Paris,"May 20, 2011",Sony Pictures Cla…,Romantic Comedy,"$438,930","55,141"
293,Ferrari Ki Sawaari,"Jun 15, 2012",Eros Entertainment,Comedy,"$420,046","52,769"
294,Not Fade Away,"Dec 21, 2012",Paramount Vantage,Drama,"$416,886","52,372"
295,Burn,"Jul 20, 2012","Callbox, LLC",Documentary,"$416,151","52,280"
296,Seeking Justice,"Mar 16, 2012",Anchor Bay Entert…,Action,"$411,746","51,726"
297,Sound of My Voice,"Apr 27, 2012",Fox Searchlight,Thriller/Suspense,"$408,015","51,258"
298,The Well-Digger's Daughter,"Jun 20, 2012",Kino Lorber,Drama,"$389,651","48,951"
299,Khiladi 786,"Dec 7, 2012",Eros Entertainment,,"$385,422","48,419"
300,Detropia,"Sep 7, 2012",Loki Films,Documentary,"$377,219","47,389"
301,Smashed,"Oct 12, 2012",Sony Pictures Cla…,Drama,"$375,981","47,233"
302,Bully,"Jul 13, 2001",Lionsgate,Drama,"$371,732","46,700"
303,Piranha 3DD,"Jun 1, 2012",Weinstein Co.,Horror,"$370,904","46,595"
304,The Oranges,"Oct 5, 2012",ATO Pictures,Comedy,"$364,875","45,838"
305,Branded ,"Sep 7, 2012",Roadside Attractions,Thriller/Suspense,"$353,513","44,411"
306,A Werewolf Boy,"Nov 30, 2012",CJ Entertainment,Drama,"$338,876","42,572"
307,Red Hook Summer,"Aug 10, 2012",Variance/40 Acres…,Drama,"$338,803","42,563"
308,Student of the Year,"Oct 19, 2012",Eros Entertainment,Romantic Comedy,"$326,508","41,018"
309,Compliance,"Aug 17, 2012",Magnolia Pictures,Drama,"$319,285","40,111"
310,Liberal Arts,"Sep 14, 2012",IFC Films,Comedy,"$319,176","40,097"
311,The Salt of Life,"Mar 2, 2012",Zeitgeist,Comedy,"$317,405","39,875"
312,The Flowers of War,"Dec 21, 2011",Wrekin Hill Enter…,Drama,"$311,434","39,124"
313,Amour,"Dec 19, 2012",Sony Pictures Cla…,Drama,"$311,247","39,101"
314,Whores’ Glory,"Apr 27, 2012",Kino Lorber,Documentary,"$306,151","38,461"
315,Stolen,"Sep 14, 2012",Alchemy,Action,"$289,773","36,403"
316,Something From Nothing: The…,"Jun 15, 2012",Indomina Releasing,Documentary,"$288,738","36,273"
317,A Cat in Paris,"Feb 24, 2012",Mongrel Media,Adventure,"$287,709","36,144"
318,The Central Park Five,"Nov 23, 2012",IFC Films,Documentary,"$273,747","34,390"
319,Dolphin Tale,"Sep 23, 2011",Warner Bros.,Drama,"$270,810","34,021"
320,The Way,"Oct 7, 2011",Producers Distrib…,Drama,"$260,592","32,737"
321,Boy,"Mar 2, 2012",Paladin,Drama,"$256,211","32,187"
322,In The Land of Blood and Honey,"Dec 23, 2011",FilmDistrict,Drama,"$254,735","32,001"
323,Chicken with Plums,"Aug 17, 2012",Sony Pictures Cla…,Drama,"$253,705","31,872"
324,Le Havre,"Oct 21, 2011",Janus Films,Drama,"$253,003","31,784"
325,Lola Versus,"Jun 8, 2012",Fox Searchlight,Comedy,"$252,603","31,734"
326,Keep the Lights On,"Sep 7, 2012",Music Box Films,Drama,"$246,112","30,918"
327,Gerhard Richter Painting,"Mar 14, 2012",Kino Lorber,Documentary,"$242,646","30,483"
328,Stories We Tell,"Oct 12, 2012",Mongrel Media,Documentary,"$241,629","30,355"
329,Trishna,"Jul 13, 2012",IFC Films,Drama,"$240,381","30,198"
330,Middle of Nowhere,"Oct 12, 2012",AFFRM,Drama,"$236,806","29,749"
331,My Uncle Rafael,"Sep 21, 2012",Slater Brothers E…,Comedy,"$234,830","29,501"
332,Elena,"May 16, 2012",Zeitgeist,Thriller/Suspense,"$232,070","29,154"
333,Drive,"Sep 16, 2011",FilmDistrict,Action,"$227,642","28,598"
334,Neil Young Journeys,"Jun 29, 2012",Sony Pictures Cla…,Concert/Perfor…,"$214,588","26,958"
335,Thaandavam,"Sep 28, 2012",UTV Communications,Action,"$213,476","26,818"
336,Back to 1942,"Nov 30, 2012",China Lion Film D…,Drama,"$212,475","26,692"
337,Tai Chi Zero,"Oct 19, 2012",Variance Films,Action,"$212,094","26,644"
338,The Help,"Aug 10, 2011",Walt Disney,Drama,"$206,041","25,884"
339,Little White Lies,"Aug 24, 2012",MPI Media Group,Comedy,"$205,505","25,817"
340,Touchback,"Apr 13, 2012",Anchor Bay Entert…,Drama,"$204,157","25,647"
341,10 Years,"Sep 14, 2012",Anchor Bay Entert…,Drama,"$203,654","25,584"
342,Vettai,"Jan 13, 2012",UTV Communications,Action,"$202,581","25,449"
343,Tim and Eric's Billion Doll…,"Mar 2, 2012",Magnet Pictures,Comedy,"$201,436","25,306"
344,Brooklyn Castle,"Oct 19, 2012",Producers Distrib…,Documentary,"$198,664","24,957"
345,Chico and Rita,"Feb 10, 2012",GKIDS,Drama,"$197,785","24,847"
346,Easy Money,"Jul 11, 2012",Weinstein Co.,Thriller/Suspense,"$188,870","23,727"
347,Somewhere Between,"Aug 24, 2012",Long Shot Factory,Documentary,"$182,784","22,962"
348,The House I Live In,"Oct 5, 2012",Abramorama Films,Documentary,"$181,782","22,836"
349,Lost Woods,"Mar 2, 2012",Nocturnal Features,Horror,"$180,117","22,627"
350,Fullmetal Alchemist: The Sa…,"Jan 20, 2012",Eleven Arts,Adventure,"$178,000","22,361"
351,Tere Naal Love Ho Gaya,"Feb 24, 2012",UTV Communications,Romantic Comedy,"$177,743","22,329"
352,Polisse,"May 18, 2012",IFC Films,Thriller/Suspense,"$176,988","22,234"
353,The Hunter,"Apr 6, 2012",Magnolia Pictures,Drama,"$176,669","22,194"
354,The Waiting Room,"Sep 21, 2012",International Fil…,Documentary,"$176,277","22,145"
355,Flying Swords of Dragon Gat…,"Aug 31, 2012",Indomina Releasing,Action,"$170,276","21,391"
356,Joker,"Aug 31, 2012",UTV Communications,Comedy,"$169,181","21,253"
357,Dark Horse,"Jun 8, 2012",Brainstorm Media,Drama,"$166,228","20,882"
358,The Big Picture,"Oct 12, 2012",MPI Media Group,Drama,"$158,411","19,900"
359,Elles,"Apr 27, 2012",Kino Lorber,Drama,"$157,427","19,777"
360,DeadTime,"Apr 11, 2012",Nocturnal Features,Horror,"$156,072","19,607"
361,Crazy Horse,"Jan 18, 2012",Zipporah,Documentary,"$154,691","19,433"
362,Unforgivable,"Jun 29, 2012",Mongrel Media,Drama,"$153,785","19,319"
363,Hecho en México,"Nov 30, 2012",Lionsgate,Documentary,"$151,133","18,986"
364,Simon & The Oaks,"Oct 12, 2012",Film Arcade,Drama,"$150,109","18,857"
365,Deadly Renovations,"Jun 8, 2012",Nocturnal Features,Horror,"$146,146","18,360"
366,I Wish,"May 11, 2012",Magnolia Pictures,Drama,"$145,808","18,317"
367,From Beneath,"Aug 10, 2012",Nocturnal Features,Thriller/Suspense,"$144,123","18,105"
368,'Luv Shuv Tey Chicken Khurana,"Nov 2, 2012",UTV Communications,Comedy,"$143,900","18,077"
369,The Skin I Live In,"Oct 14, 2011",Sony Pictures Cla…,Thriller/Suspense,"$143,085","17,975"
370,Bullhead,"Feb 17, 2012",Drafthouse Films,Drama,"$142,616","17,916"
371,This Must Be the Place,"Nov 2, 2012",Weinstein Co.,Black Comedy,"$142,242","17,869"
372,High School,"Jun 1, 2012",Anchor Bay Entert…,Comedy,"$139,034","17,466"
373,The Ides of March,"Oct 7, 2011",Sony Pictures,Drama,"$136,922","17,201"
374,Slaughter Creek,"Sep 14, 2012",Nocturnal Features,Horror,"$136,815","17,187"
375,The Lady,"Apr 11, 2012",Cohen Media Group,Drama,"$135,985","17,083"
376,The Other Dream Team,"Sep 28, 2012",Film Arcade,Documentary,"$134,109","16,847"
377,A Very Harold & Kumar 3D Ch…,"Nov 4, 2011",Warner Bros.,Comedy,"$132,486","16,643"
378,Footloose,"Oct 14, 2011",Paramount Pictures,Musical,"$132,230","16,611"
379,Kumaré,"Jun 20, 2012",Kino Lorber,Documentary,"$131,909","16,571"
380,The Loneliest Planet,"Oct 26, 2012",IFC Films,Drama,"$129,579","16,278"
381,Any Day Now,"Dec 14, 2012",Music Box Films,Drama,"$129,391","16,255"
382,"Turn Me On, Dammit!","Mar 30, 2012",New Yorker,Comedy,"$126,085","15,839"
383,Beloved,"Aug 17, 2012",IFC Films,Drama,"$124,405","15,628"
384,How to Survive a Plague,"Sep 21, 2012",IFC Films,Documentary,"$123,814","15,554"
385,The Forgiveness of Blood,"Feb 24, 2012",IFC Films,Drama,"$122,593","15,401"
386,God Bless America,"May 11, 2012",Magnet Pictures,Black Comedy,"$122,550","15,395"
387,Iron Sky,"Jul 25, 2012",Entertainment One,Black Comedy,"$122,082","15,336"
388,Bel Ami,"Jun 8, 2012",Magnolia Pictures,Drama,"$120,462","15,133"
389,Cowgirls n' Angels,"May 25, 2012",Samuel Goldwyn Films,Drama,"$119,782","15,047"
390,Therese Desqueyroux,"Nov 30, 2012",Mongrel Media,Drama,"$117,179","14,720"
391,Follow Me: The Yoni Netanya…,"May 4, 2012",International Fil…,Documentary,"$112,679","14,155"
392,The Perfect Family,"May 4, 2012",Variance Films,Comedy,"$110,013","13,820"
393,The Woman in the Fifth,"Jun 15, 2012",ATO Pictures,Thriller/Suspense,"$107,921","13,557"
394,Margin Call,"Oct 21, 2011",Roadside Attractions,Drama,"$107,220","13,469"
395,Hello I Must Be Going,"Sep 7, 2012",Oscilloscope Pict…,Drama,"$106,709","13,405"
396,Steve Jobs: The Lost Interview,"Nov 16, 2011",Landmark Theaters,Documentary,"$105,710","13,280"
397,Inch'Allah,"Sep 28, 2012",Entertainment One,Drama,"$104,087","13,076"
398,The Obama Effect,"Jul 13, 2012",ARC Entertainment,Comedy,"$103,000","12,939"
399,The Magic of Belle Isle,"Jul 6, 2012",Magnolia Pictures,Drama,"$102,388","12,862"
400,Mugamoodi,"Aug 31, 2012",UTV Communications,Action,"$101,911","12,802"
401,Wuthering Heights,"Oct 5, 2012",Oscilloscope Pict…,Drama,"$100,915","12,677"
402,"Oslo, August 31st","May 25, 2012",Strand,Drama,"$100,713","12,652"
403,V/H/S,"Oct 5, 2012",Magnet Pictures,Horror,"$100,345","12,606"
404,360,"Aug 3, 2012",Magnolia Pictures,Thriller/Suspense,"$100,343","12,605"
405,Hardflip,"Jun 1, 2012",Rocky Mountain Pi…,Drama,"$96,734","12,152"
406,The Awakening,"Aug 17, 2012",Cohen Media Group,Horror,"$95,933","12,051"
407,"Wild Horse, Wild Ride","Aug 24, 2012",Screen Media Films,Documentary,"$94,621","11,887"
408,La source des femmes,"Aug 10, 2012",Mongrel Media,Comedy,"$93,838","11,788"
409,The Road,"May 11, 2012",Freestyle Releasing,Horror,"$92,476","11,617"
410,Escape Fire: The Fight to R…,"Oct 5, 2012",Roadside Attractions,Documentary,"$86,810","10,905"
411,Marina Abramovic: The Artis…,"Jun 13, 2012",Music Box Films,Documentary,"$86,637","10,884"
412,The Eye of the Storm,"Sep 7, 2012",Sycamore Entertai…,Drama,"$83,566","10,498"
413,Starlet,"Nov 9, 2012",Music Box Films,Drama,"$82,424","10,354"
414,Hating Breitbart,"Oct 19, 2012",Freestyle Releasing,Documentary,"$81,432","10,230"
415,The Innkeepers,"Feb 3, 2012",Magnolia Pictures,Horror,"$78,396","9,848"
416,Hara-Kiri: Death of a Samurai,"Jul 20, 2012",TriBeca Films,Drama,"$75,688","9,508"
417,5 Broken Cameras,"May 30, 2012",Kino Lorber,Documentary,"$75,607","9,498"
418,The Island President,"Mar 28, 2012",Samuel Goldwyn Films,Documentary,"$75,233","9,451"
419,Butter,"Oct 5, 2012",Weinstein Co.,Comedy,"$73,000","9,170"
420,La Grande Illusion,"Sep 12, 1938",Rialto Pictures,Drama,"$71,641","9,000"
421,Detachment,"Mar 16, 2012",TriBeca Films,Drama,"$70,740","8,886"
422,On the Ice,"Feb 17, 2012",PMK*BNC,Thriller/Suspense,"$70,526","8,860"
423,My Way,"Apr 20, 2012",PMK*BNC,Drama,"$70,177","8,816"
424,Martha Marcy May Marlene,"Oct 21, 2011",Fox Searchlight,Thriller/Suspense,"$67,595","8,491"
425,Being Elmo: A Puppeteer's J…,"Oct 21, 2011",Submarine Deluxe,Documentary,"$66,852","8,398"
426,The Snows of Kilimanjaro,"Sep 17, 1952",,Drama,"$66,597","8,366"
427,Goodbye First Love,"Apr 20, 2012",IFC Films,Drama,"$64,925","8,156"
428,Toys in the Attic,"Sep 7, 2012",Hannover House,Adventure,"$64,918","8,155"
429,Never Stand Still,"May 18, 2012",First Run Features,Documentary,"$63,811","8,016"
430,Deadfall,"Dec 7, 2012",Magnolia Pictures,Thriller/Suspense,"$63,638","7,994"
431,The Details,"Nov 2, 2012",Weinstein Co.,Black Comedy,"$63,595","7,989"
432,Let the Bullets Fly,"Mar 2, 2012",Well Go USA,Comedy,"$63,012","7,916"
433,Le prénom,"Nov 16, 2012",,Comedy,"$61,611","7,740"
434,Backwards,"Sep 21, 2012",Dada Films,Drama,"$61,465","7,721"
435,The Bodyguard,"Nov 25, 1992",Warner Bros.,Thriller/Suspense,"$61,020","7,665"
436,Young Goethe in Love,"Nov 4, 2011",Music Box Films,Drama,"$60,901","7,650"
437,Payback,"Mar 16, 2012",Mongrel Media,Documentary,"$59,736","7,504"
438,Side by Side,"Aug 17, 2012",TriBeca Films,Documentary,"$58,825","7,390"
439,The Invisible War,"Jun 22, 2012",Cinedigm,Documentary,"$58,492","7,348"
440,Take Shelter,"Sep 30, 2011",Sony Pictures Cla…,Drama,"$57,751","7,255"
441,Beyond the Black Rainbow,"May 18, 2012",Mongrel Media,Drama,"$56,491","7,096"
442,A Beautiful Soul,"May 4, 2012",Tyscot Manhaddon,Drama,"$54,008","6,784"
443,Surviving Progress,"Apr 6, 2012",First Run Features,Documentary,"$53,953","6,778"
444,Beware of Mr. Baker,"Nov 30, 2012",SnagFilms,Documentary,"$53,371","6,704"
445,Occupy Unmasked,"Sep 21, 2012",Magnet Pictures,Documentary,"$52,768","6,629"
446,An Inconsistant Truth,"Jan 27, 2012",Rocky Mountain Pi…,Documentary,"$52,756","6,627"
447,Jodi Breakers,"Feb 24, 2012",Yash Raj Films,Romantic Comedy,"$52,618","6,610"
448,Karakara,"Aug 31, 2012",Mongrel Media,Drama,"$50,831","6,385"
449,The Fitzgerald Family Chris…,"Dec 7, 2012",TriBeca Films,Drama,"$50,292","6,318"
450,Red Lights,"Jul 13, 2012",Alchemy,Thriller/Suspense,"$49,521","6,221"
451,Wake in Fright,"Oct 5, 2012",Drafthouse Films,Thriller/Suspense,"$49,458","6,213"
452,Intruders,"Mar 30, 2012",Alchemy,Horror,"$48,366","6,076"
453,Runaway Slave,"Jul 6, 2012",Rocky Mountain Pi…,Documentary,"$47,813","6,006"
454,Sing Your Song,"Jan 13, 2012",S2BN,Documentary,"$47,718","5,994"
455,Deep in the Heart,"Feb 17, 2012",ARC Entertainment,Drama,"$47,700","5,992"
456,The Mill and the Cross,"Sep 14, 2011",Kino Lorber,Drama,"$47,314","5,943"
457,Natural Selection,"Mar 16, 2012",Cinema Guild,Comedy,"$46,635","5,858"
458,Declaration of War,"Jan 27, 2012",IFC Films,Drama,"$46,225","5,807"
459,LOL,"May 4, 2012",Lionsgate,Comedy,"$46,000","5,778"
460,The War of the Buttons,"Oct 12, 2012",Weinstein Co.,Adventure,"$45,602","5,728"
461,A Trip to the Moon,"Feb 10, 2012",Flicker Alley,Adventure,"$45,353","5,697"
462,The Pruitt-Igoe Myth,"Jan 20, 2012",First Run Features,Documentary,"$44,883","5,638"
463,Union Square ,"Jul 13, 2012",Dada Films,Drama,"$44,830","5,631"
464,Ballplayer: Pelotero,"Jul 13, 2012",Strand,Documentary,"$44,689","5,614"
465,OC87,"May 25, 2012",Fisher-Klingenste…,Documentary,"$43,583","5,475"
466,Poupoupidou (Nobody Else Bu…,"May 11, 2012",First Run Features,Drama,"$43,040","5,407"
467,Crazy Wisdom,"Nov 25, 2011",Alive Mind,Documentary,"$42,841","5,382"
468,Attenberg,"Mar 9, 2012",Strand,Drama,"$42,582","5,349"
469,The Comedy,"Nov 9, 2012",TriBeca Films,Comedy,"$41,113","5,164"
470,My Reincarnation,"Oct 28, 2011",Long Shot Factory,Documentary,"$41,080","5,160"
471,El Bulli: Cooking in Progress,"Jul 27, 2011",Alive Mind,Documentary,"$41,054","5,157"
472,Last Call at the Oasis,"May 4, 2012",Participant Media,Documentary,"$40,846","5,131"
473,Miss Bala,"Jan 20, 2012",Mongrel Media,Drama,"$40,540","5,092"
474,Paan Singh Tomar,"Mar 2, 2012",UTV Communications,Action,"$40,311","5,064"
475,All Together,"Oct 19, 2012",Kino Lorber,Comedy,"$40,103","5,038"
476,West of Memphis,"Dec 25, 2012",Sony Pictures Cla…,Documentary,"$39,159","4,919"
477,Soldiers of Fortune,"Aug 3, 2012",Roadside Attractions,Thriller/Suspense,"$38,898","4,886"
478,Paul Williams Still Alive,"Jun 1, 2012",Abramorama Films,Documentary,"$38,691","4,860"
479,Death by China,"Aug 17, 2012",Area 23a,Documentary,"$38,492","4,835"
480,The Fairy,"Feb 24, 2012",Kino Lorber,Comedy,"$38,399","4,823"
481,This Is Not a Film,"Mar 2, 2012",Palisades,Documentary,"$37,706","4,736"
482,Children of Paradise,"Mar 11, 2012",Janus Films,Drama,"$36,986","4,646"
483,Aiyyaa,"Oct 11, 2012",UTV Communications,Romantic Comedy,"$36,967","4,644"
484,The Inbetweeners,"Sep 7, 2012",Wrekin Hill Enter…,Comedy,"$35,955","4,516"
485,Comic-Con Episode IV: A Fan…,"Apr 6, 2012",Wrekin Hill Enter…,Documentary,"$34,665","4,354"
486,Tomboy,"Nov 16, 2011",Rocket Releasing,Drama,"$34,112","4,285"
487,Hit So Hard,"Apr 13, 2012",Variance Films,Documentary,"$34,025","4,274"
488,Gregory Crewdson: Brief Enc…,"Nov 2, 2012",Zeitgeist,Documentary,"$33,902","4,259"
489,Vulgaria,"Sep 28, 2012",China Lion Film D…,Comedy,"$33,700","4,233"
490,Addiction Incorporated,"Dec 14, 2011",Variance Films,Documentary,"$33,664","4,229"
491,The Conquest,"Nov 11, 2011",Music Box Films,Drama,"$33,344","4,188"
492,Painted Skin: The Resurrection,"Aug 17, 2012",Well Go USA,Action,"$33,212","4,172"
493,Roméo Onze,"Mar 9, 2012",Metropole Films D…,Drama,"$32,457","4,077"
494,District of Corruption,"Oct 26, 2012",Rocky Mountain Pi…,Documentary,"$31,954","4,014"
495,Musical Chairs,"Mar 23, 2012",Paladin,Drama,"$31,478","3,954"
496,Céline and Julie Go Boating…,"May 4, 2012",New Yorker,,"$31,452","3,951"
497,Norwegian Wood,"Nov 25, 2011",Mongrel Media,Drama,"$31,406","3,945"
498,L!fe Happens,"Apr 13, 2012",PMK*BNC,Comedy,"$30,905","3,882"
499,The Bay,"Nov 2, 2012",Roadside Attractions,Horror,"$30,668","3,852"
500,Hide Away,"May 25, 2012",Joule Films,Drama,"$30,655","3,851"
501,Hermano,"Aug 24, 2012",Music Box Films,Drama,"$29,864","3,751"
502,Just Another Love Story,"Jan 9, 2009",Koch Lorber Films,Drama,"$29,630","3,722"
503,"Flamenco, Flamenco","Nov 18, 2011",Mongrel Media,Documentary,"$29,435","3,697"
504,Meet the Fokkens,"Aug 8, 2012",Kino Lorber,Documentary,"$29,357","3,688"
505,Wagner & Me,"Dec 7, 2012",First Run Features,Documentary,"$29,187","3,666"
506,Max et les ferrailleurs,"Aug 10, 2012",Rialto Pictures,Thriller/Suspense,"$29,174","3,665"
507,Kill List,"Feb 3, 2012",IFC Films,Horror,"$29,063","3,651"
508,You've Been Trumped,"Aug 3, 2012",International Fil…,Documentary,"$28,450","3,574"
509,Least Among Saints ,"Oct 12, 2012",Brainstorm Media,Drama,"$28,026","3,520"
510,Klown: The Movie,"Jul 27, 2012",Drafthouse Films,Black Comedy,"$28,000","3,517"
511,Mighty Fine,"May 25, 2012",Adopt Films,Drama,"$27,900","3,505"
512,Sacrifice,"Apr 26, 2011",Alchemy,Action,"$27,899","3,504"
513,"Pink Ribbons, Inc.","Jun 1, 2012",First Run Features,Documentary,"$26,608","3,342"
514,Here ,"Apr 13, 2012",Strand,Drama,"$26,464","3,324"
515,Nobody Walks,"Oct 19, 2012",Magnolia Pictures,Drama,"$25,342","3,183"
516,Le diable probablement,"Jan 13, 2012",The Film Desk,Drama,"$24,878","3,125"
517,Orchestra of Exiles,"Oct 26, 2012",First Run Features,Documentary,"$24,710","3,104"
518,Sound of Noise,"Mar 9, 2012",Magnolia Pictures,Comedy,"$24,565","3,086"
519,Otter 501,"May 11, 2012",Paladin,Documentary,"$24,449","3,071"
520,Death of the Virgin,"Feb 10, 2012",Indican Pictures,Horror,"$24,418","3,067"
521,The Guard,"Jul 29, 2011",Sony Pictures Cla…,Comedy,"$23,630","2,968"
522,Lost Bohemai,"May 20, 2011",Long Shot Factory,Documentary,"$23,584","2,962"
523,Mozart’s Sister,"Aug 19, 2011",Music Box Films,Drama,"$23,389","2,938"
524,Like Crazy,"Oct 28, 2011",Paramount Pictures,Drama,"$23,291","2,926"
525,Hellbound?,"Sep 21, 2012",Area 23a,Documentary,"$22,887","2,875"
526,The First Time,"Oct 19, 2012",Samuel Goldwyn Films,Romantic Comedy,"$22,836","2,868"
527,Free Men,"Mar 16, 2012",Film Movement,Drama,"$22,578","2,836"
528,All Our Desires,"Mar 16, 2012",,Drama,"$22,517","2,828"
529,Keyhole,"Apr 6, 2012",Monterey Media,Thriller/Suspense,"$22,393","2,813"
530,The Long Day Closes,"Mar 23, 2012",The Film Desk,Drama,"$22,366","2,809"
531,56 Up,,,Documentary,"$22,088","2,774"
532,North Sea Texas,"Nov 2, 2012",Strand,Drama,"$21,615","2,715"
533,Bonsai,"May 11, 2012",Strand,Drama,"$21,163","2,658"
534,Girl Model,"Sep 5, 2012",,Documentary,"$21,154","2,657"
535,Lay the Favorite,"Dec 7, 2012",Radius,Comedy,"$20,998","2,637"
536,The Day,"Aug 29, 2012",Anchor Bay Entert…,Thriller/Suspense,"$20,984","2,636"
537,Paranormal Activity 3,"Oct 21, 2011",Paramount Pictures,Horror,"$20,979","2,635"
538,Carol Channing: Larger Than…,"Jan 20, 2012",Entertainment One,Documentary,"$20,370","2,559"
539,Better Than Something: Jay …,"Mar 2, 2012",,Documentary,"$20,327","2,553"
540,Galapagos,"Oct 29, 1999",IMAX Films,Documentary,"$20,198","2,537"
541,The Whale,"Sep 9, 2011",Paladin,Documentary,"$20,092","2,524"
542,Présumé Coupable,"Jan 27, 2012",Mongrel Media,Drama,"$19,750","2,481"
543,Radio Unnameable,"Sep 19, 2012",Kino Lorber,Documentary,"$19,676","2,471"
544,Magnificent Desolation,"Sep 23, 2005",IMAX Films,Documentary,"$19,662","2,470"
545,Ranchero,"Jul 15, 2011",Indican Pictures,Drama,"$19,623","2,465"
546,Waiting for Lightning,"Dec 7, 2012",Samuel Goldwyn Films,Documentary,"$19,537","2,454"
547,Sedona,"Mar 16, 2012",Pasidg Productions,Drama,"$19,532","2,453"
548,How to Grow a Band,"Apr 13, 2012",International Fil…,Documentary,"$19,237","2,416"
549,28 Hotel Rooms,"Nov 9, 2012",Oscilloscope Pict…,Drama,"$18,869","2,370"
550,Chely Wright: Wish Me Away,"Jun 1, 2012",First Run Features,Documentary,"$18,618","2,338"
551,The Graduate,"Dec 21, 1967",Embassy,Comedy,"$18,574","2,333"
552,The Revisionaries,"Oct 5, 2012",Kino Lorber,Documentary,"$18,509","2,325"
553,Lovely Molly,"May 18, 2012",Image Entertainment,Horror,"$18,464","2,319"
554,Mansome,"May 18, 2012",Paladin,Documentary,"$18,395","2,310"
555,Port of Shadows,"Sep 14, 2012",Rialto Pictures,Drama,"$18,275","2,295"
556,The Divide,"Jan 13, 2012",Anchor Bay Entert…,Thriller/Suspense,"$18,000","2,261"
557,4:44 Last Day on Earth ,"Mar 23, 2012",IFC Films,Drama,"$17,801","2,236"
558,Django,"Dec 21, 2012",Rialto Pictures,Western,"$17,277","2,170"
559,The Understudy,"Mar 16, 2012",Indican Pictures,Black Comedy,"$17,036","2,140"
560,Dangerous Liaisons,"Nov 9, 2012",Well Go USA,Drama,"$17,000","2,135"
561,The Bride Wore Black,"Nov 4, 2011",Film Forum,Drama,"$16,854","2,117"
562,Inventing Our Life: The Kib…,"Apr 25, 2012",First Run Features,Documentary,"$16,734","2,102"
563,Little Birds,"Aug 29, 2012",Alchemy,Drama,"$16,594","2,084"
564,My Worst Nightmare,"Oct 19, 2012",Strand,Comedy,"$16,275","2,044"
565,Return,"Feb 10, 2012",Dada Films,Drama,"$16,124","2,025"
566,Alps,"Jul 13, 2012",Kino Lorber,Drama,"$16,057","2,017"
567,$upercapitalist,"Aug 10, 2012",,Thriller/Suspense,"$15,919","1,999"
568,This Binary Universe,"May 4, 2012",Indican Pictures,Documentary,"$15,875","1,994"
569,Before My Heart Falls,"Nov 16, 2012",Mongrel Media,Documentary,"$15,753","1,979"
570,Quill: The Life of a Guide Dog,"May 18, 2012",Music Box Films,Drama,"$15,674","1,969"
571,Take Me Home,"Apr 6, 2012",Monterey Media,Romantic Comedy,"$15,374","1,931"
572,Michael,"Feb 15, 2012",Strand,Drama,"$15,151","1,903"
573,Trade of Innocents,"Oct 5, 2012",Monterey Media,Thriller/Suspense,"$15,091","1,895"
574,17 Girls,"Sep 21, 2012",Strand,Drama,"$15,002","1,884"
575,Kung Fu Joe,"Feb 10, 2012",Indican Pictures,Comedy,"$14,752","1,853"
576,30 Beats,"Jul 20, 2012",Roadside Attractions,Drama,"$14,686","1,844"
577,Elite Squad: The Enemy Within,"Nov 11, 2011",Variance Films,Action,"$14,616","1,836"
578,Tristana,"Nov 23, 2012",Cohen Media Group,Drama,"$14,586","1,832"
579,Silent Night,"Nov 30, 2012",Anchor Bay Entert…,Horror,"$14,568","1,830"
580,Outrage,"Dec 2, 2011",Magnolia Pictures,Drama,"$14,305","1,797"
581,Gayby,"Oct 12, 2012",The Film Collabor…,Comedy,"$14,062","1,766"
582,6 Month Rule,"Jun 1, 2012",Secret Identity P…,Comedy,"$14,057","1,765"
583,Head Games,"Sep 21, 2012",Variance Films,Documentary,"$14,056","1,765"
584,Blackthorn,"Oct 7, 2011",Magnolia Pictures,Western,"$13,898","1,745"
585,The Snows of Kilimanjaro,"Dec 9, 2011",Mongrel Media,Drama,"$13,729","1,724"
586,Jesus Henry Christ,"Apr 20, 2012",Entertainment One,Drama,"$13,714","1,722"
587,Daisies,"Jul 6, 2012",Janus Films,Drama,"$13,692","1,720"
588,Reuniting the Rubins,"Mar 16, 2012",Monterey Media,Comedy,"$13,569","1,704"
589,Sophomore,"Jan 13, 2012",Pillen's Farm Pic…,Comedy,"$13,500","1,695"
590,Eames: The Architect and th…,"Nov 18, 2011",First Run Features,Documentary,"$13,275","1,667"
591,The Color Wheel,"May 18, 2012",APD/Cinema Conser…,Comedy,"$13,266","1,666"
592,Citadel,"Nov 9, 2012",Cinedigm,Horror,"$13,201","1,658"
593,Falling Away,"Mar 2, 2012",Indican Pictures,,"$13,157","1,652"
594,The Trouble With Bliss,"Mar 23, 2012",7A Productions,Comedy,"$13,093","1,644"
595,How Much Does Your Building…,"Jan 25, 2012",First Run Features,Drama,"$13,013","1,634"
596,California Solo,"Nov 30, 2012",Strand,Drama,"$12,952","1,627"
