Rank,Movie,Release,Distributor,Genre,2011 Gross,Tickets Sold
596,InSight,"Sep 2, 2011",Check Entertainme…,Thriller/Suspense,"$17,107","2,157"
597,Feed the Fish,"Apr 23, 2010",Strand,Romantic Comedy,"$17,085","2,154"
598,Mia and the Magoo,"Mar 25, 2011",GKIDS,Adventure,"$16,975","2,140"
599,Trespass,"Oct 14, 2011",Alchemy,Thriller/Suspense,"$16,816","2,120"
600,The Little Traitor,"Oct 16, 2009",Westchester Films,Drama,"$16,284","2,053"
601,The Last Ride,"Oct 21, 2011",,Drama,"$16,270","2,051"
602,London Boulevard,"Nov 11, 2011",IFC Films,Drama,"$16,075","2,027"
603,Tyrannosaur,"Nov 18, 2011",Strand,Drama,"$15,735","1,984"
604,Dumbstruck,"Apr 15, 2011",Truly Indie,Documentary,"$15,378","1,939"
605,The Tenant,"Apr 15, 2011",Indican Pictures,Thriller/Suspense,"$15,003","1,891"
606,Ong Bak 3,"Jan 14, 2011",Magnet Pictures,Action,"$14,890","1,877"
607,Strange Powers: Stephin Mer…,"Oct 27, 2010",Variance Films,Documentary,"$14,567","1,836"
608,Armadillo,"Apr 15, 2011",Lorber Films,Documentary,"$14,566","1,836"
609,The Chaperone,"Feb 18, 2011",Samuel Goldwyn Films,Comedy,"$14,400","1,815"
610,Peep World,"Mar 25, 2011",IFC Films,Comedy,"$14,351","1,810"
611,Guy and Madeline on a Park …,"Nov 5, 2010",Variance Films,Musical,"$14,284","1,801"
612,Saheb Biwi Aur Gangster,"Sep 30, 2011",UTV Communications,Action,"$14,231","1,794"
613,OKA!,"Oct 14, 2011",Dada Films,Adventure,"$14,083","1,775"
614,Sympathy for Delicious,"Apr 29, 2011",Maya Releasing,Comedy,"$13,826","1,743"
615,Every Man for Himself,"Nov 12, 2010",The Film Desk,Drama,"$13,804","1,740"
616,William S. Burroughs: A Man…,"Nov 17, 2010",Oscilloscope Pict…,Documentary,"$13,772","1,736"
617,Benda Bilili!,"Sep 30, 2011",National Geograph…,Documentary,"$13,420","1,692"
618,Beautiful Darling,"Apr 22, 2011",Corinth Films ,Documentary,"$13,400","1,689"
619,Charlotte Rampling: The Look,"Nov 4, 2011",Kino Lorber,Documentary,"$13,171","1,660"
620,Mesrine: Public Enemy No. 1,"Sep 3, 2010",Music Box Films,Drama,"$13,134","1,656"
621,Under the Boardwalk: The MO…,"Mar 4, 2011",Self Distributed,Documentary,"$13,080","1,649"
622,The Town,"Sep 17, 2010",Warner Bros.,Thriller/Suspense,"$13,027","1,643"
623,Bloodworth,"May 20, 2011",Samuel Goldwyn Films,Drama,"$12,971","1,635"
624,I'm Not Jesus Mommy,"May 6, 2011",FilmDemic,Thriller/Suspense,"$12,620","1,591"
625,Leap Year,"Jun 24, 2011",Strand,Drama,"$12,561","1,583"
626,Nenette,"Dec 22, 2010",Kino International,Documentary,"$12,559","1,583"
627,America the Beautiful II: T…,"Oct 12, 2011",,Documentary,"$12,366","1,559"
628,Rebrith,"Aug 31, 2011",Oscilloscope Pict…,Documentary,"$12,358","1,558"
629,Back Door Channels,"Sep 16, 2011",Fisher-Klingenste…,Documentary,"$12,139","1,530"
630,"If I Want to Whistle, I Whi…","Jan 5, 2011",Film Movement,Drama,"$12,135","1,530"
631,Elektra Luxx,"Mar 11, 2011",Samuel Goldwyn Films,Comedy,"$11,514","1,451"
632,Leaving,"Oct 1, 2010",IFC Films,Drama,"$10,977","1,384"
633,Sarah Palin: You Betcha!,"Sep 30, 2011",Freestyle Releasing,Documentary,"$10,935","1,378"
634,"Marriage, Italian Style (19…","Sep 23, 2011",Kino Classics,Comedy,"$10,600","1,336"
635,The Cremaster Cycle,"Apr 9, 2010",International Fil…,Drama,"$10,573","1,333"
636,Zero Bridge,"Feb 16, 2011",The Film Desk,Drama,"$10,357","1,306"
637,A Bird of the Air,"Sep 23, 2011",Paladin,Romantic Comedy,"$10,152","1,280"
638,Carlos,"Oct 15, 2010",IFC Films,Drama,"$10,000","1,261"
639,A Screaming Man,"Apr 13, 2011",Film Movement,Drama,"$9,862","1,243"
640,Cook County,"Dec 16, 2011",Hannover House,Drama,"$9,727","1,226"
641,Woman With the Five Elephants ,"Jul 20, 2011",Cinema Guild,Documentary,"$9,256","1,167"
642,Vito Bonacacci,"May 6, 2011",CAVU Releasing,Drama,"$9,217","1,162"
643,The Ledge,"Jul 8, 2011",IFC Films,Drama,"$9,216","1,162"
644,Another Happy Day,"Nov 18, 2011",Phase 4 Films,Drama,"$9,120","1,150"
645,Shanghai Red,"Jan 1, 2010",Indican Pictures,Thriller/Suspense,"$8,904","1,122"
646,Special Treatment,"Aug 26, 2011",First Run Features,Drama,"$8,856","1,116"
647,How I Ended This Summer,"Feb 4, 2011",Film Movement,Drama,"$8,733","1,101"
648,I'm Glad My Mother is Alive,"Sep 2, 2011",Strand,Drama,"$8,705","1,097"
649,Korkoro,"Mar 25, 2011",Lorber Films,Drama,"$8,242","1,039"
650,Wrecked ,"Apr 1, 2011",IFC Films,Thriller/Suspense,"$8,020","1,011"
651,The Heir Apparent: Largo Winch,"Nov 18, 2011",Music Box Films,Action,"$8,019","1,011"
652,Rid of Me,"Nov 18, 2011",Phase 4 Films,Black Comedy,"$8,015","1,010"
653,Certifiably Jonathan,"Feb 11, 2011",,Comedy,"$7,826",986
654,John Carpenter's The Ward,"Jul 8, 2011",Cinedigm,Horror,"$7,760",978
655,Inception,"Jul 16, 2010",Warner Bros.,Thriller/Suspense,"$7,344",926
656,Good Neighbors,"Jul 29, 2011",Magnolia Pictures,Thriller/Suspense,"$7,072",891
657,Boxing Gym,"Oct 22, 2010",Zipporah,Documentary,"$6,898",869
658,My Piece of the Pie,"Dec 9, 2011",IFC Films,Drama,"$6,850",864
659,Janie Jones,"Oct 28, 2011",TriBeca Films,Comedy,"$6,840",862
660,"Scheherazade, Tell Me a Story","Feb 25, 2011",ArtMattan Films,Drama,"$6,720",847
661,The Terkel in Trouble,"Mar 26, 2010",,Adventure,"$6,584",830
662,Monsieur Verdoux,"Apr 11, 1947",The Film Desk,Black Comedy,"$6,581",829
663,Addiction Incorporated,"Dec 14, 2011",Variance Films,Documentary,"$6,442",812
664,That's What I Am,"Apr 29, 2011",Samuel Goldwyn Films,Drama,"$6,400",807
665,I Melt with You,"Dec 9, 2011",Magnolia Pictures,Drama,"$6,361",802
666,Chillar Party,"Jul 8, 2011",UTV Communications,Comedy,"$6,330",798
667,Florent: Queen of the Meat …,"May 20, 2011",Self Distributed,Documentary,"$6,282",792
668,The Girlfriends,"Jun 18, 2010",The Film Desk,Drama,"$6,042",761
669,The Family Tree,"Aug 26, 2011",Entertainment One,Black Comedy,"$6,035",761
670,Saint Misbehavin': The Wavy…,"Dec 3, 2010",Argot Pictures,Documentary,"$6,006",757
671,Miss Minoes,"Dec 23, 2011",Music Box Films,Adventure,"$5,947",749
672,To the Sea,"Jul 14, 2010",Film Movement,Drama,"$5,905",744
673,The Imperialists Are Still …,"Apr 15, 2011",IFC Films,Drama,"$5,874",741
674,Rage,"Jan 28, 2011",Strand,Thriller/Suspense,"$5,594",705
675,Elevate,"Oct 21, 2011",Variance Films,Documentary,"$5,580",703
676,Aurora,"Jun 29, 2011",Cinema Guild,Drama,"$5,558",700
677,My Joy,"Sep 30, 2011",Kino Lorber,Drama,"$5,457",688
678,Sons of Perdition,"Feb 18, 2011",,Documentary,"$5,401",681
679,Genius Within: The Inner Li…,"Sep 10, 2010",Lorber Films,Documentary,"$5,386",679
680,The Worst Movie EVER!,"Aug 19, 2011",Hiltz Squared,Comedy,"$5,303",668
681,Tanner Hall,"Sep 9, 2011",Anchor Bay Entert…,Drama,"$5,073",639
682,Flypaper,"Aug 19, 2011",IFC Films,Comedy,"$5,043",636
683,Come Undone,"Dec 3, 2010",Film Movement,Drama,"$5,037",635
684,Burke & Hare,"Sep 9, 2011",IFC Films,Black Comedy,"$4,833",609
685,The Catechism Cataclysm,"Oct 19, 2011",IFC Midnight,Comedy,"$4,373",551
686,Fancypants,"Sep 30, 2011",Humble Pie Films,Comedy,"$4,227",533
687,Daylight,"Jul 15, 2011",Cinema Purgatorio,Thriller/Suspense,"$4,171",525
688,Caterpillar,"May 6, 2011",Lorber Films,Drama,"$4,157",524
689,To Die Like A Man,"Apr 8, 2011",Strand,Musical,"$4,029",508
690,Building Hope,"Jun 3, 2011",The Nobility Project,Documentary,"$4,000",504
691,Ranchero,"Jul 15, 2011",Indican Pictures,Drama,"$3,826",482
692,Zenith,"Oct 1, 2010",Cinema Purgatorio,Thriller/Suspense,"$3,801",479
693,The Harvest/La Cosecha,"Jul 29, 2011",Cinema Libre,Documentary,"$3,709",467
694,Passion Play,"May 6, 2011",Image Entertainment,Drama,"$3,669",462
695,Raymond Did It,"Feb 11, 2011",Plastic Age Produ…,Horror,"$3,632",458
696,Mississippi Mermaid,"Jan 15, 1999",MGM,Drama,"$3,244",409
697,The Sons of Tenessee Williams,"Oct 7, 2011",First Run Features,Documentary,"$3,242",408
698,Plastic Planet,"Jan 14, 2011",First Run Features,Documentary,"$3,164",398
699,Balls to the Wall,"Oct 21, 2011",Midwest Movies,Comedy,"$3,140",395
700,The Weird World of Blowfly,"Sep 16, 2011",Variance Films,Documentary,"$3,062",386
701,Corman's World: Exploits of…,"Dec 16, 2011",Anchor Bay Entert…,Documentary,"$3,050",384
702,Protektor,"Aug 5, 2011",Film Movement,Documentary,"$2,968",374
703,Prince of the Himalayas,"Dec 23, 2011",Kino Lorber,Drama,"$2,883",363
704,Red Hill,"Nov 5, 2010",Sony Pictures,Thriller/Suspense,"$2,863",361
705,Zokkomon,"Apr 22, 2011",Walt Disney,Adventure,"$2,815",354
706,Blood Ties,"Feb 11, 2011",Afterlight Pictures,Action,"$2,761",348
707,Raw Faith,"May 28, 2010",Alive Mind,Documentary,"$2,711",341
708,Restitution,"Oct 28, 2011",Monterey Media,Thriller/Suspense,"$2,664",335
709,United Red Army,"May 27, 2011",Lorber Films,Drama,"$2,659",335
710,The Red Chapel,"Dec 29, 2010",Lorber Films,Documentary,"$2,657",335
711,Brutal Beauty: Tales of the…,"Jan 8, 2010",Cinema Purgatorio,Documentary,"$2,647",333
712,Knuckle,"Dec 9, 2011",ARC Entertainment,Documentary,"$2,647",333
713,Main Street,"Sep 9, 2011",Magnolia Pictures,Drama,"$2,560",322
714,Flickan som lekte med elden,"Dec 25, 2009",,Thriller/Suspense,"$2,547",321
715,About Fifty,"Nov 11, 2011",Screen Media Films,Comedy,"$2,500",315
716,Sidewalls,"Oct 26, 2011",IFC Films,Drama,"$2,377",300
717,Fading of the Cries,"Jul 8, 2011",Eammon Films ,Multiple Genres,"$2,300",290
718,The Taqwacores,"Oct 22, 2010",Strand,Drama,"$2,098",264
719,Millénium - Le Film,"May 29, 2009",Alliance Atlantis,Thriller/Suspense,"$2,075",261
720,To Die is Hard,"Dec 17, 2010",Driving With Our …,Comedy,"$1,938",244
721,American Grindhouse,"Jun 18, 2010",Lorber Films,Documentary,"$1,931",243
722,"Love, Wedding, Marriage","Jun 3, 2011",IFC Films,Comedy,"$1,926",243
723,Around a Small Mountain,"Jul 9, 2010",Cinema Guild,Comedy,"$1,839",231
724,Now & Later,"Feb 18, 2011",Cinema Libre,Drama,"$1,808",227
725,Chalet Girl,"Oct 14, 2011",IFC Films,Romantic Comedy,"$1,710",216
726,They’re Out of Business,"Apr 11, 2011",IFC Films,Comedy,"$1,655",209
727,Small Change,"Nov 24, 2009",New World,Comedy,"$1,650",208
728,Violet Tendencies,"Nov 5, 2010",Embrem Entertainment,Comedy,"$1,441",181
729,Little Girl,"Sep 1, 2011",First Run Features,Drama,"$1,350",170
730,An Invisible Sign,"May 6, 2011",IFC Films,Drama,"$1,279",161
731,Henri-Georges Clouzot's Inf…,"Jul 16, 2010",,Documentary,"$1,161",146
732,Angels Crest,"Dec 30, 2011",Magnolia Pictures,Drama,$832,104
733,Illegal,"Mar 25, 2011",Film Movement,Drama,$651,82
734,Rosencrantz and Guildenstei…,"Jun 4, 2010",Indican Pictures,Comedy,$444,55
735,Promised Lands,"Dec 31, 1974",The Film Desk,,$397,50
