Movie,Release,id_genre,id_distributor,Gross
"I Love You, Phillip Morris",2010-12-03,gen4,dist38,2037459.0
Lourdes,2010-02-17,gen3,dist454,1891305.0
Harry Brown,2010-04-30,gen5,dist381,1818681.0
Stone,2010-10-08,gen3,dist50,1810078.0
Somewhere,2010-12-22,gen3,dist13,1785645.0
Flipped,2010-08-06,gen7,dist2,1755212.0
Coco Chanel and Igor Stravinsky,2010-06-11,gen3,,1725982.0
Kites,2010-05-21,gen5,dist121,1643867.5
Cairo Time,2010-08-06,gen3,dist31,1603616.0
The Joneses,2010-04-23,gen2,dist2,23587866.333333332
Nowhere Boy,2010-10-08,gen3,dist14,1445366.0
Restrepo,2010-06-25,gen10,,1330894.0
Dabangg,2010-09-10,gen3,dist32,2960582.5
Micmacs,2010-05-28,gen4,,1259693.0
Housefull,2010-04-30,gen7,dist32,1183658.0
Golmaal 3,2010-11-05,gen4,dist32,1132192.0
Mother and Child,2010-05-07,gen3,,1110509.0
Made in Dagenham,2010-11-19,gen3,,1095369.0
The Perfect Game,2010-04-16,gen3,dist281,1089445.0
Tees Maar Khan,2010-12-22,gen4,dist35,1076266.0
La Mission,2010-04-09,gen3,dist159,1062941.0
Buried,2010-09-24,gen5,dist7,1044143.0
Animal Kingdom,2010-08-13,gen3,,1044039.0
Guzaarish,2010-11-19,gen3,dist35,1026589.0
2010 Oscar Shorts,2010-02-19,gen13,dist321,1018169.0
Le Concert,2010-07-30,gen3,dist14,926009.0
