Movie,Release,id_genre,id_distributor,Gross
The X-Files: I Want to Believe,2008-07-25,gen2,dist5,20982478.0
Mad Money,2008-01-18,gen4,dist50,20668843.0
Appaloosa,2008-09-19,gen11,dist2,20209930.333333332
The Spirit,2008-12-25,gen2,dist7,19798085.0
Igor,2008-09-19,gen1,dist9,19528602.0
My Best Friend's Girl,2008-09-19,gen7,dist7,19219250.0
Frost/Nixon,2008-12-05,gen3,dist3,18622031.0
Kit Kittredge: An American Girl,2008-07-02,gen3,dist54,17657973.0
The Ruins,2008-04-04,gen6,dist6,17432844.0
88 Minutes,2008-04-18,gen5,dist4,16930884.0
Swing Vote,2008-08-01,gen4,dist1,16289867.0
Pride and Glory,2008-10-24,gen3,dist2,15740721.0
Bangkok Dangerous,2008-09-05,gen2,dist7,15291982.0
Last Chance Harvey,2008-12-25,gen3,dist50,14889042.0
Fly Me To the Moon,2008-08-15,gen1,dist20,14180462.5
Disaster Movie,2008-08-29,gen4,dist7,14190901.0
The Duchess,2008-11-14,gen4,dist550,13848978.0
The Haunting of Molly Hartley,2008-10-31,gen6,dist67,13442412.0
Ghost Town,2008-09-19,gen7,dist6,13367624.0
Religulous,2008-10-03,gen10,dist7,13011160.0
U2 3D,2008-02-15,,,12898847.0
Rachel Getting Married,2008-10-03,gen3,,12796861.0
Miss Pettigrew Lives for a Day,2008-03-07,gen7,dist13,12313694.0
Soul Men,2008-11-07,gen4,dist9,12082391.0
Meet Dave,2008-07-11,gen1,dist5,11803254.0
The Longshots,2008-08-22,gen4,dist9,11511323.0
Be Kind Rewind,2008-02-22,gen4,dist8,11175164.0
Doomsday,2008-03-14,gen2,dist3,10990988.333333334
Stop-Loss,2008-03-28,gen3,dist6,10915744.0
Penelope,2008-02-29,gen7,dist20,10011996.0
The Express,2004-11-10,gen1,dist2,9793406.0
Smart People,2008-04-11,gen7,dist12,9511289.0
The Visitor,2008-04-11,gen4,dist50,9427026.0
The Boy in the Striped Pyjamas,2008-11-07,gen3,dist12,9046156.0
Sex Drive,2008-10-17,gen4,dist20,8402485.0
Cadillac Records,2008-12-05,gen3,dist4,8195551.0
Punisher: War Zone,2008-12-05,gen2,dist7,7999568.0
Miracle at St. Anna,2008-09-26,gen3,dist1,7916887.0
City of Ember,2008-02-29,gen3,dist12,7873007.0
In Bruges,2008-02-08,gen9,dist13,7800824.5
Expelled: No Intelligence Allowed,2008-04-18,gen10,,7720487.0
Dolphins and Whales Tribes of the Ocean 3D,2008-02-15,gen10,dist1361,7714996.0
Over Her Dead Body,2008-02-01,gen7,dist8,7566898.5
Nothing Like the Holidays,2008-12-12,gen4,dist50,7503736.0
How She Move,2008-01-25,gen3,dist40,7070641.0
An American Carol,2008-10-03,gen4,,7013191.0
Strange Wilderness,2008-02-01,gen4,dist40,6575282.0
Brideshead Revisited,2008-07-25,gen3,dist12,6432256.0
The Rocker,2008-08-20,gen4,dist5,6409528.0
"Run, Fatboy, Run",2008-03-28,gen4,dist54,6003262.0
Mongol,2008-06-06,gen3,dist54,5705761.0
RocknRolla,2008-10-31,gen2,dist2,5698551.0
Shine a Light,2008-04-04,gen10,dist40,5505267.0
Hamlet 2,2008-08-22,gen4,dist13,4886216.0
College,2008-08-29,gen4,dist9,4694491.0
Deception,2008-04-25,gen5,dist5,4598506.0
Passchendaele,2008-10-24,gen3,dist174,4452423.0
Flash of Genius,2008-10-03,gen3,dist3,4442377.0
Witless Protection,2008-02-22,gen4,dist7,4151836.0
Bottle Shock,2008-08-06,gen3,dist67,4078607.0
Young @ Heart,2008-04-09,gen10,dist15,3992189.0
Charlie Bartlett,2008-02-22,gen4,dist9,3950294.0
Then She Found Me,2008-04-25,gen7,dist113,3735717.0
Elegy,2008-08-08,gen3,dist381,3577210.0
Happy-Go-Lucky,2008-10-10,gen4,dist12,3512016.0
Jodhaa Akbar,2008-02-14,gen3,dist35,3442021.6666666665
"Synecdoche, New York",2008-10-24,gen3,,3083538.0
Blindness,2008-10-03,gen5,dist12,3212571.5
Man on Wire,2008-07-25,gen10,dist33,2962242.0
Choke,2008-09-26,gen4,dist15,2926565.0
How to Lose Friends & Alienate People,2008-10-03,gen4,dist9,2777172.5
Singh is Kinng,2008-08-08,gen2,dist141,2341443.5
Frozen River,2008-08-01,gen3,,2511476.0
Ghajini,2008-12-25,gen5,dist135,2430629.6666666665
Redbelt,2008-05-02,gen2,,2344847.0
Waltz with Bashir,2008-12-25,gen10,,2283849.0
The Fall,2008-05-09,gen3,dist38,2280348.0
Transsiberian,2008-07-18,gen5,dist148,2203641.0
