Movie,Release,id_genre,id_distributor,Gross
Avatar,2009-12-18,gen2,dist5,765165137.6666666
Transformers: Revenge of the Fallen,2009-06-24,gen2,dist6,402111870.0
Harry Potter and the Half-Blood Prince,2009-07-15,gen1,dist2,302002557.3333333
The Twilight Saga: New Moon,2009-11-20,gen3,dist20,296623634.0
Up,2009-05-29,gen1,dist1,293004164.0
The Hangover,2009-06-05,gen4,dist2,277322503.0
Star Trek,2009-05-08,gen1,dist6,257730019.0
The Blind Side,2009-11-20,gen3,dist2,255959475.0
Alvin and the Chipmunks: The Squeakquel,2009-12-23,gen1,dist5,219614612.0
Sherlock Holmes,2009-12-25,gen1,dist2,209028679.0
Monsters vs. Aliens,2009-03-27,gen1,dist6,198351526.0
Ice Age: Dawn of the Dinosaurs,2009-07-01,gen1,dist5,196573705.0
X-Men Origins: Wolverine,2009-05-01,gen2,dist5,179883157.0
2012,2009-11-13,gen2,dist4,166112167.0
The Proposal,2009-06-19,gen7,dist1,163958031.0
Fast & Furious,2009-04-03,gen2,dist3,155064265.0
G.I. Joe: The Rise of Cobra,2009-08-07,gen2,dist6,150890171.66666666
Paul Blart: Mall Cop,2009-01-16,gen1,dist4,104497161.66666667
Taken,2009-01-30,gen5,dist5,145000989.0
Disney’s A Christmas Carol,2009-11-06,gen3,dist1,137855863.0
Angels & Demons,2009-05-15,gen5,dist4,133375846.0
Terminator Salvation,2009-05-21,gen2,dist2,125322469.0
Cloudy with a Chance of Meatballs,2009-09-18,gen1,dist4,124870275.0
Inglourious Basterds,2009-08-21,gen2,dist14,120657656.5
G-Force,2009-07-24,gen1,dist1,119436770.0
District 9,2009-08-14,gen5,dist4,115646235.0
It’s Complicated,2009-12-25,gen7,dist3,112735375.0
Couples Retreat,2009-10-09,gen4,dist3,109205302.5
Paranormal Activity,2009-09-25,gen6,dist6,107918810.0
Watchmen,2009-03-06,gen2,dist2,107509799.0
The Princess and the Frog,2009-12-11,gen1,dist1,104400899.0
Public Enemies,2009-07-01,gen3,dist3,97104620.0
Julie & Julia,2009-08-07,gen4,dist4,94125426.0
He's Just Not That Into You,2009-02-06,gen7,dist2,93953653.0
Madea Goes To Jail,2009-02-20,gen4,dist7,90508336.0
The Ugly Truth,2009-07-24,gen7,dist4,88915214.0
Up in the Air,2009-12-04,gen3,dist6,83823381.0
Knowing,2009-03-20,gen5,dist20,79957634.0
Hannah Montana: The Movie,2009-04-10,gen3,dist1,79576189.0
Where the Wild Things Are,2009-10-16,gen1,dist2,77233467.0
Zombieland,2009-10-02,gen4,dist4,75590286.0
Coraline,2009-02-06,gen1,dist13,75286229.0
Law Abiding Citizen,2009-10-16,gen5,dist50,73352955.66666667
Hotel for Dogs,2009-01-16,gen1,dist6,73106503.5
Michael Jackson's This Is It,2009-10-28,gen10,dist4,72091016.0
"I Love You, Man",2009-03-20,gen4,dist6,71726510.5
Obsessed,2009-04-24,gen5,dist4,68261644.0
Race to Witch Mountain,2009-03-13,gen1,dist1,67172594.33333333
The Final Destination,2009-08-28,gen6,dist2,66477700.0
The Taking of Pelham 123,2009-06-12,gen2,dist4,65452312.0
Friday the 13th,2009-02-13,gen6,dist2,65002019.0
17 Again,2009-04-17,gen4,dist2,64167069.0
The Time Traveler’s Wife,2009-08-14,gen3,dist2,63414846.0
Brüno,2009-07-10,gen4,dist3,60054530.0
Bride Wars,2009-01-09,gen4,dist5,58715510.0
The Haunting in Connecticut,2009-03-27,gen6,dist7,55389516.0
Ghosts of Girlfriends Past,2009-05-01,gen7,dist2,55250026.0
Funny People,2009-07-31,gen4,dist3,51855045.0
I Can Do Bad All By Myself,2009-09-11,gen4,dist7,51733921.0
My Bloody Valentine,2009-01-16,gen6,dist7,51545952.0
Old Dogs,2009-11-25,gen4,dist1,49492060.0
Land of the Lost,2009-06-05,gen4,dist3,49438370.0
My Sister’s Keeper,2009-06-26,gen3,dist2,49200230.0
Underworld 3: Rise of the Lycans,2009-01-23,gen2,dist4,45802315.0
Confessions of a Shopaholic,2009-02-13,gen7,dist1,44277350.0
The Lovely Bones,2009-12-11,gen3,dist6,44114232.0
Year One,2009-06-19,gen4,dist4,43337279.0
The Unborn,2009-01-09,gen6,dist3,42670410.0
Planet 51,2009-11-20,gen1,dist4,42194060.0
Drag Me To Hell,2009-05-29,gen6,dist3,42100625.0
Orphan,2009-07-24,gen3,dist2,41596251.0
Duplicity,2009-03-20,gen4,dist3,40572825.0
Crazy Heart,2009-12-16,gen3,dist15,39468024.0
Surrogates,2009-09-25,gen2,dist1,38577772.0
Ninja Assassin,2009-11-25,gen2,dist2,38116947.666666664
Invictus,2009-12-11,gen3,dist2,37491364.0
State of Play,2009-04-17,gen5,dist3,37017955.0
Under the Sea 3D,2009-02-13,gen10,dist2,36573263.5
Notorious,2009-01-16,gen3,dist15,36843682.0
The Pink Panther 2,2009-02-06,gen1,dist4,35922978.0
All About Steve,2009-09-04,gen7,dist5,33862903.0
Halloween 2,2009-08-28,gen6,dist49,33392973.0
The Informant!,2009-09-18,gen4,dist2,33316821.0
The Last House on the Left,2009-03-13,gen6,dist3,32752215.0
The Men Who Stare at Goats,2009-11-06,gen9,dist50,32428195.0
(500) Days of Summer,2009-08-07,gen7,dist15,32391374.0
Earth,2009-04-22,gen10,dist1,32011576.0
The Soloist,2009-04-24,gen3,dist6,31786871.0
Push,2009-02-06,gen5,dist20,31809718.0
9,2009-09-09,gen1,dist13,31747706.666666668
Toy Story 3D Double Feature,2009-10-02,gen1,dist1,
Did You Hear About the Morgans?,2009-12-18,gen7,dist4,29580087.0
The Stepfather,2009-10-16,gen5,dist4,29062561.0
Defiance,2009-01-16,gen3,dist40,28644813.0
The Uninvited,2009-01-30,gen6,dist6,28596818.0
Brothers,2009-12-04,gen3,dist7,28544157.0
Saw VI,2009-10-23,gen6,dist7,27693292.0
The Fourth Kind,2009-11-06,gen5,dist3,25852105.0
Dance Flick,2009-05-22,gen4,dist6,25690655.0
The International,2009-02-13,gen5,dist4,25450527.0
Aliens in the Attic,2009-07-31,gen1,dist5,25200412.0
Observe and Report,2009-04-10,gen9,dist2,24007324.0
Fighting,2009-04-24,gen2,dist3,23072780.0
Love Happens,2009-09-18,gen3,dist3,22965110.0
Fame,2009-09-25,gen8,dist9,22455510.0
Fantastic Mr. Fox,2009-11-13,gen1,dist5,21002919.0
