Movie,Release,id_genre,id_distributor,Gross
The Hunger Games: Catching Fire,2013-11-22,gen1,dist7,424668047.0
Iron Man 3,2013-05-03,gen2,dist1,409008563.5
Frozen,2013-11-27,gen8,dist1,400845509.0
Despicable Me 2,2013-07-03,gen1,dist3,368065385.0
Man of Steel,2013-06-14,gen2,dist2,291045518.0
Gravity,2013-10-04,gen5,dist2,274092705.0
Monsters University,2013-06-21,gen1,dist1,268490546.5
The Hobbit: The Desolation of Smaug,2013-12-13,gen1,dist2,258304188.5
Fast and Furious 6,2013-05-24,gen2,dist3,238679850.0
Oz the Great and Powerful,2013-03-08,gen1,dist1,234841410.5
Star Trek Into Darkness,2013-05-16,gen1,dist6,228778661.0
Thor: The Dark World,2013-11-08,gen2,dist1,206362140.0
World War Z,2013-06-21,gen2,dist6,202475377.66666666
The Croods,2013-03-22,gen1,dist5,187168425.0
The Heat,2012-10-19,gen10,dist31,26626034.333333332
We’re the Millers,2013-08-07,gen4,dist2,150394119.0
American Hustle,2013-12-13,gen9,dist4,150108131.5
The Great Gatsby,2013-11-15,gen3,dist151,73846409.5
The Conjuring,2013-07-19,gen6,dist2,137400141.0
Identity Thief,2013-02-08,gen4,dist3,134506920.0
Grown Ups 2,2013-07-12,gen4,dist4,133668525.0
The Wolverine,2013-07-26,gen2,dist5,132556852.0
Anchorman 2: The Legend Continues,2013-12-18,gen4,dist6,126290772.0
Lone Survivor,2013-12-25,gen2,dist3,125095601.0
G.I. Joe: Retaliation,2013-03-27,gen2,dist6,122523060.0
Cloudy with a Chance of Meatballs 2,2013-09-27,gen1,dist4,119793567.0
Now You See Me,2013-05-31,gen5,dist7,117723989.0
The Wolf of Wall Street,2013-12-25,gen9,dist6,116924938.5
Lee Daniels' The Butler,2013-08-16,gen3,dist14,116632095.0
The Hangover 3,2013-05-23,gen4,dist2,112200072.0
Epic,2013-05-24,gen1,dist5,107518682.0
Captain Phillips,2013-10-11,gen3,dist4,107112709.0
Jackass Presents: Bad Grandpa,2013-10-25,gen4,dist6,102003019.0
Pacific Rim,2013-07-12,gen2,dist2,101802906.0
This is the End,2013-06-12,gen4,dist4,101470202.0
Olympus Has Fallen,2013-03-22,gen5,dist45,98926290.66666667
42,2013-04-12,gen3,dist2,95020213.0
Elysium,2013-08-09,gen2,dist4,93050117.0
Disney Planes,2013-08-09,gen1,dist1,90282580.0
The Lone Ranger,2013-07-02,gen11,dist1,89302115.0
Oblivion,2013-04-19,gen5,dist3,89078735.0
Insidious Chapter 2,2013-09-13,gen6,dist45,83586447.0
Saving Mr. Banks,2013-12-20,gen3,dist1,83300670.5
Turbo,2013-07-17,gen1,dist5,83028129.0
2 Guns,2013-08-02,gen2,dist3,75612460.0
White House Down,2013-06-28,gen5,dist4,73103784.0
Mama,2013-01-18,gen6,dist3,71628180.0
Safe Haven,2013-02-14,gen3,dist25,71374120.0
The Smurfs 2,2013-07-31,gen1,dist4,71017784.0
The Best Man Holiday,2013-11-15,gen4,dist3,70525195.0
Percy Jackson: Sea of Monsters,2013-08-07,gen1,dist5,68559554.0
A Good Day to Die Hard,2013-02-14,gen2,dist5,67349198.0
Warm Bodies,2013-02-01,gen7,dist7,66380662.0
Jack the Giant Slayer,2013-03-01,gen1,dist2,65187603.0
The Purge,2013-06-07,gen5,dist88,64473115.0
Last Vegas,2013-11-01,gen4,dist43,63914167.0
Ender's Game,2013-11-01,gen1,dist7,61737191.0
Prisoners,2013-09-20,gen5,dist2,61002302.0
After Earth,2013-05-31,gen2,dist4,60522097.0
The Secret Life of Walter Mitty,2013-12-25,gen1,dist5,58236838.0
Escape From Planet Earth,2013-02-15,gen1,dist14,57012977.0
12 Years a Slave,2013-10-18,gen3,dist15,56671993.0
Free Birds,2013-11-01,gen1,dist25,55750480.0
Hansel & Gretel: Witch Hunters,2013-01-25,gen2,dist6,55703475.0
Evil Dead,2013-04-05,gen6,dist4,54239856.0
RED 2,2013-07-19,gen2,dist7,53262560.0
Tyler Perry's A Madea Christmas,2013-12-13,gen4,dist7,52543354.0
Tyler Perry’s Temptation,2013-03-29,gen3,dist7,51975354.0
The Call,2013-05-31,gen3,dist62,51872378.0
Pain & Gain,2013-04-26,gen2,dist6,49875291.0
Gangster Squad,2013-01-11,gen2,dist2,46000903.0
The Internship,2013-06-07,gen4,dist5,44672764.0
Snitch,2013-02-22,gen5,dist7,42930462.0
Riddick,2013-09-06,gen2,dist3,42025135.0
A Haunted House,2013-01-11,gen4,dist29,40041683.0
47 Ronin,2013-12-25,gen2,dist3,38362475.0
August: Osage County,2013-12-25,gen9,dist14,37738810.0
Philomena,2013-11-22,gen3,dist14,37709979.0
The Family,2013-09-13,gen9,dist25,36918811.0
