Movie,Release,id_genre,id_distributor,Gross
Shrek 2,2004-05-19,gen1,dist11,441226247.0
Spider-Man 2,2004-06-30,gen1,dist4,373565378.3333333
The Passion of the Christ,2004-02-25,gen3,dist39,370528767.0
Meet the Fockers,2004-12-22,gen4,dist3,279214367.5
The Incredibles,2004-11-05,gen1,dist1,261441092.0
Harry Potter and the Prisoner of Azkaban,2004-06-04,gen1,dist2,249649397.5
The Polar Express,2004-11-10,gen1,dist2,175409106.5
The Day After Tomorrow,2004-05-28,gen1,dist5,186740799.0
The Bourne Supremacy,2004-07-23,gen5,dist3,176190444.0
National Treasure,2004-11-19,gen1,dist1,173007596.66666666
Shark Tale,2004-10-01,gen1,dist11,161136954.0
"I, Robot",2004-07-16,gen2,dist5,144801023.0
Troy,2004-05-14,gen2,dist2,133338416.5
Ocean's Twelve,2004-12-10,gen1,dist2,125537957.0
50 First Dates,2004-02-13,gen7,dist4,120842453.0
Van Helsing,2004-05-07,gen2,dist3,120168238.0
Fahrenheit 9/11,2004-06-23,gen10,dist7,119154644.0
Dodgeball: A True Underdog Story,2004-06-18,gen4,dist5,114326736.0
The Village,2004-07-30,gen5,dist1,114197520.0
The Grudge,2004-10-22,gen6,dist4,110359362.0
The Aviator,2004-12-17,gen3,dist12,102609578.5
Million Dollar Baby,2004-12-15,gen3,dist2,100492203.0
Collateral,2004-08-06,gen2,dist11,100727186.0
The Princess Diaries 2: Royal Engagement,2004-08-11,gen7,dist1,95159958.0
Starsky & Hutch,2004-03-05,gen4,dist2,88218989.5
Along Came Polly,2004-01-16,gen7,dist3,88085335.5
Mean Girls,2004-04-30,gen4,dist6,86052641.0
SpongeBob SquarePants: The Movie,2004-11-19,gen1,dist6,85417988.0
Scooby-Doo 2: Monsters Unleashed,2004-03-26,gen1,dist2,84201110.0
Anchorman: The Legend of Ron Burgundy,2004-07-09,gen4,dist11,84712606.0
The Notebook,2004-06-25,gen3,dist8,81001787.0
AVP: Alien Vs. Predator,2004-08-13,gen2,dist5,80282231.0
Man on Fire,2004-04-23,gen5,dist5,77910121.33333333
The Terminal,2004-06-18,gen3,dist11,77473421.0
Garfield: The Movie,2004-06-11,gen1,dist5,75367693.0
Ray,2004-10-29,gen3,dist3,75318797.5
Ladder 49,2004-10-01,gen5,dist1,74541707.0
Christmas with the Kranks,2004-11-24,gen4,dist4,73741220.5
Sideways,2004-10-22,gen3,dist15,71502948.0
White Chicks,2004-06-23,gen4,dist4,69990378.5
Hidalgo,2004-03-05,gen11,dist1,67292304.0
The Forgotten,2004-09-24,gen5,dist4,66922700.5
Kill Bill: Volume 2,2003-10-10,gen2,dist12,66208051.5
The Manchurian Candidate,2004-07-30,gen5,dist6,65952170.5
Barbershop 2: Back in Business,2004-02-06,gen4,dist9,65090844.5
Miracle,2004-02-06,gen3,dist1,64378093.0
Friday Night Lights,2004-10-08,gen3,dist3,61255921.0
Hellboy,2004-04-02,gen2,dist4,59623958.0
The Stepford Wives,2004-06-11,gen9,dist6,59480182.5
Dawn of the Dead,2004-09-24,gen4,dist68,13542874.0
Without a Paddle,2004-08-20,gen4,dist6,58162881.0
The Butterfly Effect,2004-01-23,gen5,dist8,57931686.0
Shall We Dance?,2004-10-15,gen7,dist12,57889171.0
The Chronicles of Riddick,2004-06-11,gen1,dist3,57744925.0
13 Going On 30,2004-04-23,gen7,dist4,57185735.0
Saw,2004-10-29,gen6,dist7,55576886.0
Jet Li's Hero,2004-08-27,gen2,dist12,53652140.0
Blade: Trinity,2004-12-08,gen2,dist8,52407067.0
King Arthur,2004-07-07,gen1,dist1,51880817.0
Finding Neverland,2004-11-12,gen3,dist12,51678609.5
A Cinderella Story,2004-07-16,gen7,dist2,51438175.0
The Phantom of the Opera,2004-12-22,gen8,dist2,51247305.5
Resident Evil: Apocalypse,2004-09-10,gen6,dist4,51047661.333333336
Home on the Range,2004-04-02,gen1,dist1,50028407.0
Fat Albert,2004-12-25,gen4,dist5,48115439.0
