Movie,Release,id_genre,id_distributor,Gross
View from the Top,2003-03-21,gen4,dist12,15614000.0
My Boss's Daughter,2003-08-22,gen7,dist27,15550153.5
A Guy Thing,2003-01-17,gen7,dist9,15544646.5
In America,2003-11-26,gen3,dist15,15539656.0
Wrong Turn,2003-05-30,gen6,dist5,15418280.5
Alex & Emma,2003-06-20,gen7,dist2,14213541.0
How to Deal,2003-07-18,gen3,dist8,14151872.5
House of Sand and Fog,2003-12-19,gen3,dist11,13022886.5
Gods and Generals,2003-02-21,gen3,dist2,12882934.0
"House of 1,000 Corpses",2003-04-11,gen6,dist7,12634962.0
Confidence,2003-04-25,gen3,dist7,12232028.5
Winged Migration,2003-04-18,gen10,,11689053.0
Girl with a Pearl Earring,2003-12-12,gen3,dist7,11652666.5
House of the Dead,2003-10-10,gen6,dist48,10232930.666666666
Swimming Pool,2003-07-04,gen5,dist13,10130108.0
La Grande Seduction,2003-07-11,gen4,dist248,9832874.0
Duplex,2003-09-26,gen9,dist12,9672067.5
Mambo Italiano,2003-06-06,gen4,,9282750.0
Dark Blue,2003-02-21,gen5,dist9,9243885.5
Le Divorce,2003-08-08,gen4,dist15,9081057.0
Boat Trip,2003-03-21,gen4,dist48,8586376.0
The Cooler,2003-12-19,gen3,dist7,31161684.0
Dirty Pretty Things,2003-07-18,gen3,dist12,8112414.0
Tupac Resurrection,2003-11-14,gen10,dist6,7718961.0
The Order,2003-09-05,gen6,dist5,7659747.0
To Be and To Have,2003-09-17,gen10,dist177,7610471.0
It Runs in the Family,2003-04-25,gen4,dist9,7375836.0
Les Triplettes de Belleville,2003-11-26,gen8,dist4,7007149.0
Willard,2003-03-14,gen6,dist8,6882696.0
Young Black Stallion,2003-12-25,gen1,dist1,6751389.0
Nowhere in Africa,2003-03-07,gen3,dist158,6173485.0
Chasing Papi,2003-04-16,gen4,dist5,6128143.0
Gigli,2003-08-01,gen7,dist4,6087542.0
American Splendor,2003-08-15,gen3,dist59,6003587.0
The Station Agent,2003-10-03,gen3,dist12,5801558.0
Luther,2003-09-26,gen3,dist1626,5786207.0
Spellbound,2003-04-30,gen10,dist113,5728581.0
The Human Stain,2003-10-31,gen3,dist12,5381567.5
Grind,2003-08-15,gen1,dist2,5111630.0
From Justin to Kelly,2003-06-20,gen8,dist5,4922166.0
The Magdalene Sisters,2003-08-01,gen3,dist12,4890878.0
In the Cut,2003-10-31,gen5,dist4,4734028.5
Thirteen,2003-08-20,gen3,dist15,4601043.0
Beyond Borders,2003-10-24,gen3,dist6,4428199.0
The Fog of War,2003-12-19,gen10,,4198566.0
The Gospel of John,2003-09-26,gen3,dist113,4068087.0
L'auberge espagnole,2003-05-16,gen7,dist15,3895664.0
The Real Cancun,2003-04-25,gen10,dist8,3816594.0
Better Luck Tomorrow,2003-04-11,gen3,dist6,3802390.0
The Secret Lives of Dentists,2003-08-01,gen3,,3707201.0
Step Into Liquid,2003-08-08,gen10,dist48,3681803.0
Laurel Canyon,2003-03-07,gen3,,3663356.0
The Good Thief,2003-04-02,gen3,dist15,3517797.0
Anything Else,2003-09-19,gen7,dist11,3207677.0
Capturing the Friedmans,2003-05-30,gen10,dist33,3117985.0
The Guru,2003-01-31,gen4,dist3,3051221.0
My Architect,2003-11-14,gen10,dist177,2822522.0
Pieces of April,2003-10-17,gen4,dist9,2528664.0
The Dancer Upstairs,2003-05-02,gen3,dist15,2374732.0
The Company,2003-12-25,gen3,dist4,2281585.0
DysFunkTional Family,2003-04-04,gen10,dist12,2255000.0
Shattered Glass,2003-10-31,gen3,dist7,2207975.0
Raising Victor Vargas,2003-03-28,gen3,dist381,2073984.0
Sur Le Seuil,2003-10-03,gen3,dist174,2013260.5
Nez Rouge,2003-11-28,gen7,dist354,2004814.0
Kal Ho Naa Ho,2003-11-26,gen3,dist44,1974200.0
The Legend of Johnny Lingo,2003-08-29,gen1,,1673997.0
Marci X,2003-08-22,gen4,dist6,1646664.0
Spider,2003-02-28,gen3,,1641788.0
Camp,2003-07-25,gen4,dist31,1629862.0
Veronica Guerin,2003-10-17,gen3,dist1,1570711.0
Northfork,2003-07-11,gen3,dist40,1420578.0
Sylvia,2003-10-17,gen3,dist13,1302242.0
Elephant,2003-10-24,gen3,dist59,1266955.0
Bubba Ho-Tep,2003-09-19,gen4,dist160,1239183.0
Main Prem Ki Diwani Hoon,2003-06-27,gen3,dist44,1225908.0
I Capture the Castle,2003-07-11,gen7,dist381,1174139.0
