Movie,Release,id_genre,id_distributor,Gross
Pirates of the Caribbean: Dead Man’s Chest,2006-07-07,gen1,dist1,423315812.0
Night at the Museum,2006-12-22,gen1,dist5,250863268.0
Cars,2006-06-09,gen1,dist1,244082982.0
X-Men: The Last Stand,2006-05-26,gen2,dist5,234362462.0
The Da Vinci Code,2006-05-19,gen5,dist4,217536138.0
Superman Returns,2006-06-28,gen1,dist2,200094128.0
Happy Feet,2006-11-17,gen1,dist2,198000317.0
Ice Age: The Meltdown,2006-03-31,gen1,dist5,195330621.0
Casino Royale,2006-11-17,gen2,dist4,167418973.33333334
The Pursuit of Happyness,2006-12-15,gen3,dist4,163076247.5
Over the Hedge,2006-05-19,gen1,dist6,155019340.0
Talladega Nights: The Ballad of Ricky Bobby,2006-08-04,gen4,dist4,148213377.0
Click,2006-06-23,gen4,dist4,137355633.0
Mission: Impossible III,2006-05-05,gen2,dist6,133853650.0
The Departed,2006-10-06,gen3,dist2,132384315.0
Borat,2006-11-03,gen4,dist5,128505958.0
The Devil Wears Prada,2006-06-30,gen4,dist5,124740460.0
The Break-Up,2006-06-02,gen7,dist3,118703275.0
Dreamgirls,2006-12-25,gen8,dist6,103365956.0
Scary Movie 4,2006-04-14,gen4,dist49,90710620.0
Failure to Launch,2006-03-10,gen7,dist6,88715192.0
Inside Man,2006-03-24,gen5,dist3,88573866.0
Open Season,2005-11-11,gen3,dist15,85105259.0
The Santa Clause 3: The Escape Clause,2006-11-03,gen1,dist1,84500122.0
Charlotte's Web,2006-12-15,gen3,dist6,82985708.0
The Pink Panther,2006-02-10,gen1,dist4,82226474.0
Eight Below,2006-02-17,gen1,dist1,81612565.0
Saw III,2005-10-28,gen6,dist7,80238724.0
Nacho Libre,2006-06-16,gen4,dist6,80197993.0
"You, Me and Dupree",2006-07-14,gen4,dist3,75715060.0
Eragon,2006-12-15,gen1,dist5,75030163.0
Monster House,2006-07-21,gen1,dist4,73661010.0
Barnyard: The Original Party Animals,2006-08-04,gen1,dist6,72779000.0
Jackass: Number Two,2006-09-22,gen10,dist6,72778712.0
R.V.,2006-04-28,gen1,dist4,71725261.0
V for Vendetta,2006-03-17,gen2,dist2,70511035.0
World Trade Center,2006-08-09,gen3,dist6,70278893.0
Rocky Balboa,2006-12-20,gen3,dist9,70270595.0
Big Momma's House 2,2006-01-27,gen4,dist5,70165972.0
Step Up,2006-08-11,gen3,dist1,65328121.0
Flushed Away,2006-11-03,gen1,dist6,64665672.0
Déjà Vu,2006-11-22,gen5,dist1,64038616.0
Deep Sea 3D,2006-03-03,gen10,dist2,55135130.0
Miami Vice,2006-07-28,gen2,dist3,63459926.0
The Holiday,2006-12-08,gen7,dist4,63252424.5
