Movie,Release,id_genre,id_distributor,Gross
The Avengers,2012-05-04,gen2,dist1,623331789.0
The Dark Knight Rises,2012-07-20,gen2,dist2,448139099.0
The Hunger Games,2012-03-23,gen5,dist7,408010692.0
Skyfall,2012-11-09,gen2,dist4,304360277.0
The Hobbit: An Unexpected Journey,2012-12-14,gen1,dist2,303003568.0
"The Twilight Saga: Breaking Dawn, Part 2",2011-11-18,gen3,dist20,292324737.0
The Amazing Spider-Man,2012-07-03,gen1,dist4,262030663.0
Brave,2012-03-23,gen5,dist31,237282694.5
Ted,2012-06-29,gen4,dist3,218740613.5
Madagascar 3: Europe's Most Wanted,2012-06-08,gen1,dist6,216391482.0
Dr. Seuss’ The Lorax,2012-03-02,gen1,dist3,214030500.0
Wreck-It Ralph,2012-11-02,gen1,dist1,189417783.0
Lincoln,2012-11-09,gen3,dist1,182207973.0
Men in Black 3,2012-05-25,gen1,dist4,179020854.0
Django Unchained,2012-12-25,gen11,dist14,162805434.0
Ice Age: Continental Drift,2012-07-13,gen1,dist5,161321843.0
Snow White and the Huntsman,2012-06-01,gen1,dist3,155267172.33333334
Les Misérables,2012-12-25,gen8,dist3,148809770.0
Hotel Transylvania,2012-09-28,gen1,dist4,148313048.0
Taken 2,2012-10-05,gen5,dist5,139854287.0
21 Jump Street,2012-03-16,gen4,dist4,138447667.0
Argo,2012-10-12,gen5,dist2,136025503.0
Silver Linings Playbook,2012-11-16,gen3,dist14,132092958.0
Prometheus,2012-06-08,gen5,dist5,126477084.0
Safe House,2012-02-10,gen5,dist3,126309499.33333333
The Vow,2012-02-10,gen3,dist4,125014030.0
Life of Pi,2012-11-21,gen3,dist5,124987022.5
Magic Mike,2012-06-29,gen4,dist2,113721571.0
The Bourne Legacy,2012-08-10,gen5,dist3,113203870.0
Journey 2: The Mysterious Island,2012-02-10,gen1,dist2,103860290.0
Rise of the Guardians,2012-11-21,gen1,dist6,103412758.0
Zero Dark Thirty,2012-12-19,gen5,dist4,95720716.0
Flight,2012-11-02,gen3,dist6,93772375.0
Think Like a Man,2012-04-20,gen7,dist4,91547205.0
The Campaign,2012-08-10,gen4,dist2,86907746.0
The Expendables 2,2012-08-17,gen2,dist7,85024595.0
Wrath of the Titans,2012-03-30,gen1,dist2,83670083.0
Jack Reacher,2012-12-21,gen5,dist6,80070736.0
Dark Shadows,2012-05-11,gen9,dist2,79727149.0
Parental Guidance,2012-12-25,gen1,dist5,77267296.0
John Carter,2012-03-09,gen1,dist1,73071626.33333333
Act of Valor,2012-02-24,gen2,dist25,70012847.0
This is 40,2012-12-21,gen4,dist3,67544505.0
