Rank,Movie,Distributor,Domestic,Opening,Max
34,Don’t Breathe,Sony Pict…,"$89,217,875","$26,411,706","3,384"
35,Miss Peregrine’s Home for Peculiar Children,20th Cent…,"$87,242,834","$28,871,140","3,835"
36,The Accountant,Warner Bros.,"$86,260,045","$24,710,273","3,402"
37,Teenage Mutant Ninja Turtles: Out of the Shadows,Paramount…,"$82,051,601","$35,316,382","4,071"
38,The Purge: Election Year,Universal,"$79,042,440","$31,515,110","2,821"
39,Alice Through the Looking Glass,Walt Disney,"$77,042,381","$26,858,726","3,763"
40,Pete’s Dragon,Walt Disney,"$76,233,151","$21,514,095","3,702"
41,The Girl on the Train,Universal,"$75,395,035","$24,536,265","3,241"
42,Tyler Perry’s Boo! A Madea Halloween,Lionsgate,"$73,206,343","$28,501,448","2,299"
43,Storks,Warner Bros.,"$72,679,278","$21,311,407","3,922"
44,10 Cloverfield Lane,Paramount…,"$72,082,999","$24,727,437","3,427"
45,Lights Out,Warner Bros.,"$67,268,835","$21,688,103","2,835"
46,Hacksaw Ridge,Lionsgate,"$67,209,615","$15,190,758","2,971"
47,The Divergent Series: Allegiant,Lionsgate,"$66,184,051","$29,027,348","3,740"
48,Now You See Me 2,Lionsgate,"$65,075,540","$22,383,146","3,232"
49,Ice Age: Collision Course,20th Cent…,"$64,063,008","$21,373,064","3,997"
50,The Boss,Universal,"$63,077,560","$23,586,645","3,495"
51,London Has Fallen,Focus Fea…,"$62,524,260","$21,635,601","3,492"
52,Miracles from Heaven,Sony Pict…,"$61,705,123","$14,812,393","3,155"
53,Deepwater Horizon,Lionsgate,"$61,433,527","$20,223,544","3,403"
54,Why Him?,20th Cent…,"$60,323,786","$11,002,986","3,008"
55,My Big Fat Greek Wedding 2,Universal,"$59,689,605","$17,861,950","3,179"
56,Jack Reacher: Never Go Back,Paramount…,"$58,697,076","$22,872,490","3,780"
57,Fences,Paramount…,"$57,682,904","$129,462","2,368"
58,Me Before You,Warner Bros.,"$56,245,075","$18,723,269","2,762"
59,The BFG,Walt Disney,"$55,483,770","$18,775,350","3,392"
60,Neighbors 2: Sorority Rising,Universal,"$55,340,730","$21,760,405","3,416"
61,The Shallows,Sony Pict…,"$55,121,623","$16,800,868","2,962"
62,Office Christmas Party,Paramount…,"$54,767,494","$16,890,204","3,210"
63,Assassin’s Creed,20th Cent…,"$54,647,948","$10,278,225","2,996"
64,Barbershop: The Next Cut,Warner Bros.,"$54,030,051","$20,242,415","2,676"
65,13 Hours: The Secret Soldiers of Benghazi,Paramount…,"$52,853,219","$16,194,738","2,917"
66,Lion,Weinstein…,"$51,739,495","$123,360","1,802"
67,Kubo and the Two Strings,Focus Fea…,"$48,023,088","$12,608,372","3,279"
68,The Huntsman: Winter’s War,Universal,"$48,003,015","$19,445,035","3,802"
69,Manchester by the Sea,Roadside …,"$47,695,371","$256,498","1,213"
70,Warcraft,Universal,"$47,365,290","$24,166,110","3,406"
71,How to be Single,Warner Bros.,"$46,843,513","$17,878,911","3,357"
72,Mike and Dave Need Wedding Dates,20th Cent…,"$46,009,673","$16,628,170","3,008"
73,War Dogs,Warner Bros.,"$43,034,523","$14,685,305","3,258"
74,Almost Christmas,Universal,"$42,065,185","$15,134,235","2,379"
75,Money Monster,Sony Pict…,"$41,012,075","$14,788,157","3,104"
76,Allied,Paramount…,"$40,098,064","$12,701,743","3,160"
77,Nerve,Lionsgate,"$38,583,626","$9,445,456","2,538"
78,Risen,Sony Pict…,"$36,880,033","$11,801,271","2,915"
79,The Nice Guys,Warner Bros.,"$36,261,763","$11,203,270","2,865"
80,The Boy,STX Enter…,"$35,819,556","$10,778,392","2,671"
81,Dirty Grandpa,Lionsgate,"$35,593,113","$11,111,875","2,912"
82,Ouija: Origin of Evil,Universal,"$35,144,505","$14,065,500","3,168"
83,The 5th Wave,Sony Pict…,"$34,912,982","$10,326,356","2,908"
84,Inferno,Sony Pict…,"$34,343,574","$14,860,425","3,576"
85,Mother’s Day,Open Road,"$32,492,859","$8,369,184","3,291"
86,Patriots Day,Lionsgate,"$31,886,361","$161,306","3,120"
87,Gods of Egypt,Lionsgate,"$31,153,464","$14,123,903","3,117"
88,Collateral Beauty,Warner Bros.,"$31,016,021","$7,102,085","3,528"
89,"Hail, Caesar!",Universal,"$30,080,225","$11,355,225","2,248"
90,When the Bough Breaks,Sony Pict…,"$29,747,603","$14,202,323","2,246"
91,Zoolander 2,Paramount…,"$28,848,693","$13,841,146","3,418"
92,Moonlight,A24,"$27,854,931","$402,075","1,564"
93,The Finest Hours,Walt Disney,"$27,569,558","$10,288,932","3,143"
94,Florence Foster Jenkins,Paramount…,"$27,383,770","$6,601,313","1,528"
95,Hell or High Water,Lionsgate,"$27,007,844","$621,329","1,505"
96,The Forest,Focus / G…,"$26,594,261","$12,741,176","2,509"
97,Ben-Hur,Paramount…,"$26,410,477","$11,203,815","3,084"
98,The Witch,A24,"$25,138,705","$8,800,230","2,204"
99,Bridget Jones’s Baby,Universal,"$24,139,805","$8,571,785","2,930"
100,Kevin Hart: What Now?,Universal,"$23,591,043","$11,767,210","2,567"
101,Whiskey Tango Foxtrot,Paramount…,"$23,083,334","$7,450,275","2,413"
102,Snowden,Open Road,"$21,587,519","$8,000,058","2,443"
103,Mechanic: Resurrection,Lionsgate,"$21,218,403","$7,456,525","2,258"
104,Free State of Jones,STX Enter…,"$20,810,036","$7,572,206","2,815"
105,Blair Witch,Lionsgate,"$20,777,061","$9,576,057","3,121"
106,God’s Not Dead 2,Pure Flix…,"$20,773,069","$7,623,662","2,419"
107,Keanu,Warner Bros.,"$20,591,853","$9,453,224","2,681"
108,Middle School: The Worst Years of My Life,Lionsgate,"$20,007,149","$6,878,437","2,822"
109,Nine Lives,EuropaCorp,"$19,700,032","$6,249,915","2,264"
110,Race,Focus Fea…,"$19,115,191","$7,353,922","2,387"
111,The Choice,Lionsgate,"$18,730,891","$6,050,443","2,631"
112,Eye in the Sky,Bleecker …,"$18,704,596","$113,803","1,089"
113,Bad Santa 2,Broad Gre…,"$17,782,176","$6,176,680","2,945"
114,Masterminds,Relativity,"$17,356,894","$6,541,205","3,042"
115,Norm of the North,Lionsgate,"$17,062,499","$6,844,137","2,411"
116,The Birth of a Nation,Fox Searc…,"$15,861,566","$7,004,254","2,105"
117,Eddie the Eagle,20th Cent…,"$15,789,389","$6,084,682","2,044"
118,A Beautiful Planet,Walt Disney,"$15,650,615","$223,983",155
119,The Infiltrator,Broad Gre…,"$15,436,808","$5,303,775","1,601"
120,Keeping Up with the Joneses,20th Cent…,"$14,904,426","$5,461,475","3,022"
121,Criminal,Lionsgate,"$14,708,696","$5,767,278","2,683"
122,"Hello, My Name is Doris",Roadside …,"$14,444,999","$84,986",979
123,The Edge of Seventeen,STX Enter…,"$14,431,633","$4,754,215","1,945"
124,Love & Friendship,Roadside …,"$14,016,568","$133,513",826
125,Jackie,Fox Searc…,"$13,960,394","$278,715",508
126,Hillary’s America: The Secret History of the De…,Quality Flix,"$13,099,931","$74,813","1,217"
127,Triple 9,Open Road,"$12,639,297","$6,109,085","2,205"
128,The Light Between Oceans,Walt Disney,"$12,545,979","$4,765,838","1,500"
129,Dangal,UTV Commu…,"$12,391,761","$3,248,481",338
130,Fifty Shades of Black,Open Road,"$11,686,940","$5,900,528","2,075"
131,No Manches Frida,Lionsgate,"$11,528,613","$3,676,235",465
132,Café Society,Lionsgate,"$11,103,205","$359,289",631
133,Pride and Prejudice and Zombies,Sony Pict…,"$10,907,291","$5,324,240","2,931"
134,The Darkness,High Top …,"$10,753,574","$4,950,859","1,769"
135,Nocturnal Animals,Focus Fea…,"$10,663,357","$492,648","1,262"
136,Live by Night,Warner Bros.,"$10,378,555","$33,336","2,822"
137,The Lady in the Van,Sony Pict…,"$10,021,175","$61,566",602
138,The Perfect Match,Lionsgate,"$9,669,521","$4,294,232",925
139,Popstar: Never Stop Never Stopping,Universal,"$9,496,130","$4,698,715","2,313"
140,Hardcore Henry,STX Enter…,"$9,252,038","$5,107,604","3,015"
141,The Lobster,Mongrel M…,"$9,196,278","$50,003",563
142,Meet the Blacks,Freestyle…,"$9,097,072","$4,055,940","1,015"
143,Queen of Katwe,Walt Disney,"$8,874,389","$304,933","1,259"
144,Ratchet and Clank,Focus Fea…,"$8,813,410","$4,869,278","2,895"
145,Robinson Crusoe,Lionsgate,"$8,005,586","$3,342,697","2,493"
146,Loving,Focus Fea…,"$7,710,234","$159,615",572
147,Silence,Paramount…,"$7,100,177","$130,880","1,580"
148,Shut In,EuropaCorp,"$6,900,335","$3,613,567","2,058"
149,The Brothers Grimsby,Sony Pict…,"$6,864,016","$3,258,327","2,235"
150,The Young Messiah,Focus Fea…,"$6,469,813","$3,294,876","1,769"
151,Southside with You,Roadside …,"$6,304,223","$2,868,403",897
152,Captain Fantastic,Bleecker …,"$5,879,835","$93,824",550
153,20th Century Women,A24,"$5,664,763","$111,200",650
154,Sultan,Yash Raj …,"$5,599,781","$2,371,100",283
155,Hunt for the Wilderpeople,The Orchard,"$5,205,471","$78,439",200
156,Bleed for This,Open Road,"$5,083,906","$2,366,810","1,549"
157,Incarnate,High Top …,"$4,799,774","$2,534,884","1,737"
158,Absolutely Fabulous: The Movie,Fox Searc…,"$4,772,155","$1,861,118",355
159,Hands of Stone,Weinstein…,"$4,712,792","$1,751,388","2,011"
160,Don’t Think Twice,Film Arcade,"$4,417,983","$92,835",175
161,The Meddler,Sony Pict…,"$4,267,219","$57,022",464
162,Ae Dil Hai Mushkil,FIP,"$4,264,983","$2,191,280",302
163,A Hologram for the King,Roadside …,"$4,212,494","$1,138,578",523
164,Swiss Army Man,A24,"$4,210,454","$105,453",636
165,Denial,Bleecker …,"$4,073,448","$93,728",648
166,Morgan,20th Cent…,"$3,915,251","$2,012,709","2,020"
167,Kabali,Cinegalaxy,"$3,903,095","$1,977,716",236
168,The Man Who Knew Infinity,IFC Films,"$3,877,922","$80,325",348
169,Where to Invade Next,Drafthous…,"$3,827,261","$897,034",308
170,Max Steel,Open Road,"$3,818,664","$2,182,216","2,034"
171,Batman: The Killing Joke,Fathom Ev…,"$3,775,000",,"1,325"
172,Midnight Special,Warner Bros.,"$3,712,282","$190,012",521
173,Rules Don’t Apply,20th Cent…,"$3,652,206","$1,589,625","2,386"
174,Miss Sloane,EuropaCorp,"$3,500,605","$59,797","1,648"
175,En man som heter Ove,Music Box…,"$3,479,315","$54,608",194
176,Indignation,Roadside …,"$3,401,155","$93,125",317
177,Everybody Wants Some,Paramount…,"$3,400,278","$312,355",454
178,Maggie’s Plan,Sony Pict…,"$3,351,735","$63,308",335
179,Sing Street,Weinstein…,"$3,237,118","$63,573",525
180,Mei Ren Yu,Sony Pict…,"$3,229,457","$985,052",106
181,Green Room,A24,"$3,220,371","$87,984",777
182,The Eagle Huntress,Sony Pict…,"$3,168,664","$52,574",122
183,Our Kind of Traitor,Roadside …,"$3,153,157","$984,698",399
184,Compadres,Lionsgate,"$3,127,773","$1,397,434",368
185,The Other Side of the Door,20th Cent…,"$3,000,342","$1,211,210",585
186,Anthropoid,Bleecker …,"$2,963,630","$1,233,516",452
187,The Beatles: Eight Days a Week,Abramoram…,"$2,934,445","$785,336",155
188,2016 Oscar Shorts,ShortsHD,"$2,816,816","$559,502",260
189,Yip Man 3,Well Go USA,"$2,679,437","$784,839",115
190,Miles Ahead,Sony Pict…,"$2,610,896","$114,530",527
191,Kapoor & Sons,FIP,"$2,607,036","$986,992",153
192,The Disappointments Room,Relativity,"$2,423,467","$1,402,822","1,554"
193,Hillsong: Let Hope Rise,Pure Flix…,"$2,394,725","$1,357,243",816
194,Dear Zindagi,Reliance …,"$2,376,479","$977,862",155
195,Elle,Sony Pict…,"$2,339,735","$50,934",143
196,A Aa,Bluesky C…,"$2,313,043","$1,213,057",115
197,Paterson,Bleecker …,"$2,141,423","$69,335",70
198,Busanhaeng,Well Go USA,"$2,129,768","$284,776",36
199,I’m Not Ashamed,Pure Flix…,"$2,082,980","$927,161",516
200,A Bigger Splash,Fox Searc…,"$2,024,099","$114,419",378
