Rank,Movie,Distributor,Domestic,Opening,Max
110,Faster,CBS Films,"$23,240,020","$8,523,153","2,470"
111,Just Wright,Fox Searc…,"$21,540,363","$8,284,989","1,831"
112,Skyline,Universal,"$21,416,355","$11,692,415","2,883"
113,The Next Three Days,Lionsgate,"$21,148,651","$6,542,779","2,564"
114,The Kids Are All Right,Focus Fea…,"$20,811,365","$491,971",994
115,Our Family Wedding,Fox Searc…,"$20,255,281","$7,629,862","1,609"
116,Country Strong,Sony Pict…,"$20,218,921","$30,452","1,441"
117,Oceans,Walt Disney,"$19,422,319","$6,058,958","1,232"
118,Remember Me,Summit En…,"$19,068,240","$8,089,139","2,215"
119,127 Hours,Fox Searc…,"$18,335,230","$264,851",916
120,Going the Distance,Warner Bros.,"$17,804,299","$6,884,964","3,030"
121,Furry Vengeance,Summit En…,"$17,630,465","$6,627,564","3,002"
122,Splice,Warner Bros.,"$17,010,170","$7,385,277","2,450"
123,The Ghost Writer,Summit En…,"$15,541,549","$183,009",819
124,Youth in Revolt,Weinstein…,"$15,285,588","$6,888,334","1,873"
125,My Soul to Take,Universal,"$14,744,435","$6,842,220","2,572"
126,Repo Men,Universal,"$13,942,007","$6,126,170","2,521"
127,Case 39,Paramount…,"$13,261,851","$5,350,570","2,212"
128,Extraordinary Measures,CBS Films,"$12,482,741","$6,012,594","2,549"
129,Let Me In,Overture …,"$12,134,935","$5,147,479","2,042"
130,Jonah Hex,Warner Bros.,"$10,547,117","$5,379,365","2,825"
131,Blue Valentine,Weinstein…,"$9,737,892","$193,728",450
132,Fair*Game,Summit En…,"$9,540,691","$651,082",436
133,Get Low,Sony Pict…,"$9,176,933","$88,182",570
134,MacGruber,Universal,"$8,525,600","$4,043,495","2,551"
135,Cyrus,Fox Searc…,"$7,468,936","$181,716",454
136,Babies,Focus Fea…,"$7,320,323","$2,161,460",543
137,Incendies,,"$6,857,096",,90
138,Conviction,Fox Searc…,"$6,797,696","$102,351",672
139,City Island,Anchor Ba…,"$6,671,283","$32,001",269
140,The Last Station,Sony Pict…,"$6,617,867","$73,723",354
141,Winter’s Bone,Roadside …,"$6,531,503","$84,797",141
142,Waiting for Superman,Paramount…,"$6,417,135","$139,033",330
143,El secreto de sus ojos,Sony Pict…,"$6,391,436","$167,866",166
144,It's Kind of a Funny Story,Focus Fea…,"$6,363,628","$2,013,406",757
145,Sea Rex 3D: Journey to a Prehistoric World,3D Entert…,"$6,096,582",,45
146,The Warrior's Way,Relativity,"$5,666,340","$3,048,665","1,622"
147,Luftslottet som sprängdes,Alliance …,"$5,427,684","$251,778",203
148,The Wildest Dream,National …,"$5,100,135",,21
149,Io sono l’amore,Magnolia …,"$5,005,465","$121,504",166
150,Mao's Last Dancer,Samuel Go…,"$4,806,750","$199,657",137
151,Solitary Man,Anchor Ba…,"$4,360,548","$94,936",177
152,Inside Job,Sony Pict…,"$4,311,834","$39,649",250
153,Greenberg,Focus Fea…,"$4,234,170","$118,152",186
154,My Name is Khan,Fox Searc…,"$4,046,336","$1,944,027",125
155,Please Give,Sony Pict…,"$4,033,574","$118,123",272
156,To Save a Life,Samuel Go…,"$3,777,210","$1,513,955",441
157,The Runaways,Apparition,"$3,573,673","$805,115",244
158,Exit Through the Gift Shop,Producers…,"$3,291,250","$170,756",46
159,You Will Meet a Tall Dark Stranger,Sony Pict…,"$3,247,816","$160,103",402
160,Catfish,Universal,"$3,237,343","$257,285",143
161,Another Year,Sony Pict…,"$3,205,706","$111,869",236
162,Chloe,Sony Pict…,"$3,075,255","$900,688",350
163,Joan Rivers: A Piece of Work,IFC Films,"$2,930,687","$164,351",115
164,Letters to God,Vivendi E…,"$2,848,587","$1,101,204",897
165,N-Secure,Freestyle…,"$2,595,644","$1,166,406",486
166,Never Let Me Go,Fox Searc…,"$2,434,652","$111,734",232
167,The Twilight Saga: Twilight/New Moon Combo,Summit En…,"$2,385,237",,"2,037"
168,Robot,B4U Movies,"$2,276,427","$2,158,635",100
169,L'illusionniste,Sony Pict…,"$2,231,474","$38,594",206
170,Rabbit Hole,Lionsgate,"$2,229,058","$53,778",131
171,Un Prophète,Sony Pict…,"$2,087,720","$163,773",83
172,Casino Jack,Samuel Go…,"$2,039,869","$34,528",60
173,"I Love You, Phillip Morris",Roadside …,"$2,037,459","$112,712",100
174,Lourdes,Pallisade…,"$1,891,305","$7,416",591
175,Harry Brown,Samuel Go…,"$1,818,681","$173,353",67
176,Stone,Overture …,"$1,810,078","$75,766",125
177,Somewhere,Focus Fea…,"$1,785,645","$119,086",83
178,Flipped,Warner Bros.,"$1,755,212","$224,233",442
179,Coco Chanel and Igor Stravinsky,Sony Pict…,"$1,725,982","$44,454",74
180,Kites,Big Pictures,"$1,685,269","$959,329",217
181,Cairo Time,IFC Films,"$1,603,616","$66,245",76
182,Raajneeti,UTV Commu…,"$1,514,557","$850,244",124
183,The Joneses,Roadside …,"$1,475,746","$507,082",217
184,Nowhere Boy,Weinstein…,"$1,445,366","$52,749",215
185,Restrepo,National …,"$1,330,894","$35,581",52
186,Dabangg,Eros Ente…,"$1,288,549","$628,137",68
187,Micmacs,Sony Pict…,"$1,259,693","$42,751",52
188,Housefull,Eros Ente…,"$1,183,658","$642,156",82
189,Golmaal 3,Eros Ente…,"$1,132,192","$626,432",86
190,Mother and Child,Sony Pict…,"$1,110,509","$43,040",119
191,Made in Dagenham,Sony Pict…,"$1,095,369","$37,563",89
192,The Perfect Game,Slowhand …,"$1,089,445","$510,000",417
193,Tees Maar Khan,UTV Commu…,"$1,076,266","$539,793",108
194,La Mission,Screen Me…,"$1,062,941","$49,046",47
195,Buried,Lionsgate,"$1,044,143","$100,268",107
196,Animal Kingdom,Sony Pict…,"$1,044,039","$61,968",61
197,Guzaarish,UTV Commu…,"$1,026,589","$488,121",108
198,2010 Oscar Shorts,Shorts In…,"$1,018,169","$291,360",95
199,Les sept jours du talion,Alliance …,"$1,011,919","$247,511",43
200,Le Concert,Weinstein…,"$926,009","$21,742",21
