Rank,Movie,Distributor,Domestic,Opening,Max
28,The Wolf of Wall Street,Paramount…,"$116,949,183","$18,410,067","2,557"
29,Lee Daniels' The Butler,Weinstein…,"$116,632,095","$24,637,312","3,330"
30,The Hangover 3,Warner Bros.,"$112,200,072","$41,671,198","3,565"
31,Epic,20th Cent…,"$107,518,682","$33,531,068","3,894"
32,Captain Phillips,Sony Pict…,"$107,136,417","$25,718,314","3,143"
33,Jackass Presents: Bad Grandpa,Paramount…,"$102,003,019","$32,055,177","3,345"
34,Pacific Rim,Warner Bros.,"$101,802,906","$37,285,325","3,285"
35,This is the End,Sony Pict…,"$101,470,202","$20,719,162","3,055"
36,Olympus Has Fallen,FilmDistrict,"$98,927,592","$30,373,794","3,106"
37,42,Warner Bros.,"$95,020,213","$27,487,144","3,405"
38,Elysium,Sony Pict…,"$93,050,117","$29,807,393","3,284"
39,Disney Planes,Walt Disney,"$90,282,580","$22,232,291","3,716"
40,The Lone Ranger,Walt Disney,"$89,302,115","$29,210,849","3,904"
41,Oblivion,Universal,"$89,107,235","$37,054,485","3,792"
42,Insidious Chapter 2,FilmDistrict,"$83,586,447","$40,272,103","3,155"
43,Saving Mr. Banks,Walt Disney,"$83,299,761","$413,373","2,671"
44,Turbo,20th Cent…,"$83,028,130","$21,312,625","3,809"
45,2 Guns,Universal,"$75,612,460","$27,059,130","3,028"
46,White House Down,Sony Pict…,"$73,103,784","$24,852,258","3,222"
47,Mama,Universal,"$71,628,180","$28,402,310","2,781"
48,Safe Haven,Relativity,"$71,399,120","$21,401,594","3,223"
49,The Smurfs 2,Sony Pict…,"$71,017,784","$17,548,389","3,867"
50,The Best Man Holiday,Universal,"$70,525,195","$30,107,555","2,041"
51,Percy Jackson: Sea of Monsters,20th Cent…,"$68,559,554","$14,401,054","3,080"
52,A Good Day to Die Hard,20th Cent…,"$67,349,198","$24,834,845","3,555"
53,Warm Bodies,Lionsgate,"$66,380,662","$20,353,967","3,009"
54,Jack the Giant Slayer,Warner Bros.,"$65,187,603","$27,202,226","3,525"
55,The Purge,Universal,"$64,473,115","$34,058,360","2,591"
56,Last Vegas,CBS Films,"$63,914,167","$16,334,566","3,237"
57,Ender's Game,Lionsgate,"$61,737,191","$27,017,351","3,407"
58,Prisoners,Warner Bros.,"$61,002,302","$20,817,053","3,290"
59,After Earth,Sony Pict…,"$60,522,097","$27,520,040","3,401"
60,The Secret Life of Walter Mitty,20th Cent…,"$58,236,838","$12,765,508","2,922"
61,Escape From Planet Earth,Weinstein…,"$57,012,977","$15,891,055","3,353"
62,12 Years a Slave,Fox Searc…,"$56,671,993","$923,715","1,474"
63,Free Birds,Relativity,"$55,750,480","$15,805,237","3,736"
64,Hansel & Gretel: Witch Hunters,Paramount…,"$55,703,475","$19,690,956","3,375"
65,Evil Dead,Sony Pict…,"$54,239,856","$25,775,847","3,025"
66,RED 2,Lionsgate,"$53,262,560","$18,048,422","3,016"
67,Tyler Perry's A Madea Christmas,Lionsgate,"$52,543,354","$16,007,634","2,194"
68,Tyler Perry’s Temptation,Lionsgate,"$51,975,354","$21,641,679","2,047"
69,The Call,Sony Pict…,"$51,872,378","$17,118,745","2,507"
70,Pain & Gain,Paramount…,"$49,875,291","$20,244,505","3,303"
71,Gangster Squad,Warner Bros.,"$46,000,903","$17,070,347","3,103"
72,The Internship,20th Cent…,"$44,672,764","$17,325,307","3,399"
73,No se Aceptan Devoluciones,Lionsgate,"$44,467,206","$7,846,426",978
74,Snitch,Lionsgate,"$42,930,462","$13,167,607","2,511"
75,Riddick,Universal,"$42,025,135","$19,030,375","3,117"
76,A Haunted House,Open Road,"$40,041,683","$18,101,682","2,160"
77,47 Ronin,Universal,"$38,362,475","$9,910,310","2,690"
78,August: Osage County,Weinstein…,"$37,738,810","$179,302","2,411"
79,Philomena,Weinstein…,"$37,709,979","$128,435","1,225"
80,The Family,Relativity,"$36,918,811","$14,034,764","3,091"
81,Walking with Dinosaurs,20th Cent…,"$36,076,121","$7,091,938","3,243"
82,Carrie,Sony Pict…,"$35,266,619","$16,101,552","3,157"
83,Texas Chainsaw 3D,Lionsgate,"$34,341,945","$21,744,470","2,659"
84,R.I.P.D.,Universal,"$33,618,855","$12,691,415","2,852"
85,Blue Jasmine,Sony Pict…,"$33,404,871","$612,064","1,283"
86,Kevin Hart: Let Me Explain,Lionsgate,"$32,244,051","$10,030,463",892
87,Side Effects,Open Road,"$32,172,757","$9,303,145","2,605"
88,Scary Movie V,Weinstein…,"$32,015,787","$14,157,367","3,402"
89,The Mortal Instruments: City of Bones,Sony Pict…,"$31,165,421","$9,336,957","3,118"
90,Delivery Man,Walt Disney,"$30,659,817","$7,944,977","3,036"
91,Grudge Match,Warner Bros.,"$29,817,991","$7,032,724","2,856"
92,One Direction: This is Us,Sony Pict…,"$28,873,374","$15,815,497","2,735"
93,Kick-Ass 2,Universal,"$28,795,985","$13,332,955","2,945"
94,Dallas Buyers Club,Focus Fea…,"$27,298,285","$260,865","1,110"
95,Rush,Universal,"$26,947,624","$187,289","2,308"
96,The Host,Open Road,"$26,623,701","$10,600,112","3,202"
97,The World's End,Focus Fea…,"$26,004,851","$8,811,790","1,553"
98,21 and Over,Relativity,"$25,682,380","$8,754,168","2,771"
99,Escape Plan,Lionsgate,"$25,135,965","$9,885,732","2,883"
100,Don Jon,Relativity,"$24,477,704","$8,677,009","2,422"
101,The Incredible Burt Wonderstone,Warner Bros.,"$22,537,881","$10,177,257","3,160"
102,The Big Wedding,Lionsgate,"$21,819,348","$7,591,663","2,633"
103,Mud,Roadside …,"$21,590,086","$2,215,460",960
104,Baggage Claim,Fox Searc…,"$21,569,509","$9,031,102","2,030"
105,The Way Way Back,Fox Searc…,"$21,502,690","$552,788","1,001"
106,The Book Thief,20th Cent…,"$21,488,481","$105,005","1,316"
107,The Place Beyond the Pines,Focus Fea…,"$21,403,519","$279,457","1,584"
108,Homefront,Open Road,"$20,158,492","$6,915,241","2,570"
109,Broken City,20th Cent…,"$19,701,164","$8,268,908","2,622"
110,Beautiful Creatures,Warner Bros.,"$19,452,138","$7,582,595","2,950"
111,Runner Runner,20th Cent…,"$19,316,646","$7,706,712","3,026"
112,You're Next,Lionsgate,"$18,494,006","$7,020,196","2,437"
113,Quartet,Weinstein…,"$18,388,357","$47,122",725
114,Admission,Focus Fea…,"$18,007,317","$6,154,984","2,161"
115,Nebraska,Paramount…,"$17,654,912","$140,401",968
116,Parker,FilmDistrict,"$17,616,641","$7,008,222","2,238"
117,Enough Said,Fox Searc…,"$17,550,872","$232,800",835
118,Dark Skies,Weinstein…,"$17,418,667","$8,189,166","2,313"
119,The Counselor,20th Cent…,"$16,973,715","$7,842,930","3,044"
120,Jobs,Open Road,"$16,131,410","$6,713,900","2,381"
121,Fruitvale Station,Weinstein…,"$16,098,998","$377,285","1,086"
122,About Time,Universal,"$15,323,921","$1,076,250","1,280"
123,The Last Exorcism Part II,CBS Films,"$15,179,303","$7,728,354","2,700"
124,Spring Breakers,A24,"$14,124,286","$263,002","1,379"
125,Inside Llewyn Davis,CBS Films,"$13,248,209","$405,411",729
126,The Last Stand,Lionsgate,"$12,050,299","$6,281,433","2,913"
127,Out of the Furnace,Relativity,"$11,330,849","$5,220,288","2,101"
128,Dead Man Down,FilmDistrict,"$10,895,295","$5,345,250","2,188"
129,Getaway,Warner Bros.,"$10,501,938","$4,503,892","2,135"
130,Bullet to the Head,Warner Bros.,"$9,489,829","$4,548,201","2,404"
131,Peeples,Lionsgate,"$9,177,065","$4,611,534","2,041"
132,Battle of the Year,Sony Pict…,"$8,888,355","$4,603,177","2,008"
133,Movie 43,Relativity,"$8,840,453","$4,805,878","2,023"
134,Mandela: Long Walk to Freedom,Weinstein…,"$8,323,085","$84,283","1,010"
135,Before Midnight,Sony Pict…,"$8,110,621","$246,914",897
136,Dhoom 3,Yash Raj …,"$8,031,955",,138
137,Jerusalem,National …,"$8,020,721",,33
138,Machete Kills,Open Road,"$8,008,161","$3,837,183","2,538"
139,Promised Land,Focus Fea…,"$7,597,898","$173,915","1,676"
140,Paranoia,Relativity,"$7,388,654","$3,528,376","2,459"
141,Journey to the South Pacific,MacGilliv…,"$7,144,210",,32
142,Black Nativity,20th Cent…,"$7,018,188","$3,669,530","1,525"
143,The Spectacular Now,A24,"$6,852,971","$197,415",770
144,Yi dai zong shi,Weinstein…,"$6,594,959","$132,617",804
145,All is Lost,Roadside …,"$6,263,670","$93,583",483
146,Justin Bieber’s Believe,Open Road,"$6,206,566","$2,007,567","1,037"
147,The Bling Ring,A24,"$5,845,732","$214,395",650
148,Pulling Strings,Lionsgate,"$5,842,961","$2,467,168",438
149,Closed Circuit,Focus Fea…,"$5,750,995","$2,464,931",870
150,Chennai Express,UTV Commu…,"$5,307,960","$2,220,497",196
151,The Company You Keep,Sony Pict…,"$5,132,442","$131,718",807
152,20 Feet From Stardom,RADiUS-TWC,"$4,946,250","$54,596",147
153,Much Ado About Nothing,Roadside …,"$4,328,850","$171,942",217
154,Frances Ha,IFC Films,"$4,067,398","$137,398",233
155,Yeh Jawaani Hai Deewani,Eros Ente…,"$3,827,466","$1,568,677",161
156,The To Do List,CBS Films,"$3,491,669","$1,579,402",591
157,Metallica Through the Never,Picturehouse,"$3,419,967","$1,576,561",589
158,Emperor,Roadside …,"$3,346,264","$1,014,099",311
159,Stand Up Guys,Roadside …,"$3,310,031","$1,486,390",670
160,The Fifth Estate,Walt Disney,"$3,254,172","$1,673,351","1,769"
161,In a World...,Roadside …,"$2,963,271","$70,541",144
162,La grande bellezza,Janus Films,"$2,883,879","$23,442",120
163,Home Run,Samuel Go…,"$2,859,955","$1,582,466",381
164,Filly Brown,Lionsgate,"$2,850,357","$1,478,323",259
165,Grace Unplugged,Roadside …,"$2,507,159","$998,145",511
166,The Sapphires,Weinstein…,"$2,450,867","$38,372",126
167,La Vie d'Adèle – Chapitres 1 & 2,Mongrel M…,"$2,450,504",,150
168,The Gatekeepers,Sony Pict…,"$2,408,553","$61,552",131
169,I'm in Love with a Church Girl,High Top …,"$2,387,730","$971,826",458
170,No,Sony Pict…,"$2,341,226","$71,742",99
171,Trance,Fox Searc…,"$2,322,593","$131,145",443
172,Renoir,Samuel Go…,"$2,291,047","$65,194",86
173,The East,Fox Searc…,"$2,274,649","$77,031",195
174,Oldboy,FilmDistrict,"$2,193,658","$885,382",583
175,The Saratov Approach,Purdie Di…,"$2,146,998","$137,227",84
176,2013 Oscar Shorts,Shorts In…,"$2,142,342","$371,605",266
177,Austenland,Sony Pict…,"$2,137,573","$40,662",274
178,Krrish 3,Eros Ente…,"$2,123,333","$1,120,000",208
179,Blackfish,Magnolia …,"$2,073,582","$75,962",99
180,The Iceman,Alchemy,"$1,930,282","$87,946",258
181,Lemale et ha'halal,Sony Pict…,"$1,774,639","$59,164",61
182,Stoker,Fox Searc…,"$1,703,125","$160,547",275
183,Unfinished Song,Weinstein…,"$1,698,952","$25,728",91
184,The Christmas Candle,Echolight…,"$1,632,000","$68,655",392
185,Den skaldede frisør,Sony Pict…,"$1,631,306","$36,746",101
186,Bhaag Milkha Bhaag,Reliance …,"$1,626,289",,16
187,L’attentat,Cohen Med…,"$1,625,707","$26,352",55
188,Seethamma Vakitlo Sirimalle Chettu,Ficus,"$1,582,476","$1,301,663",89
189,Race 2,UTV Commu…,"$1,579,940","$884,757",153
190,"Bless Me, Ultima",Arenas En…,"$1,559,556","$470,109",263
191,Kon-Tiki,Weinstein…,"$1,517,410","$22,168",75
192,Atharintiki Daaredi,,"$1,500,000","$1,500,000",112
193,Disconnect,LD Entert…,"$1,436,862","$123,597",180
194,Girl Most Likely,Roadside …,"$1,378,591","$694,447",351
195,Los amantes pasajeros,Sony Pict…,"$1,359,796","$97,328",99
196,Wadjda,Sony Pict…,"$1,342,455","$41,253",87
197,Le passé,Sony Pict…,"$1,335,672",,77
198,The Ultimate Life,High Top …,"$1,327,841","$659,912",412
199,The Kings of Summer,CBS Films,"$1,315,500","$58,962",65
200,The Invisible Woman,Sony Pict…,"$1,233,347","$37,149",136
