Rank,Movie,Distributor,Domestic,Opening,Max
101,One Missed Call,Warner Bros.,"$26,890,041","$12,511,473","2,240"
102,The Other Boleyn Girl,Sony Pict…,"$26,814,957","$8,203,061","1,212"
103,Superhero Movie,MGM,"$26,638,520","$9,510,297","2,965"
104,Street Kings,Fox Searc…,"$26,418,667","$12,469,631","2,469"
105,The Wrestler,Fox Searc…,"$26,238,243","$202,714",776
106,Shutter,20th Cent…,"$25,928,550","$10,447,559","2,756"
107,W.,Lionsgate,"$25,534,493","$10,505,668","2,050"
108,Never Back Down,Summit En…,"$24,850,922","$8,603,195","2,729"
109,Traitor,Overture …,"$23,530,831","$7,868,465","2,108"
110,Vicky Cristina Barcelona,MGM,"$23,216,709","$3,755,575",726
111,Revolutionary Road,Paramount…,"$22,951,340","$189,911","1,077"
112,Babylon A.D.,20th Cent…,"$22,532,572","$9,484,627","3,425"
113,The X-Files: I Want to Believe,20th Cent…,"$20,982,478","$10,021,753","3,185"
114,Mad Money,Overture …,"$20,668,843","$7,736,452","2,470"
115,Appaloosa,Warner Bros.,"$20,211,394","$248,847","1,290"
116,The Spirit,Lionsgate,"$19,806,188","$6,463,278","2,509"
117,Igor,MGM,"$19,528,602","$7,803,347","2,341"
118,My Best Friend's Girl,Lionsgate,"$19,219,250","$8,265,357","2,636"
119,Frost/Nixon,Universal,"$18,622,031","$180,708","1,105"
120,Kit Kittredge: An American Girl,Picturehouse,"$17,657,973","$220,297","1,849"
121,The Ruins,Paramount…,"$17,432,844","$8,003,421","2,814"
122,88 Minutes,Sony Pict…,"$16,930,884","$6,957,216","2,168"
123,Swing Vote,Walt Disney,"$16,289,867","$6,230,669","2,213"
124,Pride and Glory,Warner Bros.,"$15,740,721","$6,262,396","2,585"
125,Bangkok Dangerous,Lionsgate,"$15,298,133","$7,783,266","2,654"
126,Last Chance Harvey,Overture …,"$14,889,042","$97,260","1,108"
127,Fly Me To the Moon,Summit En…,"$14,543,943","$1,900,523",713
128,Disaster Movie,Lionsgate,"$14,190,901","$5,836,973","2,642"
129,The Duchess,Paramount…,"$13,848,978","$190,426","1,207"
130,The Haunting of Molly Hartley,Freestyle…,"$13,442,412","$5,423,315","2,652"
131,Ghost Town,Paramount…,"$13,367,624","$5,012,315","1,512"
132,Religulous,Lionsgate,"$13,011,160","$3,409,643",568
133,The Pirates Who Don't Do Anything: A VeggieTale…,Universal,"$12,981,269","$4,251,320","1,340"
134,U2 3D,National …,"$12,898,847","$964,315",686
135,Rachel Getting Married,Sony Pict…,"$12,796,861","$293,369",391
136,La misma luna,Weinstein…,"$12,590,147","$2,769,655",454
137,Miss Pettigrew Lives for a Day,Focus Fea…,"$12,313,694","$2,490,942",539
138,Soul Men,MGM,"$12,082,391","$5,401,605","2,048"
139,Meet Dave,20th Cent…,"$11,803,254","$5,251,918","3,011"
140,The Longshots,MGM,"$11,511,323","$4,080,687","2,089"
141,Be Kind Rewind,New Line,"$11,175,164","$4,050,655",810
142,Doomsday,Universal,"$11,008,770","$4,926,565","1,938"
143,Stop-Loss,Paramount…,"$10,915,744","$4,555,117","1,305"
144,Penelope,Summit En…,"$10,011,996","$3,802,144","1,207"
145,The Express,Universal,"$9,793,406","$4,562,675","2,810"
146,Smart People,Miramax,"$9,511,289","$4,092,465","1,119"
147,The Visitor,Overture …,"$9,427,026","$86,488",270
148,The Boy in the Striped Pyjamas,Miramax,"$9,046,156","$253,085",679
149,Sex Drive,Summit En…,"$8,402,485","$3,607,164","2,421"
150,Cadillac Records,Sony Pict…,"$8,195,551","$3,445,559",701
151,Punisher: War Zone,Lionsgate,"$8,050,977","$4,271,451","2,508"
152,Miracle at St. Anna,Walt Disney,"$7,916,887","$3,477,996","1,185"
153,City of Ember,20th Cent…,"$7,873,007","$3,129,473","2,023"
154,In Bruges,Focus Fea…,"$7,800,825","$457,227",232
155,Expelled: No Intelligence Allowed,Rocky Mou…,"$7,720,487","$2,970,848","1,052"
156,Dolphins and Whales Tribes of the Ocean 3D,3D Entert…,"$7,714,996","$41,695",15
157,Over Her Dead Body,New Line,"$7,570,127","$4,025,115","1,977"
158,Nothing Like the Holidays,Overture …,"$7,503,736","$3,531,664","1,671"
159,How She Move,Paramount…,"$7,070,641","$3,957,471","1,531"
160,An American Carol,Vivendi E…,"$7,013,191","$3,656,000","1,639"
161,Strange Wilderness,Paramount…,"$6,575,282","$3,001,719","1,211"
162,Brideshead Revisited,Miramax,"$6,432,256","$339,616",501
163,The Rocker,20th Cent…,"$6,409,528","$2,636,048","2,784"
164,Ne le dis à personne,Music Box…,"$6,198,883","$169,707",112
165,"Run, Fatboy, Run",Picturehouse,"$6,003,262","$2,340,743","1,133"
166,Mongol,Picturehouse,"$5,705,761","$135,326",253
167,RocknRolla,Warner Bros.,"$5,700,626","$144,701",836
168,Shine a Light,Paramount…,"$5,505,267","$1,488,081",277
169,Die Fälscher,Sony Pict…,"$5,488,570","$87,514",170
170,Hamlet 2,Focus Fea…,"$4,886,216","$439,925","1,597"
171,In the Name of the King: A Dungeon Siege Tale,Freestyle…,"$4,775,656","$2,984,524","1,632"
172,College,MGM,"$4,694,491","$2,153,109","2,124"
173,Deception,20th Cent…,"$4,598,506","$2,312,146","2,001"
174,Passchendaele,Alliance …,"$4,452,423","$653,000",204
175,Flash of Genius,Universal,"$4,442,377","$2,251,075","1,098"
176,Witless Protection,Lionsgate,"$4,151,836","$2,116,692","1,354"
177,Bottle Shock,Freestyle…,"$4,078,607","$277,839",401
178,Young @ Heart,Fox Searc…,"$3,992,189","$50,937",212
179,Charlie Bartlett,MGM,"$3,950,294","$1,836,256","1,122"
180,Then She Found Me,ThinkFilm,"$3,735,717","$72,594",153
181,Cruising Bar 2,,"$3,579,013",,83
182,Elegy,Samuel Go…,"$3,577,210","$104,168",142
183,Happy-Go-Lucky,Miramax,"$3,512,016","$73,867",202
184,Jodhaa Akbar,UTV Commu…,"$3,444,629","$1,250,000",100
185,Il y a longtemps que je t'aime,,"$3,169,305","$51,831",69
186,"Synecdoche, New York",Sony Pict…,"$3,083,538","$172,194",119
187,Blindness,Miramax,"$3,073,392","$1,950,260","1,690"
188,Bikur Ha-Tizmoret,Sony Pict…,"$3,053,823","$67,492",121
189,Man on Wire,Magnolia …,"$2,962,242","$51,392",93
190,Choke,Fox Searc…,"$2,926,565","$1,319,286",463
191,How to Lose Friends & Alienate People,MGM,"$2,775,593","$1,430,294","1,750"
192,Babine,,"$2,626,308","$449,948",76
193,Singh is Kinng,Studio 18,"$2,523,511","$1,198,721",112
194,Frozen River,Sony Pict…,"$2,511,476","$70,234",96
195,Ghajini,AdLab Films,"$2,430,631","$766,859",83
196,Redbelt,Sony Pict…,"$2,344,847","$63,361","1,379"
197,Waltz with Bashir,Sony Pict…,"$2,283,849","$50,021",208
198,The Fall,Roadside …,"$2,280,348","$79,611",111
199,Transsiberian,First Look,"$2,203,641","$34,615",154
200,Hors de Prix,Samuel Go…,"$2,164,670","$116,308",44
