Rank,Movie,Distributor,Domestic,Opening,Max
70,Nanny McPhee,Universal,"$47,279,279","$14,503,650","2,148"
71,Silent Hill,Sony Pict…,"$46,982,632","$20,152,598","2,932"
72,We Are Marshall,Warner Bros.,"$43,545,364","$6,114,264","2,608"
73,Glory Road,Walt Disney,"$42,647,449","$13,594,734","2,397"
74,Lady in the Water,Warner Bros.,"$42,285,169","$18,044,396","3,235"
75,The Hills Have Eyes,Fox Searc…,"$41,778,863","$15,708,512","2,621"
76,John Tucker Must Die,20th Cent…,"$41,011,711","$14,276,534","2,566"
77,Stranger Than Fiction,Sony Pict…,"$40,435,190","$13,411,093","2,270"
78,The Illusionist,Yari Film…,"$39,868,642","$927,956","1,438"
79,The Texas Chainsaw Massacre: The Beginning,New Line,"$39,517,763","$18,508,228","2,820"
80,The Grudge 2,Sony Pict…,"$39,143,839","$20,825,300","3,214"
81,Gridiron Gang,Sony Pict…,"$38,432,823","$14,414,630","3,510"
82,Last Holiday,Paramount…,"$38,399,961","$12,806,188","2,514"
83,El Laberinto del Fauno,Picturehouse,"$37,634,615","$568,641","1,143"
84,The Nativity Story,New Line,"$37,629,831","$7,849,304","3,083"
85,Man of the Year,Universal,"$37,442,180","$12,299,380","2,626"
86,The Wild,Walt Disney,"$37,384,046","$9,684,809","2,854"
87,16 Blocks,Warner Bros.,"$36,895,141","$11,855,260","2,706"
88,Accepted,Universal,"$36,580,083","$10,023,835","2,917"
89,The Sentinel,20th Cent…,"$36,280,697","$14,367,854","2,851"
90,Children of Men,Universal,"$35,552,383","$501,003","1,524"
91,Deck the Halls,20th Cent…,"$35,093,569","$12,001,256","3,205"
92,Take the Lead,New Line,"$34,742,066","$12,051,277","3,009"
93,Babel,Paramount…,"$34,302,837","$389,351","1,251"
94,Snakes on a Plane,New Line,"$34,020,814","$15,206,301","3,555"
95,She’s the Man,Paramount…,"$33,889,159","$10,730,372","2,631"
96,Flags of Our Fathers,Paramount…,"$33,602,376","$10,245,190","2,375"
97,United 93,Universal,"$31,567,134","$11,478,360","1,871"
98,Employee of the Month,Lionsgate,"$28,444,855","$11,407,751","2,579"
99,Garfield: A Tail of Two Kitties,20th Cent…,"$28,426,747","$7,288,977","2,981"
100,The Ant Bully,Warner Bros.,"$28,142,535","$8,432,465","3,050"
101,Crank,Lionsgate,"$27,838,408","$10,457,367","2,515"
102,Stick It,Walt Disney,"$26,910,736","$10,803,610","2,044"
103,The Descent,Lionsgate,"$26,024,456","$8,911,330","2,095"
104,Thank You For Smoking,Fox Searc…,"$24,793,509","$262,923","1,020"
105,Huo Yuan Jia,Focus/Rog…,"$24,633,730","$10,590,244","1,810"
106,The Wicker Man,Warner Bros.,"$24,413,467","$9,610,204","2,784"
107,Clerks II,MGM,"$24,148,068","$10,061,132","2,150"
108,An Inconvenient Truth,Paramount…,"$24,146,161","$281,330",587
109,The Covenant,Sony Pict…,"$23,364,784","$8,852,458","2,681"
110,Stay Alive,Walt Disney,"$23,086,480","$10,726,406","2,009"
111,The Black Dahlia,Universal,"$22,672,813","$10,005,895","2,236"
112,My Super Ex-Girlfriend,20th Cent…,"$22,530,295","$8,603,460","2,702"
113,Lucky Number Slevin,MGM,"$22,495,466","$7,031,921","1,989"
114,Waist Deep,Focus/Rog…,"$21,344,312","$9,404,180","1,006"
115,ATL,Warner Bros.,"$21,170,563","$11,554,404","1,602"
116,Flicka,20th Cent…,"$21,000,147","$7,703,551","2,877"
117,A Prairie Home Companion,Picturehouse,"$20,342,852","$4,566,293",767
118,Pulse,Weinstein…,"$20,264,436","$8,203,822","2,323"
119,Beerfest,Warner Bros.,"$19,185,184","$7,031,228","2,964"
120,Akeelah and the Bee,Lionsgate,"$18,848,430","$6,011,585","2,195"
121,The Marine,20th Cent…,"$18,844,784","$7,138,774","2,545"
122,Aquamarine,20th Cent…,"$18,597,342","$7,482,669","2,538"
123,Ultraviolet,Sony Pict…,"$18,522,064","$9,064,880","2,558"
124,School for Scoundrels,MGM,"$17,807,569","$8,602,333","3,007"
125,The Last King of Scotland,Fox Searc…,"$17,606,684","$142,899",540
126,Notes on a Scandal,Fox Searc…,"$17,510,118","$414,487",682
127,Just My Luck,20th Cent…,"$17,326,650","$5,692,285","2,543"
128,Annapolis,Walt Disney,"$17,127,992","$7,681,171","1,607"
129,Unaccompanied Minors,Warner Bros.,"$16,655,224","$5,815,474","2,775"
130,An American Haunting,Freestyle…,"$16,298,046","$5,783,508","1,703"
131,Black Christmas,MGM,"$16,235,738","$3,723,364","1,544"
132,Marie Antoinette,Sony Pict…,"$15,962,471","$5,361,050",870
133,Larry the Cable Guy: Health Inspector,Lionsgate,"$15,680,099","$6,922,767","1,747"
134,See No Evil,Lionsgate,"$15,032,800","$4,581,233","1,270"
135,Tristan & Isolde,20th Cent…,"$14,734,633","$6,583,135","1,845"
136,Everyone's Hero,20th Cent…,"$14,523,101","$6,061,762","2,898"
137,Hollywoodland,Focus Fea…,"$14,426,251","$5,926,177","1,551"
138,Letters from Iwo Jima,Warner Bros.,"$13,756,082","$89,097",781
139,One Night with the King,Rocky Mou…,"$13,395,961","$4,106,862",909
140,Friends with Money,Sony Pict…,"$13,368,437","$589,332","1,010"
141,Flyboys,MGM,"$13,090,630","$6,004,219","2,033"
142,How to Eat Fried Worms,New Line,"$13,040,527","$4,003,537","1,870"
143,Volver,Sony Pict…,"$12,899,867","$197,703",689
144,"Bon Cop, Bad Cop",Alliance …,"$12,671,300",,260
145,Idlewild,Universal,"$12,669,914","$5,745,780",975
146,Freedomland,Sony Pict…,"$12,512,886","$5,833,562","2,361"
147,Tom yum goong,Weinstein…,"$12,044,087","$5,034,180","1,541"
148,Zoom,Sony Pict…,"$11,989,328","$4,510,408","2,501"
149,End of the Spear,M Power R…,"$11,748,661","$4,281,388","1,163"
150,Dave Chappelle's Block Party,Focus Fea…,"$11,718,595","$6,214,723","1,200"
151,The Last Kiss,Paramount…,"$11,614,790","$4,627,989","1,359"
152,Something New,Focus Fea…,"$11,468,568","$4,879,736","1,266"
153,Material Girls,MGM,"$11,449,638","$4,603,121","1,509"
154,Bobby,MGM,"$11,242,801","$69,039","1,670"
155,Scoop,Focus/Rog…,"$10,525,717","$3,046,924",541
156,Roving Mars,Walt Disney,"$10,407,978","$412,337",27
157,Facing the Giants,IDP/Goldw…,"$10,178,331","$1,343,537",441
158,The Fountain,Warner Bros.,"$10,144,010","$3,768,702","1,670"
159,Transamerica,Weinstein…,"$9,015,303","$46,908",656
160,Tenacious D in: The Pick of Destiny,New Line,"$8,334,575","$3,234,879","1,919"
161,Hoot,New Line,"$8,117,637","$3,368,197","3,018"
162,The Painted Veil,Warner In…,"$8,060,487","$51,085",352
163,The Night Listener,Miramax,"$7,836,393","$3,554,134","1,370"
164,Slither,Universal,"$7,802,450","$3,880,270","1,946"
165,The Return,Focus Fea…,"$7,744,785","$4,479,621","1,986"
166,Doogal,Weinstein…,"$7,578,946","$3,605,899","2,319"
167,A Good Year,20th Cent…,"$7,459,300","$3,721,526","2,067"
168,American Dreamz,Universal,"$7,314,027","$3,667,420","1,500"
169,All the King's Men,Sony Pict…,"$7,221,458","$3,672,366","1,520"
170,Phat Girlz,Fox Searc…,"$7,061,128","$3,109,924","1,060"
171,Turistas,20th Cent…,"$7,027,762","$3,582,554","1,572"
172,Crossover,Sony Pict…,"$7,009,668","$3,767,567","1,023"
173,Running With Scissors,Sony Pict…,"$6,860,000","$226,108",586
174,Running Scared,New Line,"$6,855,137","$3,381,974","1,611"
175,Man cheng jin dai huang jin jia,Sony Pict…,"$6,566,773","$478,771","1,234"
176,Grandma’s Boy,20th Cent…,"$6,090,172","$3,009,341","2,016"
177,Basic Instinct 2,Sony Pict…,"$5,946,136","$3,201,420","1,453"
178,For Your Consideration,Warner In…,"$5,549,923","$372,012",625
179,Water,Fox Searc…,"$5,529,144","$56,280",91
180,A Scanner Darkly,Warner Bros.,"$5,501,616","$391,672",263
181,Little Children,New Line,"$5,463,019","$97,953",115
182,La science des rêves,Warner In…,"$4,670,644","$347,925",243
183,Let's Go to Prison,Universal,"$4,630,045","$2,220,050","1,495"
184,Keeping Up with the Steins,Miramax,"$4,339,241","$653,723",163
185,Catch a Fire,Focus Fea…,"$4,299,773","$2,026,997","1,306"
186,Goal! The Dream Begins,Walt Disney,"$4,283,255","$1,921,838","1,007"
187,Van Wilder Deux: The Rise of Taj,MGM,"$4,261,350","$2,313,372","1,979"
188,Trailer Park Boys: The Movie,Alliance …,"$3,833,507","$1,597,979",204
189,Venus,Miramax,"$3,347,411","$35,604",168
190,Harsh Times,MGM,"$3,337,931","$1,968,505",956
191,Art School Confidential,Sony Pict…,"$3,297,137","$135,733",762
192,Kabhi Alvida Naa Kehna,Yash Raj …,"$3,275,443","$1,351,786",64
193,Boynton Beach Club,Wingate D…,"$3,127,472","$54,374",63
194,Wordplay,IFC Films,"$3,121,270","$32,847",154
195,Miss Potter,MGM,"$3,005,605","$9,653",102
196,Tsotsi,Miramax,"$2,912,606","$76,324",122
197,Peaceful Warrior,Universal,"$2,893,666","$80,602",615
198,La mujer de mi hermano,Lionsgate,"$2,808,241","$1,018,750",217
199,The History Boys,Fox Searc…,"$2,730,296","$100,803",165
200,Half Nelson,ThinkFilm,"$2,697,938","$53,983",105
