Rank,Movie,Distributor,Domestic,Opening,Max
1,American Sniper,Warner Bros.,"$350,126,372","$633,456","3,885"
2,The Hunger Games: Mockingjay - Part 1,Lionsgate,"$337,135,885","$121,897,634","4,151"
3,Guardians of the Galaxy,Walt Disney,"$333,714,112","$94,320,883","4,088"
4,Captain America: The Winter Soldier,Walt Disney,"$259,746,958","$95,023,721","3,938"
5,The Lego Movie,Warner Bros.,"$257,784,718","$69,050,279","3,890"
6,The Hobbit: The Battle of the Five Armies,Warner Bros.,"$255,119,788","$54,724,334","3,875"
7,Transformers: Age of Extinction,Paramount…,"$245,439,076","$100,038,390","4,233"
8,Maleficent,Walt Disney,"$241,407,328","$69,431,298","3,948"
9,X-Men: Days of Future Past,20th Cent…,"$233,921,534","$90,823,660","4,001"
10,Big Hero 6,Walt Disney,"$222,527,828","$56,215,889","3,773"
11,Dawn of the Planet of the Apes,20th Cent…,"$208,545,589","$72,611,427","3,969"
12,The Amazing Spider-Man 2,Sony Pict…,"$202,853,933","$91,608,337","4,324"
13,Godzilla,Warner Bros.,"$200,676,069","$93,188,384","3,952"
14,22 Jump Street,Sony Pict…,"$191,719,337","$57,071,445","3,426"
15,Teenage Mutant Ninja Turtles,Paramount…,"$191,204,754","$65,575,105","3,980"
16,Interstellar,Paramount…,"$188,017,894","$47,510,360","3,561"
17,How to Train Your Dragon 2,20th Cent…,"$177,002,924","$49,451,322","4,268"
18,Gone Girl,20th Cent…,"$167,767,189","$37,513,109","3,284"
19,Divergent,Lionsgate,"$150,947,895","$54,607,747","3,936"
20,Neighbors,Universal,"$150,086,800","$49,033,915","3,311"
21,Ride Along,Universal,"$134,202,565","$41,516,170","2,867"
22,Rio 2,20th Cent…,"$131,538,435","$39,327,869","3,975"
23,Into the Woods,Walt Disney,"$128,002,372","$31,051,923","2,833"
24,Lucy,Universal,"$126,573,960","$43,899,340","3,202"
25,The Fault in Our Stars,20th Cent…,"$124,872,350","$48,002,523","3,340"
26,Unbroken,Universal,"$115,637,895","$30,621,445","3,301"
27,Night at the Museum: Secret of the Tomb,20th Cent…,"$113,746,621","$17,100,520","3,914"
28,Mr. Peabody & Sherman,20th Cent…,"$111,506,430","$32,207,057","3,951"
29,300: Rise of an Empire,Warner Bros.,"$106,580,051","$45,038,460","3,490"
30,The Maze Runner,20th Cent…,"$102,427,862","$32,512,804","3,638"
31,The Equalizer,Sony Pict…,"$101,530,738","$34,137,828","3,236"
32,Noah,Paramount…,"$101,200,044","$43,720,472","3,571"
33,Edge of Tomorrow,Warner Bros.,"$100,206,256","$28,760,246","3,505"
34,Non-Stop,Universal,"$91,742,160","$28,875,635","3,183"
35,Heaven is for Real,Sony Pict…,"$91,386,097","$22,522,221","3,048"
36,The Imitation Game,Weinstein…,"$91,125,143","$479,352","2,402"
37,Dumb and Dumber To,Universal,"$86,208,010","$36,111,775","3,188"
38,Annie,Sony Pict…,"$85,911,262","$15,861,939","3,197"
39,Fury,Sony Pict…,"$85,817,906","$23,702,421","3,313"
40,Tammy,Warner Bros.,"$84,525,432","$21,577,049","3,465"
41,Annabelle,Warner Bros.,"$84,273,813","$37,134,255","3,215"
42,The Other Woman,20th Cent…,"$83,911,193","$24,763,752","3,306"
43,Penguins of Madagascar,20th Cent…,"$83,350,911","$25,447,444","3,775"
44,Let’s Be Cops,20th Cent…,"$82,390,774","$17,813,722","3,140"
45,The Monuments Men,Sony Pict…,"$78,031,620","$22,003,433","3,083"
46,Hercules,Paramount…,"$72,688,614","$29,800,263","3,595"
47,The Purge: Anarchy,Universal,"$71,562,550","$29,816,675","2,856"
48,"Alexander and the Terrible, Horrible, No Good, …",Walt Disney,"$66,954,149","$18,360,230","3,176"
49,Think Like a Man Too,Sony Pict…,"$65,028,687","$29,241,911","3,049"
50,Exodus: Gods and Kings,20th Cent…,"$65,014,513","$24,115,934","3,503"
