Rank,Movie,Distributor,Domestic,Opening,Max
51,The Nut Job,Open Road,"$64,251,538","$19,405,000","3,472"
52,God’s Not Dead,Pure Flix…,"$60,755,732","$9,244,641","1,860"
53,Son of God,20th Cent…,"$59,700,064","$25,601,865","3,271"
54,Planes: Fire and Rescue,Walt Disney,"$59,157,732","$17,509,407","3,839"
55,The Grand Budapest Hotel,Fox Searc…,"$59,076,019","$811,166","1,467"
56,RoboCop,Sony Pict…,"$58,607,007","$21,681,430","3,372"
57,Dracula Untold,Universal,"$55,991,880","$23,514,615","2,900"
58,Horrible Bosses 2,Warner Bros.,"$54,445,357","$15,457,418","3,400"
59,The Hundred-Foot Journey,Walt Disney,"$54,235,441","$10,979,290","2,167"
60,No Good Deed,Sony Pict…,"$52,543,632","$24,250,283","2,175"
61,Muppets Most Wanted,Walt Disney,"$51,178,893","$17,005,126","3,194"
62,Ouija,Universal,"$50,856,010","$19,875,995","2,899"
63,The Boxtrolls,Focus Fea…,"$50,837,305","$17,275,239","3,464"
64,Jack Ryan: Shadow Recruit,Paramount…,"$50,577,412","$15,451,981","3,387"
65,If I Stay,Warner Bros.,"$50,474,843","$15,679,190","3,157"
66,The Book of Life,20th Cent…,"$50,151,543","$17,005,218","3,113"
67,About Last Night,Sony Pict…,"$48,637,684","$25,649,011","2,253"
68,Into the Storm,Warner Bros.,"$47,602,194","$17,346,427","3,434"
69,The Judge,Warner Bros.,"$47,119,388","$13,116,226","3,003"
70,Jersey Boys,Warner Bros.,"$47,047,013","$13,319,371","2,905"
71,Blended,Warner Bros.,"$46,290,741","$14,284,031","3,555"
72,The Giver,Weinstein…,"$45,090,374","$12,305,016","3,003"
73,St. Vincent,Weinstein…,"$44,137,712","$109,878","2,552"
74,Need for Speed,Walt Disney,"$43,568,507","$17,844,939","3,115"
75,John Wick,Lionsgate,"$43,037,835","$14,415,922","2,589"
76,A Million Ways to Die in The West,Universal,"$42,720,965","$16,797,385","3,160"
77,Birdman or (The Unexpected Virtue of Ignorance),Fox Searc…,"$42,340,598","$424,397","1,213"
78,Dolphin Tale 2,Warner Bros.,"$42,024,533","$15,873,397","3,656"
79,The Expendables 3,Lionsgate,"$39,322,544","$15,879,645","3,221"
80,Earth to Echo,Relativity,"$38,934,842","$8,364,199","3,230"
81,Sex Tape,Sony Pict…,"$38,543,473","$14,608,152","3,062"
82,Wild,Fox Searc…,"$37,880,356","$606,810","1,361"
83,Million Dollar Arm,Walt Disney,"$36,447,959","$10,515,659","3,019"
84,The Theory of Everything,Focus Fea…,"$35,893,537","$208,763","1,220"
85,This is Where I Leave You,Warner Bros.,"$34,296,320","$11,558,149","2,868"
86,The Gambler,Paramount…,"$33,680,992",,"2,494"
87,Paranormal Activity: The Marked Ones,Paramount…,"$32,462,372","$18,343,611","2,883"
88,Nightcrawler,Open Road,"$32,381,218","$10,441,000","2,766"
89,Chef,Open Road,"$31,424,004","$204,961","1,298"
90,3 Days to Kill,Relativity,"$30,697,999","$12,242,218","2,872"
91,Deliver Us from Evil,Sony Pict…,"$30,577,122","$9,740,471","3,049"
92,Get on Up,Universal,"$30,569,935","$13,585,915","2,469"
93,When the Game Stands Tall,Sony Pict…,"$30,127,963","$8,381,509","2,766"
94,Draft Day,Lionsgate,"$28,842,237","$9,783,603","2,781"
95,Oculus,Relativity,"$27,695,246","$12,005,402","2,648"
96,The Best of Me,Relativity,"$26,766,213","$10,003,827","2,936"
97,That Awkward Moment,FilmDistrict,"$26,068,955","$8,742,109","2,809"
98,A Walk Among the Tombstones,Universal,"$26,017,685","$12,758,780","2,714"
99,Her,Warner Bros.,"$25,568,251","$260,382","2,005"
100,Boyhood,IFC Films,"$25,379,975","$387,618",775
101,Top Five,Paramount…,"$25,317,379","$6,896,593","1,426"
102,The November Man,Relativity,"$25,018,119","$7,911,597","2,776"
103,Endless Love,Universal,"$23,438,250","$13,307,125","2,896"
104,Pompeii,Sony Pict…,"$23,169,033","$10,340,823","2,658"
105,Transcendence,Warner Bros.,"$23,022,309","$10,886,386","3,455"
106,"As Above, So Below",Universal,"$21,222,315","$8,632,820","2,650"
107,Brick Mansions,Relativity,"$20,396,829","$9,516,855","2,647"
108,"I, Frankenstein",Lionsgate,"$19,075,290","$8,610,441","2,753"
109,The Legend of Hercules,Lionsgate,"$18,848,538","$8,868,318","2,104"
110,Bears,Walt Disney,"$17,780,194","$4,776,267","1,790"
111,Addicted,Lionsgate,"$17,390,770","$7,485,346","1,037"
112,A Haunted House 2,Open Road,"$17,329,487","$8,843,875","2,310"
113,A Most Wanted Man,Roadside …,"$17,237,855","$2,686,526",808
114,Begin Again,Weinstein…,"$16,170,632","$134,064","1,302"
115,Tyler Perry's The Single Moms Club,Lionsgate,"$15,995,891","$8,075,111","1,896"
116,Devil's Due,20th Cent…,"$15,821,461","$8,308,220","2,544"
117,And So It Goes,Clarius E…,"$15,160,801","$4,642,329","1,816"
118,Step Up All In,Lionsgate,"$14,904,384","$6,469,857","2,072"
119,Beyond the Lights,Relativity,"$14,618,727","$6,200,284","1,789"
120,Big Eyes,Weinstein…,"$14,482,031","$3,001,738","1,408"
121,America: Imagine a World Without Her,Lionsgate,"$14,444,502","$38,608","1,105"
122,Left Behind,Freestyle…,"$14,019,924","$6,300,146","1,887"
123,Sin City: A Dame to Kill For,Weinstein…,"$13,757,804","$6,317,683","2,894"
124,Labor Day,Paramount…,"$13,371,528","$5,175,282","2,584"
125,Whiplash,Sony Pict…,"$13,092,006","$135,388",567
126,Winter’s Tale,Warner Bros.,"$12,600,231","$7,297,694","2,965"
127,Foxcatcher,Sony Pict…,"$12,096,300","$270,877",759
128,Island of Lemurs: Madagascar,Warner Bros.,"$11,716,764","$188,307",302
129,Belle,Fox Searc…,"$10,726,630","$106,578","1,114"
130,The Drop,Fox Searc…,"$10,724,389","$4,104,552","1,192"
131,P.K.,UTV Commu…,"$10,616,104","$3,565,258",272
132,Magic in the Moonlight,Sony Pict…,"$10,534,510","$412,095",964
133,Sabotage,Open Road,"$10,508,518","$5,272,444","2,486"
134,Moms’ Night Out,Sony Pict…,"$10,429,707","$4,311,083","1,046"
135,The Quiet Ones,Lionsgate,"$8,509,867","$3,880,053","2,027"
136,Legends of Oz: Dorothy’s Return,Clarius E…,"$8,462,347","$3,747,780","2,658"
137,Inherent Vice,Warner Bros.,"$8,110,975","$328,184",653
138,Vampire Academy,Weinstein…,"$7,791,979","$3,921,742","2,676"
139,Bad Words,Focus Fea…,"$7,779,614","$113,301","1,074"
140,Cantinflas,Lionsgate,"$6,382,924","$2,661,253",429
141,The Interview,Sony Pict…,"$6,105,175",,581
142,Meet the Mormons,Purdie Di…,"$6,047,363","$2,509,808",333
143,A Most Violent Year,A24,"$5,749,134","$172,788",818
144,Cesar Chavez,Lionsgate,"$5,571,497","$2,861,528",664
145,The Skeleton Twins,Lionsgate…,"$5,284,309","$380,691",461
146,Kaze Tachinu,Walt Disney,"$5,201,879","$313,751",496
147,Snowpiercer,RADiUS-TWC,"$4,563,029","$171,187",356
148,The Railway Man,Weinstein…,"$4,438,438","$18,078",600
149,Dear White People,Lionsgate…,"$4,404,154","$347,959",392
150,The Lunchbox,Sony Pict…,"$4,231,500","$44,542",165
151,My Old Lady,Cohen Med…,"$4,011,530","$124,680",170
152,Mr. Turner,Sony Pict…,"$3,958,546","$108,638",217
153,Ida,Music Box…,"$3,827,060","$55,438",137
154,Fading Gigolo,Alchemy,"$3,747,833","$180,801",356
155,Calvary,Fox Searc…,"$3,600,006","$74,149",322
156,Wish I Was Here,Focus Fea…,"$3,591,299","$484,401",753
157,What If,CBS Films,"$3,493,000","$133,898",787
158,The Grand Seduction,Entertain…,"$3,409,304","$323,743",124
159,Veronica Mars,Warner Bros.,"$3,322,127","$1,988,351",347
160,Before I Go to Sleep,Clarius E…,"$3,242,457","$1,843,347","1,935"
161,Rosewater,Open Road,"$3,128,941","$1,154,303",371
162,Obvious Child,A24,"$3,122,616","$77,315",202
163,The Trip to Italy,IFC Films,"$2,873,758","$80,522",200
164,Myeong-ryang,CJ Entert…,"$2,830,989","$43,000",51
165,The Identical,Freestyle…,"$2,827,666","$1,587,137","1,956"
166,The Fluffy Movie,Open Road,"$2,827,393","$1,311,446",432
167,CitizenFour,RADiUS-TWC,"$2,800,870","$126,321",105
168,Saving Christmas,Samuel Go…,"$2,778,297","$992,087",410
169,The Pyramid,20th Cent…,"$2,756,333","$1,369,935",685
170,The Good Lie,Warner Bros.,"$2,722,209","$841,422",461
171,Serbuan maut 2: Berandal,Sony Pict…,"$2,625,803","$165,292",954
172,Under the Skin,A24,"$2,614,251","$133,154",176
173,Bang Bang,FIP,"$2,581,138",,271
174,Kick,UTV Commu…,"$2,472,695","$1,071,373",180
175,Kill the Messenger,Focus Fea…,"$2,450,846","$941,809",427
176,The Homesman,Roadside …,"$2,429,989","$45,433",222
177,2014 Oscar Shorts,ShortsHD,"$2,357,890","$329,505",148
178,Gukjesijang,CJ Entert…,"$2,305,912",,38
179,Love is Strange,Sony Pict…,"$2,262,555","$117,276",138
180,2 States,UTV Commu…,"$2,238,175","$1,066,054",137
181,Le Week-End,Music Box…,"$2,225,098","$43,608",157
182,Words and Pictures,Roadside …,"$2,171,257","$87,879",216
183,Gloria,Roadside …,"$2,110,357","$58,775",112
184,Trailer Park Boys 3: Don’t Legalize It,Entertain…,"$2,090,607",,78
185,The Immigrant,RADiUS-TWC,"$2,013,456","$44,064",150
186,Dr. Cabbie,Eros Ente…,"$1,986,209","$118,732",220
187,Only Lovers Left Alive,Sony Pict…,"$1,876,685","$87,989",95
188,Tusk,A24,"$1,821,983","$846,831",602
189,Tim's Vermeer,Sony Pict…,"$1,670,806","$49,777",129
190,Persecuted,One Media…,"$1,557,494","$851,391",736
191,Fed Up,RADiUS-TWC,"$1,538,898","$126,028",104
192,Awake: The Life of Yogananda,Counterpo…,"$1,511,750","$18,885",21
193,Finding Vivian Maier,IFC Films,"$1,509,131","$63,600",97
194,Kaguyahime no monogatari,GKIDS,"$1,506,975","$54,915",29
195,Pride,CBS Films,"$1,447,022","$81,971",124
196,"Deux jours, une nuit",Sundance …,"$1,423,552","$48,236",120
197,Locke,A24,"$1,370,646","$81,006",121
198,Gimme Shelter,Roadside …,"$1,359,910","$689,070",385
199,Turist,Magnolia …,"$1,359,497","$23,309",68
200,Singham Returns,Eros Ente…,"$1,226,581","$654,045",127
