Rank,Release Group,Worldwide,Domestic,%,Foreign,%
56,Little Man,"$104,003,322","$58,645,052",56.40%,"$45,358,270",43.60%
57,The Wild,"$102,338,515","$37,384,046",36.50%,"$64,954,469",63.50%
58,Little Miss Sunshine,"$101,058,954","$59,891,098",59.30%,"$41,167,856",40.70%
59,Silent Hill,"$100,605,135","$46,982,632",46.70%,"$53,622,503",53.30%
60,The Good Shepherd,"$100,266,865","$59,952,835",59.80%,"$40,314,030",40.20%
61,Nacho Libre,"$99,255,460","$80,197,993",80.80%,"$19,057,467",19.20%
62,Deep Sea,"$98,230,905","$46,412,757",47.20%,"$51,818,148",52.80%
63,The Guardian,"$94,973,540","$55,011,732",57.90%,"$39,961,808",42.10%
64,The Host,"$89,431,890","$2,201,923",2.50%,"$87,229,967",97.50%
65,The Illusionist,"$87,892,388","$39,868,642",45.40%,"$48,023,746",54.60%
66,RV,"$87,528,173","$71,726,025",81.90%,"$15,802,148",18.10%
67,The Shaggy Dog,"$87,134,280","$61,123,569",70.10%,"$26,010,711",29.90%
68,Date Movie,"$85,749,034","$48,548,426",56.60%,"$37,200,608",43.40%
69,Volver,"$85,585,177","$12,899,867",15.10%,"$72,685,310",84.90%
70,Jackass Number Two,"$84,645,164","$72,778,712",86%,"$11,866,452",14%
71,French Fried Vacation 3: Friends Forever,"$84,152,064",-,-,"$84,152,064",100%
72,Pan's Labyrinth,"$83,850,267","$37,634,615",44.90%,"$46,215,652",55.10%
73,Firewall,"$82,751,189","$48,751,189",58.90%,"$34,000,000",41.10%
74,Hostel,"$81,979,826","$47,326,473",57.70%,"$34,653,353",42.30%
75,The Sentinel,"$78,810,595","$36,280,697",46%,"$42,529,898",54%
76,Curse of the Golden Flower,"$78,568,977","$6,566,773",8.40%,"$72,002,204",91.60%
77,The Lives of Others,"$77,356,942","$11,286,112",14.60%,"$66,070,830",85.40%
78,United 93,"$76,700,659","$31,483,450",41%,"$45,217,209",59%
79,Lady in the Water,"$72,785,169","$42,285,169",58.10%,"$30,500,000",41.90%
80,The Grudge 2,"$70,711,175","$39,143,839",55.40%,"$31,567,336",44.60%
81,Children of Men,"$70,455,770","$35,552,383",50.50%,"$34,903,387",49.50%
82,The Hills Have Eyes,"$70,008,952","$41,778,863",59.70%,"$28,230,089",40.30%
83,Curious George,"$69,865,924","$58,360,760",83.50%,"$11,505,164",16.50%
84,John Tucker Must Die,"$68,844,775","$41,011,711",59.60%,"$27,833,064",40.40%
85,Letters from Iwo Jima,"$68,673,228","$13,756,082",20%,"$54,917,146",80%
86,Tales from Earthsea,"$68,625,104",-,-,"$68,625,104",100%
87,Fearless,"$68,072,848","$24,633,730",36.20%,"$43,439,118",63.80%
88,When a Stranger Calls,"$67,062,123","$47,860,214",71.40%,"$19,201,909",28.60%
89,Take the Lead,"$66,499,627","$34,742,066",52.20%,"$31,757,561",47.80%
90,Flags of Our Fathers,"$65,900,249","$33,602,376",51%,"$32,297,873",49%
91,16 Blocks,"$65,664,721","$36,895,141",56.20%,"$28,769,580",43.80%
92,The Benchwarmers,"$64,962,629","$59,843,754",92.10%,"$5,118,875",7.90%
93,Madea's Family Reunion,"$63,368,939","$63,318,000",99.90%,"$50,939",<0.1%
94,Snakes on a Plane,"$62,022,014","$34,020,814",54.90%,"$28,001,200",45.10%
95,My Super Ex-Girlfriend,"$61,108,981","$22,530,295",36.90%,"$38,578,686",63.10%
96,Marie Antoinette,"$60,917,189","$15,962,471",26.20%,"$44,954,718",73.80%
97,Limit of Love: Umizaru,"$60,369,589",-,-,"$60,369,589",100%
98,Invincible,"$58,480,828","$57,806,952",98.80%,"$673,876",1.20%
99,She's the Man,"$57,194,667","$33,741,133",59%,"$23,453,534",41%
100,Lucky Number Slevin,"$56,308,881","$22,495,466",40%,"$33,813,415",60%
101,The Ant Bully,"$55,181,129","$28,142,535",51%,"$27,038,594",49%
102,Stranger Than Fiction,"$53,653,224","$40,660,952",75.80%,"$12,992,272",24.20%
103,The Texas Chainsaw Massacre: The Beginning,"$51,764,406","$39,517,763",76.30%,"$12,246,643",23.70%
104,Doomsday: The Sinking of Japan,"$51,127,401",-,-,"$51,127,401",100%
105,Notes on a Scandal,"$49,814,392","$17,510,118",35.20%,"$32,304,274",64.80%
106,An Inconvenient Truth,"$49,782,012","$24,146,161",48.50%,"$25,635,851",51.50%
107,The Black Dahlia,"$49,332,692","$22,545,080",45.70%,"$26,787,612",54.30%
108,The Last King of Scotland,"$48,618,191","$17,606,684",36.20%,"$31,011,507",63.80%
109,Suite Dreams,"$48,090,431",-,-,"$48,090,431",100%
110,Death Note: The Last Name,"$47,917,637",-,-,"$47,917,637",100%
111,Deck the Halls,"$47,232,776","$35,093,569",74.30%,"$12,139,207",25.70%
112,The Nativity Story,"$46,432,264","$37,629,831",81%,"$8,802,433",19%
113,We Are Marshall,"$43,545,364","$43,545,364",100%,-,-
114,Last Holiday,"$43,451,846","$38,399,961",88.40%,"$5,051,885",11.60%
115,Glory Road,"$42,938,449","$42,647,449",99.30%,"$291,000",0.70%
116,Crank,"$42,931,041","$27,838,408",64.80%,"$15,092,633",35.20%
117,Man of the Year,"$42,472,472","$37,327,390",87.90%,"$5,145,082",12.10%
118,A Good Year,"$42,269,923","$7,459,300",17.60%,"$34,810,623",82.40%
119,200 Pounds Beauty,"$42,013,016",-,-,"$42,013,016",100%
120,Gridiron Gang,"$41,480,851","$38,432,823",92.70%,"$3,048,028",7.30%
121,Thank You for Smoking,"$39,323,027","$24,793,509",63.10%,"$14,529,518",36.90%
122,Scoop,"$39,220,946","$10,525,717",26.80%,"$28,695,229",73.20%
123,Tazza: The High Rollers,"$39,212,715",-,-,"$39,212,715",100%
124,The Wicker Man,"$38,805,380","$23,649,127",60.90%,"$15,156,253",39.10%
125,Basic Instinct 2,"$38,629,478","$5,971,336",15.50%,"$32,658,142",84.50%
126,Accepted,"$38,623,262","$36,323,505",94%,"$2,299,757",6%
127,Employee of the Month,"$38,528,984","$28,444,855",73.80%,"$10,084,129",26.20%
128,Day Watch,"$38,411,815",-,-,"$38,411,815",100%
129,Just My Luck,"$38,159,905","$17,326,650",45.40%,"$20,833,255",54.60%
130,Camping,"$37,912,041",-,-,"$37,912,041",100%
131,The Covenant,"$37,598,767","$23,380,495",62.20%,"$14,218,272",37.80%
132,Miss Potter,"$35,078,241","$3,005,605",8.60%,"$32,072,636",91.40%
133,Bambi 2: The Great Prince of the Forest,"$34,958,637",-,-,"$34,958,637",100%
134,Love and Honor,"$33,755,574","$60,910",0.20%,"$33,694,664",99.80%
135,Tell No One,"$33,406,992","$6,177,192",18.50%,"$27,229,800",81.50%
136,7 Dwarves: The Forest Is Not Enough,"$32,863,752",-,-,"$32,863,752",100%
137,Dhoom 2,"$32,396,427","$2,643,586",8.20%,"$29,752,841",91.80%
138,Stick It,"$31,976,848","$26,910,736",84.20%,"$5,066,112",15.80%
139,Deutschland. Ein Sommermärchen,"$31,257,991",-,-,"$31,257,991",100%
140,Ultraviolet,"$31,070,211","$18,535,812",59.70%,"$12,534,399",40.30%
141,Doraemon the Movie: Nobita's Dinosaur,"$30,963,292",-,-,"$30,963,292",100%
142,Twosabu ilchae,"$30,622,421",-,-,"$30,622,421",100%
143,Natale a New York,"$30,437,121",-,-,"$30,437,121",100%
144,I Do: How to Get Married and Stay Single,"$30,057,369",-,-,"$30,057,369",100%
145,Pulse,"$29,907,685","$20,264,436",67.80%,"$9,643,249",32.20%
146,Death Note,"$29,630,359",-,-,"$29,630,359",100%
147,An American Haunting,"$29,612,137","$16,298,046",55%,"$13,314,091",45%
148,The Valet,"$29,414,553","$1,926,800",6.60%,"$27,487,753",93.40%
149,Tristan + Isolde,"$28,047,963","$14,734,633",52.50%,"$13,313,330",47.50%
150,Priceless,"$27,949,650","$2,165,188",7.70%,"$25,784,462",92.30%
151,Pokémon Ranger and the Temple of the Sea,"$27,638,625",-,-,"$27,638,625",100%
152,Stay Alive,"$27,298,695","$23,086,480",84.60%,"$4,212,215",15.40%
153,Clerks II,"$26,984,975","$24,148,068",89.50%,"$2,836,907",10.50%
154,The Painted Veil,"$26,910,847","$8,060,487",30%,"$18,850,360",70%
155,Black Book,"$26,768,563","$4,398,532",16.40%,"$22,370,031",83.60%
156,Detective Conan: The Private Eyes' Requiem,"$26,251,232",-,-,"$26,251,232",100%
157,A Prairie Home Companion,"$25,978,867","$20,342,852",78.30%,"$5,636,015",21.70%
158,You Are So Beautiful,"$25,329,576",-,-,"$25,329,576",100%
159,Nada sô sô,"$25,300,338",-,-,"$25,300,338",100%
160,Kabhi Alvida Naa Kehna,"$25,229,168","$3,275,444",13%,"$21,953,724",87%
161,School for Scoundrels,"$23,947,685","$17,807,569",74.40%,"$6,140,116",25.60%
162,Stormbreaker,"$23,937,870","$677,646",2.80%,"$23,260,224",97.20%
163,Il mio miglior nemico,"$23,710,143",-,-,"$23,710,143",100%
164,Valley of the Wolves: Iraq,"$23,465,471",-,-,"$23,465,471",100%
165,Captain Alatriste: The Spanish Musketeer,"$23,321,954",-,-,"$23,321,954",100%
166,"OSS 117: Cairo, Nest of Spies","$23,055,884","$303,543",1.30%,"$22,752,341",98.70%
167,Aquamarine,"$22,989,957","$18,597,342",80.90%,"$4,392,615",19.10%
168,Days of Glory,"$22,963,701","$320,700",1.40%,"$22,643,001",98.60%
169,The Wind that Shakes the Barley,"$22,899,908","$1,836,089",8%,"$21,063,819",92%
170,The Banquet,"$22,598,772",-,-,"$22,598,772",100%
171,Asterix and the Vikings,"$22,501,596",-,-,"$22,501,596",100%
172,Fanaa,"$22,175,908","$2,105,352",9.50%,"$20,070,556",90.50%
173,The Marine,"$22,165,608","$18,844,784",85%,"$3,320,824",15%
174,Unaccompanied Minors,"$21,949,234","$16,655,224",75.90%,"$5,294,010",24.10%
175,Flicka,"$21,893,591","$21,000,147",95.90%,"$893,444",4.10%
176,Rob-B-Hood,"$21,836,580",-,-,"$21,836,580",100%
177,Wolfhound,"$21,573,338",-,-,"$21,573,338",100%
178,Black Christmas,"$21,510,851","$16,273,581",75.70%,"$5,237,270",24.30%
179,Waist Deep,"$21,353,303","$21,344,312",100%,"$8,991",<0.1%
180,ATL,"$21,170,563","$21,170,563",100%,-,-
181,Bobby,"$20,704,591","$11,242,801",54.30%,"$9,461,790",45.70%
182,Beerfest,"$20,387,597","$19,185,184",94.10%,"$1,202,413",5.90%
183,Don,"$19,640,129","$2,223,961",11.30%,"$17,416,168",88.70%
184,Movie: Marrying the Mafia 3 - Family Hustle,"$19,606,487",-,-,"$19,606,487",100%
185,Akeelah and the Bee,"$18,948,425","$18,848,430",99.50%,"$99,995",0.50%
186,See No Evil,"$18,564,467","$15,032,800",81%,"$3,531,667",19%
187,Hanbando,"$18,483,140",-,-,"$18,483,140",100%
188,Bandidas,"$18,381,890",-,-,"$18,381,890",100%
189,Friends with Money,"$18,245,244","$13,368,437",73.30%,"$4,876,807",26.70%
190,Krrish,"$18,041,250","$1,430,721",7.90%,"$16,610,529",92.10%
191,"Carry On, Munna Bhai","$17,897,527","$2,217,562",12.40%,"$15,679,965",87.60%
192,Flyboys,"$17,834,865","$13,090,630",73.40%,"$4,744,235",26.60%
193,Battle of the Warriors,"$17,812,601",-,-,"$17,812,601",100%
194,Memories of Tomorrow,"$17,696,020","$140,200",0.80%,"$17,555,820",99.20%
195,Grave Decisions,"$17,685,834",-,-,"$17,685,834",100%
196,Orchestra Seats,"$17,574,836","$2,044,858",11.60%,"$15,529,978",88.40%
197,Annapolis,"$17,496,992","$17,127,992",97.90%,"$369,000",2.10%
198,"Paris, je t'aime","$17,471,727","$4,899,278",28%,"$12,572,449",72%
199,Material Girls,"$16,907,725","$11,449,638",67.70%,"$5,458,087",32.30%
200,Zhara,"$16,877,870",-,-,"$16,877,870",100%
