Rank,Movie,Distributor,Domestic,Opening,Max
27,Life of Pi,20th Cent…,"$124,987,022","$22,451,514","2,946"
28,Magic Mike,Warner Bros.,"$113,721,571","$39,127,170","3,120"
29,The Bourne Legacy,Universal,"$113,203,870","$38,142,825","3,753"
30,Journey 2: The Mysterious Island,Warner Bros.,"$103,860,290","$27,335,363","3,500"
31,Rise of the Guardians,Paramount…,"$103,412,758","$23,773,465","3,672"
32,Zero Dark Thirty,Sony Pict…,"$95,720,716","$417,150","2,946"
33,Flight,Paramount…,"$93,772,375","$24,900,566","2,638"
34,Think Like a Man,Sony Pict…,"$91,547,205","$33,636,303","2,052"
35,The Campaign,Warner Bros.,"$86,907,746","$26,588,460","3,302"
36,The Expendables 2,Lionsgate,"$85,028,192","$28,591,370","3,355"
37,Wrath of the Titans,Warner Bros.,"$83,670,083","$33,457,188","3,545"
38,Jack Reacher,Paramount…,"$80,070,736","$15,210,156","3,352"
39,Dark Shadows,Warner Bros.,"$79,727,149","$29,685,274","3,755"
40,Parental Guidance,20th Cent…,"$77,267,296","$14,554,053","3,368"
41,John Carter,Walt Disney,"$73,058,679","$30,180,188","3,749"
42,Act of Valor,Relativity,"$70,012,847","$24,476,632","3,053"
43,This is 40,Universal,"$67,544,505","$11,579,175","2,931"
44,Contraband,Universal,"$66,528,000","$24,349,815","2,870"
45,Looper,Sony Pict…,"$66,486,205","$20,801,552","2,993"
46,Tyler Perry's Madea's Witness Protection,Lionsgate,"$65,653,242","$25,390,575","2,161"
47,Battleship,Universal,"$65,233,400","$25,534,825","3,702"
48,Pitch Perfect,Universal,"$65,001,093","$5,149,433","2,787"
49,Mirror Mirror,Relativity,"$64,935,167","$18,132,085","3,618"
50,Chronicle,20th Cent…,"$64,575,175","$22,004,098","2,908"
51,Hope Springs,Sony Pict…,"$63,536,011","$14,650,121","2,441"
52,Underworld: Awakening,Sony Pict…,"$62,321,039","$25,306,725","3,078"
53,The Lucky One,Warner Bros.,"$60,457,138","$22,518,358","3,175"
54,The Dictator,Paramount…,"$59,650,222","$17,435,092","3,014"
55,Total Recall,Sony Pict…,"$58,877,969","$25,577,758","3,601"
56,American Reunion,Universal,"$56,758,835","$21,514,080","3,203"
57,ParaNorman,Focus Fea…,"$56,003,051","$14,087,050","3,455"
58,This Means War,20th Cent…,"$54,760,791","$17,405,930","3,189"
59,Project X,Warner Bros.,"$54,731,865","$21,051,363","3,055"
60,The Woman in Black,CBS Films,"$54,333,290","$20,874,072","2,856"
61,Paranormal Activity 4,Paramount…,"$53,900,335","$29,003,866","3,412"
62,The Devil Inside,Paramount…,"$53,262,945","$33,732,515","2,551"
63,The Odd Life of Timothy Green,Walt Disney,"$51,853,450","$10,822,903","2,717"
64,Ghost Rider: Spirit of Vengeance,Sony Pict…,"$51,774,002","$22,115,334","3,174"
65,The Grey,Open Road,"$51,580,136","$19,665,101","3,207"
66,Red Tails,20th Cent…,"$49,876,377","$18,782,154","2,573"
67,The Possession,Lionsgate,"$49,130,588","$17,732,480","2,860"
68,Diary of a Wimpy Kid: Dog Days,20th Cent…,"$49,008,662","$14,623,599","3,401"
69,Sinister,Lionsgate,"$48,086,903","$18,007,634","2,542"
70,Savages,Universal,"$47,323,100","$16,016,910","2,635"
71,The Best Exotic Marigold Hotel,Fox Searc…,"$46,383,639","$737,051","1,298"
72,Moonrise Kingdom,Focus Fea…,"$45,512,466","$522,996",924
73,Here Comes the Boom,Sony Pict…,"$45,290,318","$11,816,596","3,014"
74,Red Dawn,Open Road,"$44,806,783","$14,276,668","2,781"
75,The Three Stooges,20th Cent…,"$44,338,224","$17,010,125","3,482"
76,Resident Evil: Retribution,Sony Pict…,"$42,345,531","$21,052,227","3,016"
77,The Cabin in the Woods,Lionsgate,"$42,073,277","$14,743,614","3,572"
78,What to Expect When You're Expecting,Lionsgate,"$41,152,203","$10,547,068","3,021"
79,End of Watch,Open Road,"$41,003,371","$13,152,683","2,780"
80,Rock of Ages,Warner Bros.,"$38,518,613","$14,437,269","3,470"
81,Abraham Lincoln: Vampire Hunter,20th Cent…,"$37,519,139","$16,306,974","3,109"
82,Lawless,Weinstein…,"$37,397,291","$10,001,982","3,138"
83,The Guilt Trip,Paramount…,"$37,134,215","$5,290,629","2,431"
84,That’s My Boy,Sony Pict…,"$36,931,089","$13,453,714","3,030"
85,Trouble with the Curve,Warner Bros.,"$35,763,137","$12,162,040","3,212"
86,Frankenweenie,Walt Disney,"$35,287,788","$11,412,213","3,005"
87,Step Up Revolution,Lionsgate,"$35,074,677","$11,731,708","2,606"
88,Tyler Perry's Good Deeds,Lionsgate,"$35,025,791","$15,583,924","2,132"
89,The Watch,20th Cent…,"$34,353,000","$12,750,297","3,168"
90,2016: Obama’s America,Rocky Mou…,"$33,349,941","$31,610","2,017"
91,House at the End of the Street,Relativity,"$31,611,916","$12,287,234","3,083"
92,The Pirates! Band of Misfits,Sony Pict…,"$31,051,126","$11,137,734","3,358"
93,Joyful Noise,Warner Bros.,"$30,932,113","$11,225,190","2,735"
94,The Iron Lady,Weinstein…,"$29,959,436","$220,409","1,244"
95,Chimpanzee,Walt Disney,"$28,965,459","$10,673,748","1,567"
96,The Five-Year Engagement,Universal,"$28,700,285","$10,610,060","2,941"
97,Cloud Atlas,Warner Bros.,"$27,108,272","$9,612,247","2,023"
98,One for the Money,Lionsgate,"$26,414,527","$11,515,790","2,737"
99,Alex Cross,Lionsgate,"$25,888,412","$11,396,768","2,541"
100,Katy Perry: Part of Me,Paramount…,"$25,326,071","$7,138,266","2,732"
101,Sparkle,Sony Pict…,"$24,397,469","$11,643,342","2,244"
102,Premium Rush,Sony Pict…,"$20,275,446","$6,030,164","2,255"
103,Big Miracle,Universal,"$20,157,300","$7,760,205","2,133"
104,Kari gurashi no Arietti,Walt Disney,"$19,192,510","$6,446,395","2,958"
105,To the Arctic 3D,Warner Bros.,"$19,099,867","$270,228",52
106,The Impossible,Lionsgate,"$19,019,882","$143,818",886
107,Haywire,Relativity,"$18,942,396","$8,425,370","2,441"
108,Man on a Ledge,Lionsgate,"$18,620,000","$8,001,932","2,998"
109,A Thousand Words,Paramount…,"$18,450,127","$6,176,280","1,895"
110,Chernobyl Diaries,Warner Bros.,"$18,119,640","$7,955,307","2,433"
111,The Perks of Being a Wallflower,Lionsgate,"$17,742,948","$228,359",745
112,Silent Hill: Revelation 3D,Open Road,"$17,530,219","$8,023,036","2,933"
113,Wanderlust,Universal,"$17,288,155","$6,526,650","2,002"
114,Safe,Lionsgate,"$17,142,080","$7,892,539","2,271"
115,To Rome with Love,Sony Pict…,"$16,684,352","$361,359",806
116,The Master,Weinstein…,"$16,247,159","$736,311",864
117,The Raven,Relativity,"$16,008,272","$7,289,642","2,209"
118,The Man with the Iron Fists,Universal,"$15,634,090","$7,910,980","1,872"
119,Seven Psychopaths,CBS Films,"$15,024,049","$4,174,915","1,480"
120,Killing Them Softly,Weinstein…,"$14,945,541","$6,812,900","2,424"
121,Lockout,Open Road,"$14,326,865","$6,231,836","2,335"
122,Hit & Run,Open Road,"$13,749,300","$4,526,222","2,870"
123,Dredd,Lionsgate,"$13,414,714","$6,278,491","2,557"
124,Les Intouchables,Weinstein…,"$13,182,281","$101,053",194
125,Playing for Keeps,FilmDistrict,"$13,103,272","$5,750,288","2,840"
126,Anna Karenina,Focus Fea…,"$12,816,367","$320,690",422
127,Beasts of the Southern Wild,Fox Searc…,"$12,795,746","$169,702",318
128,Silent House,Open Road,"$12,739,737","$6,660,234","2,124"
129,Cirque du Soleil: Worlds Away,Paramount…,"$12,512,862","$2,282,368",840
130,People Like Us,Walt Disney,"$12,431,792","$4,255,423","2,055"
131,Gone,Lionsgate,"$11,682,205","$4,770,360","2,186"
132,The Words,CBS Films,"$11,494,838","$4,750,894","2,801"
133,Fun Size ,Paramount…,"$9,409,538","$4,101,017","3,016"
134,Bernie,Alchemy,"$9,204,489","$85,805",332
135,Salmon Fishing in the Yemen,CBS Films,"$9,041,540","$225,894",524
136,Arbitrage,Roadside …,"$7,919,574","$2,002,165",256
137,Friends with Kids,Roadside …,"$7,251,073","$2,019,083",640
138,Seeking a Friend for the End of the World,Focus Fea…,"$7,078,738","$3,822,803","1,625"
139,In Darkness,Sony Pict…,"$6,994,218","$27,413",52
140,The Collection,LD Distri…,"$6,810,754","$3,104,269","1,403"
141,Amour,Sony Pict…,"$6,738,954","$68,266",333
142,Hyde Park on Hudson,Focus Fea…,"$6,376,145","$81,362",246
143,Hitchcock,Fox Searc…,"$6,008,677","$287,715",561
144,Chasing Mavericks,20th Cent…,"$6,002,756","$2,268,274","2,030"
145,The Sessions,Fox Searc…,"$6,002,451","$113,467",516
146,Casa de mi Padre,Lionsgate,"$5,909,483","$2,287,239",475
147,For Greater Glory: The True Story of Cristiada,ARC Enter…,"$5,669,081","$1,885,608",757
148,October Baby,Five & Tw…,"$5,355,847","$34,038",398
149,Won't Back Down,20th Cent…,"$5,310,554","$2,603,370","2,517"
150,The Apparition,Warner Bros.,"$4,936,819","$2,841,488",810
151,"Jeff, Who Lives at Home",Paramount…,"$4,269,426","$855,709",513
152,Goon,Alliance …,"$4,164,911","$1,270,000",262
153,Serbuan maut,Sony Pict…,"$4,105,123","$213,785",881
154,Safety Not Guaranteed,FilmDistrict,"$4,010,957","$97,762",182
155,Searching for Sugar Man,Sony Pict…,"$3,965,090","$27,459",157
156,The Cold Light of Day,Lionsgate,"$3,763,583","$1,831,588","1,511"
157,Pina,IFC Films,"$3,520,458","$68,012",83
158,Bully,Weinstein…,"$3,483,795","$116,472",263
159,Nitro Circus: The Movie 3D,ARC Enter…,"$3,377,000","$1,183,701",800
160,Atlas Shrugged: Part II,Atlas Dis…,"$3,336,053","$1,751,572","1,012"
161,Robot & Frank,Samuel Go…,"$3,317,468","$35,539",209
162,Last Ounce of Courage,Rocky Mou…,"$3,310,439","$1,585,994","1,407"
163,Celeste and Jesse Forever,Sony Pict…,"$3,103,407","$107,785",586
164,Jab Tak Hai Jaan,Yash Raj …,"$3,047,539","$1,283,585",164
165,Barfi,UTV Commu…,"$2,804,874","$1,061,713",132
166,The Met: Live in HD - Aida,NCM Fathom,"$2,800,000","$2,600,000",800
167,Talaash,Reliance …,"$2,706,375","$1,638,706",172
168,Samsara,Oscillosc…,"$2,672,413","$76,222",70
169,Girl in Progress,Lionsgate,"$2,609,412","$1,384,078",322
170,Jiro Dreams of Sushi,Magnolia …,"$2,552,478","$42,035",80
171,Ruby Sparks,Fox Searc…,"$2,540,106","$140,822",261
172,Dabangg 2,Eros Ente…,"$2,474,674",,166
173,Omerta,Alliance …,"$2,462,588","$466,164",85
174,The Queen of Versailles,Magnolia …,"$2,401,999","$51,326",96
175,Ek Tha Tiger,Yash Raj …,"$2,347,774","$1,139,340",119
176,Sleepwalk With Me,IFC Films,"$2,266,066","$68,801",135
177,De rouille et d’os,Sony Pict…,"$2,061,449","$27,154",168
178,He'arat Shulayim,Sony Pict…,"$2,007,451","$47,528",101
179,Agneepath,Eros Ente…,"$1,973,574",,132
180,English Vinglish,Eros Ente…,"$1,862,086",,88
181,Crooked Arrows,Branded E…,"$1,832,541","$257,364",327
182,Hysteria,Sony Pict…,"$1,804,139","$35,656",218
183,We Need to Talk About Kevin,Oscillosc…,"$1,738,692","$24,587",80
184,2012 Oscar Shorts,Shorts In…,"$1,702,415","$412,304",146
185,Stories We Tell,Mongrel M…,"$1,602,160",,70
186,Your Sister's Sister,IFC Films,"$1,597,486","$109,221",101
187,Housefull 2,Eros Ente…,"$1,586,745",,121
188,A Late Quartet,Entertain…,"$1,561,577","$75,279",100
189,En kongelig affære,Magnolia …,"$1,546,761","$38,212",56
190,Marley,Magnolia …,"$1,413,480","$262,004",73
191,Le gamin au vélo,IFC Films,"$1,389,524","$45,933",86
192,Les adieux à la reine,Cohen Med…,"$1,329,660","$72,123",64
193,Air Racers 3D,3D Entert…,"$1,309,987",,10
194,Woman Thou Art Loosed On the 7th Day,Codeblack…,"$1,301,562","$641,542",106
195,Killer Joe,LD Distri…,"$1,291,645","$37,864",73
196,Bol Bachchan,Fox Inter…,"$1,257,892","$533,965",98
197,"For a Good Time, Call",Focus Fea…,"$1,251,749","$143,935",107
198,Take This Waltz,Magnolia …,"$1,239,692","$137,019",69
199,Le fils de l’autre,Cohen Med…,"$1,220,807","$125,691",53
200,Hodejegerne,Magnolia …,"$1,200,010","$43,013",60
