Rank,Movie,Distributor,Domestic,Opening,Max
84,Halloween 2,Weinstein…,"$33,392,973","$16,349,565","3,088"
85,The Informant!,Warner Bros.,"$33,316,821","$10,464,314","2,505"
86,The Last House on the Left,Universal,"$32,752,215","$14,118,685","2,402"
87,The Men Who Stare at Goats,Overture …,"$32,428,195","$12,706,654","2,453"
88,(500) Days of Summer,Fox Searc…,"$32,425,665","$834,501","1,048"
89,Earth,Walt Disney,"$32,011,576","$8,825,760","1,804"
90,The Soloist,Paramount…,"$31,853,584","$9,716,458","2,090"
91,Push,Summit En…,"$31,811,527","$10,079,109","2,313"
92,9,Focus Fea…,"$31,749,894","$10,740,446","2,060"
93,Toy Story 3D Double Feature,Walt Disney,"$30,702,446","$12,491,789","1,752"
94,Did You Hear About the Morgans?,Sony Pict…,"$29,580,087","$6,616,571","2,718"
95,The Stepfather,Sony Pict…,"$29,062,561","$11,581,586","2,734"
96,Defiance,Paramount…,"$28,644,813","$123,513","1,793"
97,The Uninvited,Paramount…,"$28,596,818","$10,325,824","2,344"
98,Brothers,Lionsgate,"$28,544,157","$9,527,848","2,088"
99,Saw VI,Lionsgate,"$27,693,292","$14,118,444","3,036"
100,The Fourth Kind,Universal,"$26,218,170","$12,231,160","2,530"
101,Dance Flick,Paramount…,"$25,794,018","$10,643,536","2,459"
102,The International,Sony Pict…,"$25,450,527","$9,331,739","2,364"
103,Aliens in the Attic,20th Cent…,"$25,200,412","$8,008,423","3,108"
104,Observe and Report,Warner Bros.,"$24,007,324","$11,017,334","2,727"
105,Fighting,Universal,"$23,091,010","$11,024,370","2,312"
106,Love Happens,Universal,"$22,965,110","$8,057,010","1,922"
107,Fame,MGM,"$22,455,510","$10,011,682","3,133"
108,Fantastic Mr. Fox,20th Cent…,"$21,002,919","$265,900","2,034"
109,Shorts,Warner Bros.,"$20,919,166","$6,410,339","3,105"
110,Gamer,Lionsgate,"$20,534,907","$9,156,057","2,502"
111,Nine,Weinstein…,"$19,676,965","$257,232","1,412"
112,Astro Boy,Summit En…,"$19,551,067","$6,702,923","3,020"
113,Jonas Brothers: The 3D Concert Experience,Walt Disney,"$19,162,740","$12,510,374","1,276"
114,The Invention of Lying,Warner Bros.,"$18,451,251","$7,027,472","1,743"
115,Inkheart,Warner Bros.,"$17,303,424","$7,601,379","2,655"
116,Fired Up,Sony Pict…,"$17,231,291","$5,483,778","1,811"
117,The Hurt Locker,Summit En…,"$17,017,811","$145,352",535
118,New in Town,Lionsgate,"$16,734,283","$6,741,530","1,941"
119,Imagine That,Paramount…,"$16,222,392","$5,503,519","3,011"
120,Jennifer's Body,20th Cent…,"$16,204,793","$6,868,397","2,738"
121,Adventureland,Miramax,"$16,044,025","$5,722,039","1,876"
122,Armored,Sony Pict…,"$15,988,876","$6,511,128","1,919"
123,A Perfect Getaway,Universal,"$15,515,460","$5,948,555","2,159"
124,"The Goods: Live Hard, Sell Hard",Paramount…,"$15,122,676","$5,642,137","1,849"
125,Gake no ue no Ponyo,Walt Disney,"$15,090,399","$3,585,852",927
126,The Box,Warner Bros.,"$15,051,977","$7,571,417","2,635"
127,"I Love You, Beth Cooper",20th Cent…,"$14,800,725","$4,919,433","1,872"
128,Capitalism: A Love Story,Overture …,"$14,363,397","$231,964",995
129,Amelia,Fox Searc…,"$14,279,575","$3,904,047","1,070"
130,Cirque du Freak: The Vampire's Assistant,Universal,"$14,046,595","$6,293,205","2,754"
131,Crank 2: High Voltage,Lionsgate,"$13,684,249","$6,963,565","2,223"
132,Whip It,Fox Searc…,"$13,077,184","$4,650,812","1,738"
133,Män som hatar kvinnor,Alliance …,"$12,749,992",,224
134,An Education,Sony Pict…,"$12,574,914","$159,017",761
135,12 Rounds,20th Cent…,"$12,234,694","$5,329,240","2,331"
136,Sunshine Cleaning,Overture …,"$12,062,558","$219,190",642
137,Sorority Row,Summit En…,"$11,965,282","$5,059,802","2,665"
138,The Young Victoria,Apparition,"$11,001,272","$160,069",476
139,Extract,Miramax,"$10,823,158","$4,340,108","1,614"
140,De père en flic,,"$10,644,453",,92
141,Not Easily Broken,Sony Pict…,"$10,572,742","$5,314,278",725
142,Pandorum,Overture …,"$10,330,853","$4,424,126","2,506"
143,Whiteout,Warner Bros.,"$10,275,638","$4,915,104","2,745"
144,The Boondock Saints 2: All Saints Day,Apparition,"$10,273,187","$546,687",524
145,Next Day Air,Summit En…,"$10,027,047","$4,111,043","1,139"
146,Away We Go,Focus Fea…,"$9,451,946","$130,411",506
147,Dragonball Evolution,20th Cent…,"$9,362,785","$4,756,488","2,181"
148,A Serious Man,Focus Fea…,"$9,228,788","$251,337",262
149,Everybody's Fine,Miramax,"$9,208,876","$3,852,068","2,141"
150,A Single Man,Weinstein…,"$9,176,000","$217,332",354
151,Flickan som lekte med elden,,"$9,081,782","$204,471",182
152,Street Fighter: The Legend of Chun-Li,20th Cent…,"$8,742,261","$4,721,110","1,164"
153,My Life in Ruins,Fox Searc…,"$8,677,425","$3,223,161","1,165"
154,The Road,Weinstein…,"$8,114,270","$1,502,231",396
155,The Boat That Rocked,Focus Fea…,"$8,017,467","$2,904,380",883
156,The Collector,Freestyle…,"$7,712,114","$3,576,296","1,325"
157,The Imaginarium of Doctor Parnassus,Sony Pict…,"$7,689,607","$334,183",607
158,Taking Woodstock,Focus Fea…,"$7,460,204","$3,457,760","1,395"
159,3 Idiots,Big Pictures,"$6,533,849","$1,645,502",156
160,Post Grad,20th Cent…,"$6,382,178","$2,651,996","1,959"
161,Coco avant Chanel,Sony Pict…,"$6,113,834","$177,339",307
162,Whatever Works,Sony Pict…,"$5,306,706","$266,162",353
163,Bandslam,Summit En…,"$5,210,988","$2,231,273","2,121"
164,Los abrazos rotos,Sony Pict…,"$5,014,305","$107,111",202
165,Moon,Sony Pict…,"$5,010,163","$136,046",251
166,Miss March,20th Cent…,"$4,543,320","$2,409,156","1,742"
167,Crossing Over,Weinstein…,"$4,462,332","$77,370",42
168,Bright Star,Apparition,"$4,444,637","$189,703",317
169,"Food, Inc.",Magnolia …,"$4,417,674","$60,513",155
170,Good Hair,Roadside …,"$4,157,223","$1,039,220",466
171,The September Issue,Roadside …,"$3,820,700","$220,416",143
172,Entre les murs,Sony Pict…,"$3,766,810","$155,190",126
173,The Brothers Bloom,Summit En…,"$3,531,756","$90,400",209
174,Two Lovers,Magnolia …,"$3,149,034","$94,986",148
175,Trailer Park Boys: Countdown to Liquor Day,,"$3,012,677","$1,396,229",199
176,Chéri,Miramax,"$2,715,657","$405,701",191
177,Easy Virtue,Sony Pict…,"$2,656,784","$110,443",255
178,My One and Only,Freestyle…,"$2,556,558","$58,692",256
179,Sin Nombre,Focus Fea…,"$2,536,665","$81,446",87
180,Love Aaj Kal,Eros Ente…,"$2,430,083","$1,241,762",102
181,In the Loop,IFC Films,"$2,388,804","$191,866",92
182,Adam,Fox Searc…,"$2,283,291","$68,377",177
183,Das Weisse Band: Eine deutsche Kindergeschichte,Sony Pict…,"$2,222,862","$59,848",106
184,Is Anybody There?,Stony Isl…,"$2,026,756","$46,209",165
185,Rudo y Cursi,Sony Pict…,"$1,827,660","$211,460",219
186,Valentino: The Last Emperor,Truly Indie,"$1,755,134","$21,762",36
187,Every Little Step,Sony Pict…,"$1,725,141","$68,504",70
188,Bad Lieutenant: Port of Call New Orleans,First Look,"$1,702,112","$245,398",96
189,Les doigts croches,,"$1,662,485",,66
190,Battle for Terra,Roadside …,"$1,647,083","$1,082,064","1,161"
191,L'heure d'été,IFC Films,"$1,647,001","$49,484",50
192,It Might Get Loud,Sony Pict…,"$1,610,163","$92,679",75
193,"New York, I Love You",Vivendi E…,"$1,588,087","$380,776",119
194,Gomorra,IFC Films,"$1,579,146","$5,532",50
195,"Dédé, à travers les brumes",TVA Films,"$1,548,858",,56
196,Okuribito,Regent Re…,"$1,543,346","$74,945",27
197,Kambakkht Ishq,Eros Ente…,"$1,455,739","$768,542",100
198,I Hope They Serve Beer in Hell,Freestyle…,"$1,429,299","$366,909",266
199,Polytechnique,,"$1,418,304",,40
200,X Games 3D: The Movie,Walt Disney,"$1,391,434","$837,216","1,399"
