Rank,Movie,Distributor,Domestic,Opening,Max
178,Bucky Larson: Born to Be a Star,Sony Pict…,"$2,529,395","$1,415,023","1,500"
179,Ra. One,Eros Ente…,"$2,509,150","$1,654,023",189
180,The Grace Card,Samuel Go…,"$2,430,735","$1,010,299",352
181,George Balanchine's The Nutcracker,NCM Fathom,"$2,119,994",,
182,The Trip,IFC Films,"$2,030,962","$77,904",60
183,The Mighty Macs,Quaker Media,"$1,891,936","$963,221",975
184,Gerry,Films Sev…,"$1,844,754","$367,635",95
185,Bodyguard,Reliance …,"$1,834,384","$863,751",88
186,A Better Life,Summit En…,"$1,759,252","$62,087",216
187,Take Shelter,Sony Pict…,"$1,728,953","$52,041",91
188,Potiche,Music Box…,"$1,618,844","$86,017",74
189,Senna,Universal,"$1,612,430","$73,497",47
190,I Am,Paladin,"$1,591,034","$10,500",74
191,Cafe de flore,Alliance …,"$1,574,881",,43
192,Delhi Belly,UTV Commu…,"$1,532,594","$581,943",90
193,La doppia ora,Samuel Go…,"$1,514,942","$30,246",68
194,Bill Cunningham New York,Zeitgeist,"$1,510,026","$33,677",34
195,Breakaway,Alliance …,"$1,481,735",,31
196,The Art of Getting By,Fox Searc…,"$1,430,241","$679,160",610
197,Salvando al Soldado Perez,Lionsgate,"$1,400,726","$664,517",165
198,Copie conforme,IFC Films,"$1,373,975","$77,937",57
199,The Devil's Double,Lionsgate,"$1,361,512","$96,414",89
200,2011 Oscar Shorts,Shorts In…,"$1,352,152","$300,706",117
