Rank,Movie,Distributor,Domestic,Opening,Max
51,The Curse of La Llorona,Warner Bros.,"$54,733,739","$26,347,631","3,372"
52,Pet Sematary,Paramount…,"$54,724,696","$24,502,775","3,585"
53,What Men Want,Paramount…,"$54,611,903","$18,232,087","2,912"
54,Gisaengchung (기생충),Neon,"$53,369,745","$393,216","2,001"
55,Ad Astra,20th Cent…,"$50,188,370","$19,001,398","3,460"
56,Uncut Gems,A24,"$50,023,780","$537,242","2,686"
57,Isn’t it Romantic,Warner Bros.,"$48,791,187","$14,247,758","3,444"
58,Gemini Man,Paramount…,"$48,546,770","$20,552,372","3,642"
59,MA,Universal,"$45,896,028","$18,099,805","2,816"
60,Five Feet Apart,Lionsgate,"$45,729,221","$13,190,286","2,866"
61,Wonder Park,Paramount…,"$45,216,793","$15,853,646","3,838"
62,Rambo: Last Blood,Lionsgate,"$44,819,352","$18,872,919","3,618"
63,Playing with Fire,Paramount…,"$44,451,847","$12,723,781","3,125"
64,Queen & Slim,Universal,"$43,808,310","$11,890,490","1,715"
65,Harriet,Focus Fea…,"$43,082,155","$11,676,720","2,186"
66,A Dog’s Way Home,Sony Pict…,"$41,952,715","$11,251,263","3,090"
67,The Angry Birds Movie 2,Sony Pict…,"$41,657,076","$10,354,073","3,869"
68,Little,Universal,"$40,860,481","$15,405,455","2,667"
69,Breakthrough,20th Cent…,"$40,713,082","$11,282,333","2,913"
70,Crawl,Paramount…,"$39,014,193","$12,005,210","3,170"
71,Just Mercy,Warner Bros.,"$36,001,502","$107,858","2,457"
72,The Hustle,United Ar…,"$35,417,038","$13,007,709","3,077"
73,The Intruder,Sony Pict…,"$35,388,976","$10,855,054","2,231"
74,Last Christmas,Universal,"$35,150,750","$11,441,055","3,454"
75,Overcomer,Sony Pict…,"$34,700,142","$8,146,533","2,293"
76,Jojo Rabbit,Fox Searc…,"$33,370,906","$349,555","1,173"
77,Cold Pursuit,Lionsgate,"$32,138,862","$11,030,233","2,630"
78,Bombshell,Lionsgate,"$31,762,808","$319,157","1,721"
79,Doctor Sleep,Warner Bros.,"$31,581,712","$14,114,124","3,855"
80,Dragon Ball Super: Broly,FUNimation,"$30,376,755","$9,816,197","1,250"
81,Long Shot,Lionsgate,"$30,316,271","$9,740,064","3,230"
82,Child’s Play,United Ar…,"$29,208,403","$14,094,594","3,007"
83,Ready or Not,Fox Searc…,"$28,714,231","$8,015,590","2,998"
84,21 Bridges,STX Enter…,"$28,539,757","$9,261,268","2,665"
85,Happy Death Day 2U,Universal,"$28,148,130","$9,497,665","3,212"
86,Midsommar,A24,"$27,426,363","$6,560,030","2,707"
87,Cats,Universal,"$27,166,770","$6,619,870","3,380"
88,The Art of Racing in the Rain,20th Cent…,"$26,402,818","$8,137,584","2,765"
89,Countdown,STX Enter…,"$25,621,766","$8,865,082","2,675"
90,Judy,Roadside …,"$24,319,961","$2,916,548","1,627"
91,Fighting With My Family,MGM,"$22,958,583","$138,780","2,855"
92,A Dog’s Journey,Universal,"$22,782,371","$8,030,085","3,279"
93,Booksmart,United Ar…,"$22,680,962","$6,933,620","2,518"
94,Stuber,20th Cent…,"$22,370,452","$8,225,384","3,050"
95,Richard Jewell,Warner Bros.,"$22,345,542","$4,705,265","2,502"
96,47 Meters Down: Uncaged,Entertain…,"$22,260,900","$8,427,265","2,883"
97,Black and Blue,Sony Pict…,"$22,012,729","$8,376,846","2,062"
98,Hellboy,Lionsgate,"$21,903,748","$12,045,147","3,303"
99,Shaft,Warner Bros.,"$21,360,215","$8,901,419","2,952"
100,The Peanut Butter Falcon,Roadside …,"$20,457,158","$204,793","1,490"
101,UglyDolls,STX Enter…,"$20,150,241","$8,603,407","3,652"
102,Unplanned,Pure Flix…,"$19,005,109","$6,382,298","1,516"
103,Charlie’s Angels,Sony Pict…,"$17,801,306","$8,351,109","3,452"
104,The Farewell,A24,"$17,700,478","$351,330",861
105,BrightBurn,Sony Pict…,"$17,259,427","$7,845,658","2,607"
106,The Good Liar,Warner Bros.,"$17,156,058","$5,605,051","2,454"
107,The Kid Who Would Be King,20th Cent…,"$16,790,790","$7,173,887","3,528"
108,Missing Link,United Ar…,"$16,649,539","$5,944,950","3,437"
109,Late Night,Amazon St…,"$15,500,045","$246,305","2,220"
110,Miss Bala,Sony Pict…,"$14,998,027","$6,864,744","2,203"
111,The Prodigy,Orion Pic…,"$14,856,291","$5,853,061","2,530"
112,Poms,STX Enter…,"$13,631,124","$5,361,937","2,750"
113,The Kitchen,Warner Bros.,"$12,180,032","$5,527,410","2,745"
114,After,Aviron Pi…,"$12,138,565","$6,002,349","2,138"
115,Blinded by the Light,Warner Bros.,"$11,901,145","$4,333,305","2,307"
116,Dark Waters,Focus Fea…,"$11,136,084","$102,606","2,110"
117,The Lighthouse,A24,"$10,867,104","$427,797",978
118,Greta,Focus Fea…,"$10,544,310","$4,481,910","2,417"
119,Black Christmas,Universal,"$10,429,730","$4,240,245","2,625"
120,The Best of Enemies,STX Enter…,"$10,205,616","$4,446,190","1,705"
121,Hotel Mumbai,Bleecker …,"$9,619,500","$88,065",930
122,Motherless Brooklyn,Warner Bros.,"$9,277,736","$3,500,454","1,342"
123,No Manches Frida 2,Lionsgate,"$9,270,920","$3,831,401",472
124,Where’d You Go Bernadette,United Ar…,"$9,198,356","$3,462,308","2,404"
125,Apollo 11,Neon,"$9,040,224","$1,607,040",588
126,Serenity,Aviron Pi…,"$8,547,045","$4,415,403","2,561"
127,Anna,Lionsgate,"$7,743,794","$3,600,647","2,114"
128,Penguins,Walt Disney,"$7,699,452","$2,282,593","1,815"
129,Brittany Runs a Marathon,Amazon St…,"$7,136,342","$180,711","1,033"
130,The Dead Don’t Die,Focus Fea…,"$6,782,066","$2,540,240",690
131,Jexi,Lionsgate,"$6,546,159","$3,106,730","2,332"
132,Run the Race,Roadside …,"$6,424,420","$2,161,480","1,075"
133,The Current War: Director’s Cut,101 Studios,"$5,978,673","$2,633,717","1,082"
134,Captive State,Focus Fea…,"$5,958,315","$3,131,525","2,549"
135,Liu Lang Di Qiu,CMC Pictures,"$5,875,487","$1,685,287",129
136,Arctic Dogs,Entertain…,"$5,801,249","$2,901,335","2,844"
137,Gloria Bell,A24,"$5,611,123","$145,218","1,127"
138,The Mustang,Focus Fea…,"$5,336,840","$71,657",527
139,The Goldfinch,Warner Bros.,"$5,332,621","$2,679,027","2,542"
140,Don’t Let Go,OTL Relea…,"$5,215,062","$2,338,669",922
141,The Sun is Also a Star,Warner Bros.,"$4,950,029","$2,511,530","2,073"
142,Bring the Soul: The Movie,Trafalgar…,"$4,809,800","$2,296,491",873
143,Pavarotti,CBS Films,"$4,686,402","$144,032",288
144,Jay and Silent Bob Reboot,Fathom Ev…,"$4,589,490","$93,520",788
145,Dolor y gloria,Sony Pict…,"$4,567,338","$152,636",266
146,Tolkien,Fox Searc…,"$4,535,154","$2,200,537","1,501"
147,The Last Black Man in San Francisco,A24,"$4,515,719","$235,272",207
148,Amazing Grace,Neon,"$4,450,454","$57,353",263
149,Brian Banks,Bleecker …,"$4,376,820","$2,156,272","1,240"
150,The Biggest Little Farm,Neon,"$4,367,816","$110,492",285
151,Linda Ronstadt: The Sound of My Voice,Greenwich,"$4,252,657","$113,235",247
152,Gully Boy,Viva Ente…,"$4,216,437",,269
153,Uri: The Surgical Strike,PackYourB…,"$4,185,663","$631,024",132
154,Replicas,Entertain…,"$4,046,429","$2,375,325","2,329"
155,Yip Man 4,Well Go USA,"$3,956,031","$1,459,523",125
156,Ne Zha Zhi Mo Tong Jiang Shi,Well Go USA,"$3,695,533","$1,164,810",135
157,Mission Mangal,FIP,"$3,660,413","$1,365,005",263
158,War,Yash Raj …,"$3,640,355","$1,607,627",305
159,2019 Oscar Shorts,ShortsHD,"$3,531,093","$938,455",415
160,The Beach Bum,Neon,"$3,502,600","$1,763,070","1,100"
161,Echo in the Canyon,Greenwich,"$3,355,266","$117,651",147
162,Maiden,Sony Pict…,"$3,162,490","$46,931",180
163,Honey Boy,Amazon St…,"$3,012,615","$301,065",460
164,Friends 25th: The One With the Anniversary,Fathom Ev…,"$2,884,827",,"1,586"
165,Kalank,FIP,"$2,729,336","$1,276,581",320
166,Bharat,Viva Ente…,"$2,684,911","$1,236,029",311
167,Todos lo saben,Focus Fea…,"$2,677,805","$71,207",283
168,Tod@s Caen,Lionsgate,"$2,670,925","$1,098,401",371
169,Saaho,Yash Raj …,"$2,626,284","$1,702,607",381
170,Promare,GKIDS,"$2,528,913","$109,085",701
171,The Art of Self-Defense,Bleecker …,"$2,410,914","$114,374",550
172,Arctic,Bleecker …,"$2,409,826","$50,878",268
173,Wo he wo de zu guo,CMC Pictures,"$2,323,409","$875,600",83
174,Super 30,Reliance …,"$2,269,878","$870,726",317
175,La chute de l’empire américain,Entertain…,"$2,178,148","$13,348",35
176,Total Dhamaal,FIP,"$2,167,632","$989,387",209
177,Housefull 4,FIP,"$2,109,160","$904,808",315
178,Luce,Neon,"$2,010,613","$132,987",235
179,Chhichhore,FIP,"$2,004,400","$614,335",195
180,Official Secrets,IFC Films,"$1,996,766","$64,965",477
181,Shao Nian De Ni,Well Go USA,"$1,921,657","$989,536",88
182,Badla,Zee Studios,"$1,861,000","$569,446",115
183,The White Crow,Sony Pict…,"$1,827,604","$78,782",365
184,The Other Side of Heaven 2: Fire of Faith,ArtAffects,"$1,807,116","$454,257",205
185,A Hidden Life,Fox Searc…,"$1,730,597","$50,383",151
186,Waves,A24,"$1,658,790","$134,333",570
187,Wild Rose,Neon,"$1,635,118","$52,938",195
188,The Aftermath,Fox Searc…,"$1,618,497","$56,419",344
189,Western Stars,Warner Bros.,"$1,581,681","$560,282",553
190,Red Joan,IFC Films,"$1,580,223",,195
191,Fantastic Fungi,Area 23a,"$1,573,734",,35
192,After the Wedding,Sony Pict…,"$1,573,276","$50,264",428
193,Geukhanjikeob,CJ Entert…,"$1,565,885",,2
194,The Kid,Lionsgate,"$1,508,593","$514,286",268
195,El Chicano,Briarclif…,"$1,400,603","$703,663",605
196,No Safe Spaces,Atlas Dis…,"$1,291,514","$45,548",200
197,High Life,A24,"$1,225,852","$99,341",146
198,All is True,Sony Pict…,"$1,199,066","$44,211",328
199,Ek Ladki Ko Dekhah Toh Aisa Laga,FIP,"$1,182,636","$605,775",193
200,PLAYMOBIL,STX Enter…,"$1,115,008","$656,530","2,337"
