Rank,Movie,Distributor,Domestic,Opening,Max
1,Avengers: Endgame,Walt Disney,"$858,373,000","$357,115,007","4,662"
2,The Lion King,Walt Disney,"$543,638,043","$191,770,759","4,802"
3,Star Wars: The Rise of Skywalker,Walt Disney,"$515,202,542","$177,383,864","4,406"
4,Frozen II,Walt Disney,"$477,373,578","$130,263,358","4,440"
5,Toy Story 4,Walt Disney,"$434,038,008","$120,908,065","4,575"
6,Captain Marvel,Walt Disney,"$426,829,839","$153,433,423","4,310"
7,Spider-Man: Far From Home,Sony Pict…,"$390,532,085","$92,579,212","4,634"
8,Aladdin,Walt Disney,"$355,559,216","$91,500,929","4,476"
9,Joker,Warner Bros.,"$335,451,311","$96,202,337","4,374"
10,Jumanji: The Next Level,Sony Pict…,"$316,831,246","$59,251,543","4,227"
11,It: Chapter Two,Warner Bros.,"$211,593,228","$91,062,152","4,570"
12,Us,Universal,"$175,084,580","$71,117,625","3,743"
13,Fast & Furious Presents: Hobbs & Shaw,Universal,"$173,956,935","$60,038,950","4,344"
14,John Wick: Chapter 3 — Parabellum,Lionsgate,"$171,016,727","$56,818,067","3,850"
15,Knives Out,Lionsgate,"$165,364,060","$26,769,548","3,461"
16,How to Train Your Dragon: The Hidden World,Universal,"$160,799,505","$55,022,245","4,286"
17,1917,Universal,"$159,227,644","$576,216","3,987"
18,The Secret Life of Pets 2,Universal,"$158,874,395","$46,652,680","4,564"
19,Pokémon: Detective Pikachu,Warner Bros.,"$144,105,346","$54,365,242","4,248"
20,Once Upon a Time…in Hollywood,Sony Pict…,"$142,502,728","$41,082,018","3,659"
21,Shazam!,Warner Bros.,"$140,371,656","$53,505,326","4,306"
22,Ford v. Ferrari,20th Cent…,"$117,624,357","$31,474,958","3,746"
23,Dumbo,Walt Disney,"$114,766,307","$45,990,748","4,259"
24,Maleficent: Mistress of Evil,Walt Disney,"$113,929,605","$36,948,713","3,820"
25,Glass,Universal,"$111,048,468","$40,328,920","3,844"
26,Godzilla: King of the Monsters,Warner Bros.,"$110,500,138","$47,776,293","4,108"
27,The Upside,STX Enter…,"$108,235,497","$20,355,000","3,568"
28,Little Women,Sony Pict…,"$108,095,955","$16,755,310","3,308"
29,The LEGO Movie 2: The Second Part,Warner Bros.,"$105,806,508","$34,115,335","4,303"
30,Hustlers,STX Enter…,"$104,963,598","$33,181,361","3,525"
31,The Addams Family,United Ar…,"$97,864,733","$30,300,007","4,207"
32,Downton Abbey,Focus Fea…,"$96,853,865","$31,033,665","3,548"
33,Rocketman,Paramount…,"$96,368,160","$25,725,722","3,610"
34,Alita: Battle Angel,20th Cent…,"$85,838,210","$28,525,613","3,802"
35,Good Boys,Universal,"$83,140,306","$21,402,605","3,458"
36,Men in Black: International,Sony Pict…,"$80,001,807","$30,035,838","4,224"
37,Annabelle Comes Home,Warner Bros.,"$74,152,591","$20,269,723","3,613"
38,Yesterday,Universal,"$73,286,650","$17,010,050","2,755"
39,Tyler Perry’s A Madea Family Funeral,Lionsgate,"$73,257,045","$27,062,332","2,442"
40,Zombieland: Double Tap,Sony Pict…,"$73,118,130","$26,803,104","3,468"
41,Angel Has Fallen,Lionsgate,"$69,030,436","$21,380,987","3,336"
42,Scary Stories to Tell in the Dark,Lionsgate,"$68,947,075","$20,915,346","3,135"
43,Spies in Disguise,20th Cent…,"$66,757,013","$13,354,798","3,502"
44,Dark Phoenix,20th Cent…,"$65,845,974","$32,828,348","3,721"
45,Terminator: Dark Fate,Paramount…,"$62,253,077","$29,033,832","4,086"
46,A Beautiful Day in the Neighborhood,Sony Pict…,"$61,696,436","$13,251,238","3,491"
47,Abominable,Universal,"$60,761,390","$20,612,100","4,248"
48,Dora and the Lost City of Gold,Paramount…,"$60,477,943","$17,431,588","3,735"
49,Escape Room,Sony Pict…,"$57,000,756","$18,238,172","2,717"
50,Midway,Lionsgate,"$56,846,802","$17,897,419","3,242"
