Rank,Movie,Distributor,Domestic,Opening,Max
1,Star Wars Ep. VIII: The Last Jedi,Walt Disney,"$620,181,382","$220,009,584","4,232"
2,Beauty and the Beast,Walt Disney,"$504,014,165","$174,750,616","4,210"
3,Wonder Woman,Warner Bros.,"$412,563,408","$103,251,471","4,165"
4,Jumanji: Welcome to the Jungle,Sony Pict…,"$404,508,916","$36,169,328","3,849"
5,Guardians of the Galaxy Vol 2,Walt Disney,"$389,813,101","$146,510,104","4,347"
6,Spider-Man: Homecoming,Sony Pict…,"$334,201,140","$117,027,503","4,348"
7,It,Warner Bros.,"$328,828,874","$123,403,419","4,148"
8,Thor: Ragnarok,Walt Disney,"$315,058,289","$122,744,989","4,080"
9,Despicable Me 3,Universal,"$264,624,300","$72,434,025","4,535"
10,Justice League,Warner Bros.,"$229,024,295","$93,842,239","4,051"
11,Logan,20th Cent…,"$226,277,068","$88,411,916","4,071"
12,The Fate of the Furious,Universal,"$225,764,765","$98,786,705","4,329"
13,Coco,Walt Disney,"$210,460,015","$50,802,605","3,987"
14,Dunkirk,Warner Bros.,"$190,068,280","$50,513,488","4,014"
15,Get Out,Universal,"$175,837,935","$33,377,060","3,143"
16,The Lego Batman Movie,Warner Bros.,"$175,750,384","$53,003,468","4,088"
17,The Boss Baby,20th Cent…,"$175,003,033","$50,198,902","3,829"
18,The Greatest Showman,20th Cent…,"$174,340,174","$8,805,843","3,342"
19,Pirates of the Caribbean: Dead Men Tell No Tales,Walt Disney,"$172,558,876","$62,983,253","4,276"
20,Kong: Skull Island,Warner Bros.,"$168,052,812","$61,025,472","3,846"
21,Cars 3,Walt Disney,"$152,901,115","$53,688,680","4,256"
22,War for the Planet of the Apes,20th Cent…,"$146,880,162","$56,262,929","4,100"
23,Split,Universal,"$138,141,585","$40,010,975","3,373"
24,Wonder,Lionsgate,"$132,422,809","$27,547,866","3,519"
25,Transformers: The Last Knight,Paramount…,"$130,168,683","$44,680,073","4,132"
26,Girls Trip,Universal,"$115,108,515","$31,201,920","2,648"
27,Fifty Shades Darker,Universal,"$114,434,010","$46,607,250","3,714"
28,Baby Driver,Sony Pict…,"$107,825,862","$20,553,320","3,226"
29,Pitch Perfect 3,Universal,"$104,897,530","$19,928,525","3,468"
30,Daddy’s Home 2,Paramount…,"$104,029,443","$29,651,193","3,575"
31,Murder on the Orient Express,20th Cent…,"$102,826,543","$28,681,472","3,354"
32,Annabelle: Creation,Warner Bros.,"$102,092,201","$35,006,404","3,565"
33,Kingsman: The Golden Circle,20th Cent…,"$100,234,838","$39,023,010","4,038"
34,Blade Runner 2049,Warner Bros.,"$92,054,159","$32,753,122","4,058"
35,John Wick: Chapter Two,Lionsgate,"$92,029,184","$30,436,123","3,113"
36,The Emoji Movie,Sony Pict…,"$86,089,513","$24,531,923","4,075"
