Rank,Movie,Distributor,Domestic,Opening,Max
37,Power Rangers,Lionsgate,"$85,364,450","$40,300,288","3,693"
38,Ferdinand,20th Cent…,"$84,410,380","$13,401,586","3,630"
39,The Post,20th Cent…,"$81,903,458","$526,011","2,851"
40,The Mummy,Universal,"$80,101,125","$31,668,375","4,035"
41,The Hitman’s Bodyguard,Lionsgate,"$75,468,583","$21,384,504","3,377"
42,Alien: Covenant,20th Cent…,"$74,262,031","$36,160,621","3,772"
43,Captain Underpants: The First Epic Movie,20th Cent…,"$73,921,000","$23,851,539","3,529"
44,A Bad Moms Christmas,STX Enter…,"$72,110,659","$16,759,161","3,615"
45,A Dog’s Purpose,Universal,"$64,321,890","$18,222,810","3,178"
46,The Shape of Water,Fox Searc…,"$63,859,435","$166,564","2,341"
47,The Lego Ninjago Movie,Warner Bros.,"$59,281,555","$20,433,071","4,047"
48,Baywatch,Paramount…,"$58,060,186","$18,503,871","3,647"
49,The Shack,Lionsgate,"$57,386,418","$16,172,119","2,888"
50,Darkest Hour,Focus Fea…,"$56,443,120","$175,006","1,733"
51,Happy Death Day,Universal,"$55,683,845","$26,039,025","3,535"
52,"Three Billboards Outside Ebbing, Missouri",Fox Searc…,"$54,513,740","$322,168","1,726"
53,Atomic Blonde,Focus Fea…,"$51,573,925","$18,286,420","3,326"
54,American Made,Universal,"$51,342,000","$16,776,390","3,098"
55,The Dark Tower,Sony Pict…,"$50,701,325","$19,153,698","3,451"
56,Lady Bird,A24,"$48,958,273","$364,437","1,557"
57,Tyler Perry’s Boo 2! A Madea Halloween,Lionsgate,"$47,319,572","$21,226,953","2,388"
58,Snatched,20th Cent…,"$45,852,178","$19,542,248","3,511"
59,The Great Wall,Universal,"$45,157,105","$18,469,620","3,328"
60,Smurfs: The Lost Village,Sony Pict…,"$45,020,282","$13,210,449","3,610"
61,Going in Style,Warner Bros.,"$45,018,541","$11,932,330","3,076"
62,All Eyez on Me,Lionsgate,"$44,922,302","$26,435,354","2,471"
63,xXx: Return of Xander Cage,Paramount…,"$44,898,413","$20,130,142","3,651"
64,47 Meters Down,Entertain…,"$44,307,193","$11,205,562","2,471"
65,The Big Sick,Lionsgate,"$42,872,467","$421,577","2,597"
66,The Star,Sony Pict…,"$40,847,995","$9,812,674","2,976"
67,Ghost in the Shell,Paramount…,"$40,563,557","$18,676,033","3,440"
68,Valerian and the City of a Thousand Planets,STX Enter…,"$40,479,370","$17,007,624","3,553"
69,King Arthur: Legend of the Sword,Warner Bros.,"$39,175,066","$15,371,270","3,702"
70,Jigsaw,Lionsgate,"$38,052,832","$16,640,452","2,941"
71,American Assassin,Lionsgate,"$36,249,674","$14,846,778","3,154"
72,The Foreigner,STX Enter…,"$34,393,507","$13,113,024","2,515"
73,"Everything, Everything",Warner Bros.,"$34,121,140","$11,727,390","2,801"
74,Wind River,Weinstein…,"$33,800,859","$161,558","2,890"
75,Geostorm,Warner Bros.,"$33,700,160","$13,707,376","3,246"
76,Monster Trucks,Paramount…,"$33,370,166","$10,950,705","3,119"
77,Fist Fight,Warner Bros.,"$32,187,017","$12,201,873","3,185"
78,How to Be a Latin Lover,Lionsgate,"$32,149,404","$12,252,439","1,203"
79,Kidnap,Aviron Pi…,"$30,718,107","$10,016,323","2,418"
80,Underworld: Blood Wars,Sony Pict…,"$30,353,973","$13,688,751","3,070"
81,The Mountain Between Us,20th Cent…,"$30,348,555","$10,551,336","3,259"
82,Life,Sony Pict…,"$30,234,022","$12,501,936","3,146"
83,"I, Tonya",Neon,"$30,014,534","$264,155","1,450"
84,Hostiles,Entertain…,"$29,819,114","$22,849","2,934"
85,Molly’s Game,STX Enter…,"$28,780,744","$2,349,967","1,708"
86,The Nut Job 2: Nutty by Nature,Open Road,"$28,370,522","$8,342,311","4,003"
87,Rings,Paramount…,"$27,793,018","$13,002,632","2,931"
88,Logan Lucky,Bleecker …,"$27,778,642","$7,600,036","3,031"
89,Home Again,Open Road,"$27,020,284","$8,567,881","3,036"
90,Resident Evil: The Final Chapter,Sony Pict…,"$26,844,692","$13,601,682","3,104"
91,The House,Warner Bros.,"$25,584,504","$8,724,795","3,134"
92,All the Money in the World,Sony Pict…,"$25,106,325","$5,584,684","2,123"
93,Gifted,Fox Searc…,"$24,801,212","$446,380","2,215"
94,Downsizing,Paramount…,"$24,449,754","$4,954,287","2,668"
95,The Bye Bye Man,STX Enter…,"$22,395,806","$13,501,349","2,220"
96,Victoria and Abdul,Focus Fea…,"$22,245,070","$158,845","1,060"
97,Rough Night,Sony Pict…,"$22,105,643","$8,004,283","3,162"
98,My Little Pony: The Movie,Lionsgate,"$21,885,107","$8,885,899","2,528"
99,Ballerina,Weinstein…,"$21,858,070","$4,730,038","2,705"
100,Phantom Thread,Focus Fea…,"$21,198,205","$216,495","1,186"
101,The Disaster Artist,A24,"$21,120,616","$1,211,345","1,010"
102,Sleepless,Open Road,"$20,783,704","$8,344,128","1,803"
103,Diary of a Wimpy Kid: The Long Haul,20th Cent…,"$20,738,724","$7,126,084","3,174"
104,The Circle,STX Enter…,"$20,497,844","$9,034,148","3,163"
105,Baahubali 2: The Conclusion,Great Ind…,"$18,985,794","$10,430,497",425
106,CHiPS,Warner Bros.,"$18,600,152","$7,722,802","2,464"
107,Only the Brave,Sony Pict…,"$18,340,051","$6,002,665","2,577"
108,Call Me by Your Name,Sony Pict…,"$18,065,180","$412,932",914
109,mother!,Paramount…,"$17,800,004","$7,534,673","2,368"
110,Father Figures,Warner Bros.,"$17,501,244","$3,287,451","2,902"
111,The Zookeeper’s Wife,Focus Fea…,"$17,445,186","$3,288,835","1,057"
112,The Glass Castle,Lionsgate,"$17,273,059","$4,678,548","1,461"
113,Flatliners,Sony Pict…,"$16,883,115","$6,574,326","2,552"
114,Detroit,Annapurna…,"$16,790,139","$350,190","3,007"
115,The Case for Christ,Pure Flix…,"$14,678,714","$3,967,885","1,386"
116,Wish Upon,Broad Gre…,"$14,301,505","$5,467,084","2,250"
117,It Comes at Night,A24,"$13,985,117","$5,988,370","2,533"
118,Born in China,Walt Disney,"$13,873,211","$4,790,367","1,508"
119,Megan Leavey,Bleecker …,"$13,406,304","$3,810,867","1,956"
120,The Founder,Weinstein…,"$12,786,053","$3,404,102","1,115"
121,Battle of the Sexes,Fox Searc…,"$12,638,526","$518,332","1,822"
122,Before I Fall,Open Road,"$12,241,072","$4,690,214","2,346"
123,"Roman J. Israel, Esq.",Sony Pict…,"$11,962,712","$61,999","1,669"
124,Unforgettable,Warner Bros.,"$11,368,012","$4,785,431","2,417"
125,The Beguiled,Focus Fea…,"$10,576,669","$229,292",941
126,The Belko Experiment,BH Tilt,"$10,166,820","$4,137,230","1,341"
127,Marshall,Open Road,"$10,051,659","$3,000,805",821
128,Thank You for Your Service,Universal,"$9,479,390","$3,817,700","2,083"
129,Rock Dog,Lionsgate,"$9,420,546","$3,704,749","2,077"
130,The Lost City of Z,Bleecker …,"$8,574,339","$110,175",866
131,The Promise,Open Road,"$8,224,288","$4,095,718","2,251"
132,A Cure for Wellness,20th Cent…,"$8,106,986","$4,356,941","2,704"
133,The Space Between Us,STX Enter…,"$7,885,294","$3,775,596","2,812"
134,Let There Be Light,Atlas Dis…,"$7,233,471","$1,729,535",774
135,Gold,Weinstein…,"$7,227,038","$3,471,316","2,166"
136,I Am Not Your Negro,Magnolia …,"$7,123,919","$686,378",320
137,Beatriz at Dinner,Roadside …,"$7,115,854","$141,959",683
138,Birth of the Dragon,BH Tilt,"$6,901,965","$2,702,430","1,633"
139,Loving Vincent,Good Deed…,"$6,735,118","$23,180",218
140,The Snowman,Universal,"$6,670,765","$3,372,565","1,815"
141,Same Kind of Different as Me,Pure Flix…,"$6,423,605","$2,591,985","1,362"
142,Lowriders,BH Tilt,"$6,179,955","$2,403,885",365
143,Maudie,Mongrel M…,"$6,170,998","$45,920",233
144,Just Getting Started,Broad Gre…,"$6,069,605","$3,201,459","2,161"
145,The Florida Project,A24,"$5,904,366","$156,833",434
146,All Saints,Sony Pict…,"$5,802,208","$1,514,278",846
147,Suburbicon,Paramount…,"$5,775,178","$2,840,246","2,046"
148,The Man Who Invented Christmas,Bleecker …,"$5,676,110","$1,357,129",720
149,Paris Can Wait,Sony Pict…,"$5,608,745","$98,850",214
150,Tiger Zinda Hai,Yash Raj …,"$5,560,921","$1,787,108",299
151,Kimi no na wa,FUNimation,"$5,000,181","$1,637,510",292
152,The Book of Henry,Focus Fea…,"$4,288,104","$1,424,540",650
153,Stronger,Roadside …,"$4,211,129","$1,611,040",645
154,The Hero,The Orchard,"$4,077,333","$45,317",447
155,Sleight,High Top …,"$3,930,990","$1,701,785",591
156,A United Kingdom,Fox Searc…,"$3,902,185","$66,510",317
157,Norman: The Moderate Rise and Tragic Fall of a …,Sony Pict…,"$3,814,868","$99,211",373
158,Friend Request,Entertain…,"$3,759,078","$2,002,863","2,573"
159,A Monster Calls,Focus Fea…,"$3,740,823","$30,909","1,523"
160,Table 19,Fox Searc…,"$3,614,896","$1,597,928",868
161,Their Finest,STX Enter…,"$3,603,484","$76,197",330
162,Phoenix Forgotten,Entertain…,"$3,600,146","$1,816,499","1,633"
163,An Inconvenient Sequel,Paramount…,"$3,496,795","$124,823",556
164,Til Death Do Us Part,Novus Con…,"$3,424,454","$1,527,289",562
165,Colossal,Neon,"$3,194,575","$120,226",342
166,Ingrid Goes West,Neon,"$3,021,133","$135,301",647
167,2017 Oscar Shorts,ShortsHD,"$2,835,355","$692,399",272
168,KEDi,Oscillosc…,"$2,834,262","$40,103",130
169,Zhan Lang 2,The H Col…,"$2,721,100","$219,022",53
170,My Cousin Rachel,Fox Searc…,"$2,716,368","$969,941",531
171,Mayweather vs. McGregor,Fathom Ev…,"$2,620,183","$2,620,183",532
172,A Question of Faith,Pure Flix…,"$2,587,072","$1,025,489",661
173,Is Genesis History?,Fathom Ev…,"$2,570,355",,732
174,Hazlo Como Hombre,Lionsgate,"$2,534,252","$1,174,484",382
175,LBJ,Electric …,"$2,468,683","$1,110,565",659
176,Tulip Fever,Weinstein…,"$2,455,635","$1,158,017",772
177,Forushande,Cohen Med…,"$2,402,067","$71,078",105
178,T2: Trainspotting,Sony Pict…,"$2,402,004","$170,575",331
179,Raees,Zee Studios,"$2,369,469","$1,798,379",256
180,The Resurrection of Gavin Stone,High Top …,"$2,303,792","$1,206,771",890
181,The Killing of a Sacred Deer,A24,"$2,291,900","$115,120",238
182,Collide,Open Road,"$2,280,004","$1,512,824","2,045"
183,Jeepers Creepers 3,Fathom Ev…,"$2,235,162",,669
184,The Lovers,A24,"$2,194,521","$66,286",443
185,Un Padre No Tan Padre,Lionsgate,"$2,156,047","$978,894",312
186,Brad’s Status,Annapurna…,"$2,133,158","$89,921",453
187,Good Time,A24,"$2,026,498","$125,101",721
188,Badrinath Ki Dulhania,FIP,"$1,993,259","$862,008",156
189,Todos Queremos a Alguien,Lionsgate,"$1,915,789","$924,201",333
190,Along With The Gods: The Two Worlds,Well Go USA,"$1,908,822","$185,546",35
191,Fang Hua,China Lio…,"$1,891,956","$338,604",35
192,A Quiet Passion,Music Box…,"$1,865,396","$45,825",135
193,The Wall,Roadside …,"$1,803,064","$897,955",540
194,Free Fire,A24,"$1,799,322","$994,430","1,070"
195,The Last Word,Bleecker …,"$1,779,620","$37,519",380
196,Goodbye Christopher Robin,Fox Searc…,"$1,735,251","$57,917",262
197,Jane,Abramoram…,"$1,723,379","$58,348",96
198,Menashe,A24,"$1,702,996","$62,078",126
199,Slamma Jamma,Riverrain,"$1,687,000","$1,687,000",502
200,The Comedian,Sony Pict…,"$1,658,706","$1,100,000",848
