Rank,Movie,Distributor,Domestic,Opening,Max
119,21 Grams,Focus Fea…,"$16,248,701","$274,454",411
120,View from the Top,Miramax,"$15,614,000","$7,009,513","2,508"
121,My Boss's Daughter,Miramax/D…,"$15,549,702","$4,855,798","2,206"
122,A Guy Thing,MGM,"$15,543,862","$6,988,749","2,520"
123,In America,Fox Searc…,"$15,539,656","$205,229",403
124,Wrong Turn,20th Cent…,"$15,417,771","$5,161,498","1,615"
125,Alex & Emma,Warner Bros.,"$14,208,384","$6,111,074","2,310"
126,How to Deal,New Line,"$14,108,518","$5,809,960","2,319"
127,House of Sand and Fog,Dreamwork…,"$13,005,485","$45,572",598
128,Gods and Generals,Warner Bros.,"$12,882,934","$4,675,246","1,533"
129,"House of 1,000 Corpses",Lionsgate,"$12,634,962","$3,460,666",847
130,Confidence,Lionsgate,"$12,212,417","$4,563,588","1,871"
131,Winged Migration,Sony Pict…,"$11,689,053","$33,128",202
132,Girl with a Pearl Earring,Lionsgate,"$11,634,362","$89,472",402
133,House of the Dead,Artisan,"$10,199,354","$5,683,280","1,540"
134,Swimming Pool,Focus Fea…,"$10,130,108","$286,950",259
135,La Grande Seduction,Odeon Films,"$9,832,874",,72
136,Duplex,Miramax,"$9,652,000","$4,617,128","2,191"
137,Mambo Italiano,Goldwyn E…,"$9,282,750",,183
138,Dark Blue,MGM,"$9,237,470","$3,880,688","2,176"
139,Le Divorce,Fox Searc…,"$9,074,550","$516,834",701
140,Boat Trip,Artisan,"$8,586,376","$3,815,075","1,803"
141,Les invasions barbares,Miramax,"$8,460,000","$461,363",139
142,The Cooler,Lionsgate,"$8,291,572","$128,973",408
143,Dirty Pretty Things,Miramax,"$8,112,414","$100,512",493
144,Tupac Resurrection,Paramount…,"$7,718,961","$4,632,847",804
145,The Order,20th Cent…,"$7,659,747","$4,438,899","1,975"
146,To Be and To Have,New Yorker,"$7,610,471","$20,528",14
147,Cidade de Deus,Miramax,"$7,563,397","$88,292",242
148,It Runs in the Family,MGM,"$7,375,836","$2,804,441","1,207"
149,Les Triplettes de Belleville,Sony Pict…,"$7,301,288","$108,080",463
150,Willard,New Line,"$6,882,696","$4,010,593","1,762"
151,Young Black Stallion,Walt Disney,"$6,751,389","$629,999",51
152,Nowhere in Africa,Zeitgeist,"$6,173,485","$22,070",78
153,Chasing Papi,20th Cent…,"$6,126,237","$2,404,557",585
154,Gigli,Sony Pict…,"$6,087,542","$3,753,518","2,215"
155,American Splendor,Fine Line,"$6,003,587","$159,705",272
156,The Station Agent,Miramax,"$5,801,558","$57,785",198
157,Luther,RS Entert…,"$5,781,086","$908,446",401
158,Spellbound,ThinkFilm,"$5,728,581","$17,508",117
159,The Human Stain,Miramax,"$5,381,227","$1,034,195",388
160,Grind,Warner Bros.,"$5,111,630","$2,511,403","2,253"
161,From Justin to Kelly,20th Cent…,"$4,922,166","$2,715,848","2,001"
162,The Magdalene Sisters,Miramax,"$4,890,878","$84,553",295
163,In the Cut,Sony Pict…,"$4,717,455","$97,625",825
164,Thirteen,Fox Searc…,"$4,601,043","$116,260",243
165,Beyond Borders,Paramount…,"$4,426,297","$2,076,402","1,798"
166,The Fog of War,Sony Pict…,"$4,198,566","$41,449",261
167,The Gospel of John,ThinkFilm,"$4,068,087","$98,363",113
168,L'auberge espagnole,,"$3,895,664","$57,692",99
169,The Real Cancun,New Line,"$3,816,594","$2,108,796","2,261"
170,Better Luck Tomorrow,Paramount…,"$3,802,390","$360,772",387
171,The Secret Lives of Dentists,Manhattan…,"$3,707,201","$121,769",181
172,Step Into Liquid,Artisan,"$3,681,803","$135,985",91
173,Laurel Canyon,Sony Pict…,"$3,663,356","$149,099",121
174,The Good Thief,Fox Searc…,"$3,517,797","$131,580",222
175,Anything Else,Dreamwork…,"$3,203,044","$1,673,125","1,033"
176,Capturing the Friedmans,Magnolia …,"$3,117,985","$65,154",78
177,The Guru,Universal,"$3,051,221","$613,485",98
178,My Architect,New Yorker,"$2,822,522","$37,929",41
179,L'homme du train,Paramount…,"$2,541,320","$41,138",85
180,Pieces of April,MGM,"$2,528,664","$48,422",101
181,The Dancer Upstairs,Fox Searc…,"$2,374,732","$106,142",152
182,The Company,Sony Pict…,"$2,281,585","$93,776",55
183,DysFunkTional Family,Miramax,"$2,255,000","$1,079,797",602
184,Shattered Glass,Lionsgate,"$2,207,975","$77,540",215
185,Raising Victor Vargas,Samuel Go…,"$2,073,984","$33,166",69
186,Sur Le Seuil,Alliance …,"$2,013,052","$514,762",61
187,Nez Rouge,Christal …,"$2,004,814","$217,000",90
188,Kal Ho Naa Ho,Yash Raj …,"$1,956,478","$758,211",52
189,The Legend of Johnny Lingo,Innovatio…,"$1,673,997","$109,868",63
190,"The Book of Mormon Movie, Volume 1: The Journey",Distribut…,"$1,660,865","$114,573",38
191,Marci X,Paramount…,"$1,646,664","$872,950","1,200"
192,Spider,Sony Pict…,"$1,641,788","$189,350",54
193,Camp,IFC Films,"$1,629,862","$54,294",116
194,Veronica Guerin,Walt Disney,"$1,569,918","$611,276",472
195,Northfork,Paramount…,"$1,420,578","$61,481",71
196,Sylvia,Focus Fea…,"$1,302,242","$58,940",109
197,Elephant,Fine Line,"$1,266,955","$93,356",38
198,Bubba Ho-Tep,Vitagraph…,"$1,239,183","$35,636",25
199,Main Prem Ki Diwani Hoon,Yash Raj …,"$1,225,908","$672,891",60
200,I Capture the Castle,Samuel Go…,"$1,174,139","$51,970",42
