Rank,Movie,Distributor,Domestic,Opening,Max
1,Finding Nemo,Walt Disney,"$380,529,370","$70,251,710","3,425"
2,The Lord of the Rings: The Return of the King,New Line,"$379,021,990","$72,629,713","3,703"
3,Pirates of the Caribbean: The Curse of the Blac…,Walt Disney,"$305,410,819","$46,630,690","3,416"
4,The Matrix Reloaded,Warner Bros.,"$281,553,689","$91,774,413","3,603"
5,Bruce Almighty,Universal,"$242,704,995","$67,953,330","3,549"
6,X-Men 2,20th Cent…,"$214,949,694","$85,558,731","3,749"
7,Elf,New Line,"$178,100,000","$31,113,501","3,381"
8,Terminator 3: Rise of the Machines,Warner Bros.,"$150,358,296","$44,041,440","3,504"
9,The Matrix Revolutions,Warner Bros.,"$139,270,910","$48,475,154","3,502"
10,Cheaper by the Dozen,20th Cent…,"$138,614,544","$27,557,647","3,307"
11,Bad Boys II,Sony Pict…,"$138,540,870","$46,522,560","3,202"
12,Anger Management,Sony Pict…,"$135,560,942","$42,220,847","3,656"
13,Bringing Down the House,Walt Disney,"$132,675,402","$31,101,026","2,910"
14,Hulk,Universal,"$132,177,234","$62,128,420","3,674"
15,2 Fast 2 Furious,Universal,"$127,120,058","$50,472,480","3,418"
16,Something's Gotta Give,Sony Pict…,"$124,685,242","$16,064,723","2,876"
17,Seabiscuit,Universal,"$120,277,854","$20,854,735","2,573"
18,S.W.A.T.,Sony Pict…,"$116,877,597","$37,062,535","3,220"
19,Spy Kids 3-D: Game Over,Miramax/D…,"$111,760,631","$33,417,739","3,388"
20,The Last Samurai,Warner Bros.,"$111,110,575","$24,271,354","2,938"
21,Freaky Friday,Walt Disney,"$110,222,438","$22,203,007","3,067"
22,Scary Movie 3,Miramax/D…,"$110,000,082","$48,113,770","3,505"
23,The Italian Job,Paramount…,"$106,126,012","$19,457,944","2,877"
24,How to Lose a Guy in 10 Days,Paramount…,"$105,807,520","$23,774,850","2,923"
25,American Wedding,Universal,"$104,354,205","$33,369,440","3,195"
26,Daddy Day Care,Sony Pict…,"$104,148,781","$27,623,580","3,472"
27,Daredevil,20th Cent…,"$102,543,518","$40,310,418","3,474"
28,Dr. Seuss’ The Cat in the Hat,Universal,"$101,018,283","$38,329,160","3,467"
29,Charlie's Angels: Full Throttle,Sony Pict…,"$100,814,328","$37,634,221","3,485"
30,Cold Mountain,Miramax,"$95,632,614","$14,574,213","2,802"
31,Master and Commander: The Far Side of the World,20th Cent…,"$93,926,386","$25,105,990","3,101"
32,"Legally Blonde 2: Red, White & Blonde",MGM,"$90,639,088","$22,220,670","3,375"
33,Mystic River,Warner Bros.,"$90,135,191","$640,815","1,581"
34,Brother Bear,Walt Disney,"$85,336,277","$291,940","3,030"
35,Freddy vs. Jason,New Line,"$82,622,655","$36,428,066","3,014"
36,School of Rock,Paramount…,"$81,261,177","$19,622,714","2,951"
37,The Texas Chainsaw Massacre,New Line,"$80,571,655","$28,094,014","3,018"
38,The Haunted Mansion,Walt Disney,"$75,817,994","$24,278,410","3,122"
39,Old School,Dreamwork…,"$75,155,000","$17,453,216","2,742"
40,Kill Bill: Volume 1,Miramax,"$70,098,138","$22,089,322","3,102"
41,Holes,Walt Disney,"$67,383,924","$16,300,155","2,452"
42,Kangaroo Jack,Warner Bros.,"$66,723,216","$16,580,209","2,848"
43,The League of Extraordinary Gentlemen,20th Cent…,"$66,465,204","$23,075,892","3,002"
44,Big Fish,Sony Pict…,"$66,432,867","$207,377","2,514"
45,Lara Croft: Tomb Raider: The Cradle of Life,Paramount…,"$65,653,758","$21,783,641","3,222"
46,Mona Lisa Smile,Sony Pict…,"$63,803,100","$11,528,498","2,714"
47,Shanghai Knights,Walt Disney,"$60,470,220","$19,603,630","2,755"
48,Bad Santa,Miramax/D…,"$60,060,328","$12,292,952","2,540"
49,Gothika,Warner Bros.,"$59,588,068","$19,288,438","2,382"
50,Love Actually,Universal,"$59,472,278","$6,886,080","1,870"
51,Open Range,Walt Disney,"$58,331,254","$14,047,781","2,268"
52,Once Upon a Time in Mexico,Sony Pict…,"$56,330,657","$23,424,118","3,289"
53,Just Married,20th Cent…,"$56,127,162","$17,548,993","2,769"
54,Paycheck,Paramount…,"$53,789,313","$13,462,374","2,762"
55,The Recruit,Walt Disney,"$52,784,696","$16,302,063","2,376"
56,Radio,Sony Pict…,"$52,333,738","$13,303,724","3,074"
57,Identity,Sony Pict…,"$52,131,264","$16,225,263","2,733"
58,Underworld,Sony Pict…,"$51,970,690","$21,753,759","2,928"
59,Runaway Jury,20th Cent…,"$49,440,996","$11,836,705","2,815"
60,Peter Pan,Universal,"$48,417,850","$11,139,495","2,813"
61,The Jungle Book 2,Walt Disney,"$47,901,582","$11,441,733","2,815"
62,The Rundown,Universal,"$47,641,743","$18,533,765","3,154"
63,Agent Cody Banks,MGM,"$47,545,060","$14,064,317","3,369"
64,Final Destination 2,New Line,"$46,896,664","$16,017,141","2,834"
65,Phone Booth,20th Cent…,"$46,566,212","$15,021,088","2,489"
66,28 Days Later…,Fox Searc…,"$45,064,915","$10,061,858","1,407"
67,Lost in Translation,Focus Fea…,"$44,585,453","$925,087",882
68,Tears of the Sun,Sony Pict…,"$43,632,458","$17,057,213","2,973"
69,Under the Tuscan Sun,Walt Disney,"$43,601,508","$9,751,425","1,701"
70,The Lizzie McGuire Movie,Walt Disney,"$42,734,455","$17,338,755","2,825"
71,Secondhand Lions,New Line,"$42,070,939","$12,139,832","3,038"
72,Out of Time,MGM,"$41,083,108","$16,185,316","3,076"
73,Rugrats Go Wild,Paramount…,"$39,402,572","$11,556,869","3,041"
74,Head of State,Dreamwork…,"$37,788,228","$13,503,484","2,256"
75,Good Boy!,MGM,"$37,667,746","$13,107,022","3,225"
76,Uptown Girls,MGM,"$37,095,657","$11,277,367","2,495"
77,Matchstick Men,Warner Bros.,"$36,873,198","$13,087,307","2,711"
78,National Security,Sony Pict…,"$36,288,951","$14,369,694","2,848"
79,What a Girl Wants,Warner Bros.,"$35,990,505","$11,434,964","2,964"
80,Jeepers Creepers 2,MGM,"$35,623,801","$15,269,324","3,124"
81,Intolerable Cruelty,Universal,"$35,327,628","$12,525,075","2,570"
82,Cradle 2 the Grave,Warner Bros.,"$34,657,731","$16,521,486","2,625"
83,Monster,Newmarket…,"$34,469,210","$86,831","1,093"
84,Malibu’s Most Wanted,Warner Bros.,"$34,308,901","$12,618,159","2,503"
85,The Hunted,Paramount…,"$34,234,008","$13,482,638","2,517"
86,Stuck On You,20th Cent…,"$33,832,741","$9,411,055","3,007"
87,Dreamcatcher,Warner Bros.,"$33,685,268","$15,027,423","2,945"
88,Bend it Like Beckham,Fox Searc…,"$32,543,449","$161,528","1,002"
89,Darkness Falls,Sony Pict…,"$32,539,681","$12,024,917","2,865"
90,The Core,Paramount…,"$31,111,260","$12,053,131","3,019"
91,Calendar Girls,Walt Disney,"$31,011,616","$151,393",967
92,Honey,Universal,"$30,272,254","$12,856,040","1,972"
93,The Fighting Temptations,Paramount…,"$30,238,577","$11,758,372","2,026"
94,Hollywood Homicide,Sony Pict…,"$30,207,785","$11,112,632","2,840"
95,Johnny English,Universal,"$28,013,509","$9,134,085","2,236"
96,The Missing,Sony Pict…,"$26,900,336","$10,833,633","2,756"
97,Basic,Sony Pict…,"$26,599,248","$11,511,960","2,876"
98,A Man Apart,New Line,"$26,500,000","$11,019,224","2,495"
99,Sinbad: Legend of the Seven Seas,Dreamwork…,"$26,483,452","$6,874,477","3,086"
100,Dumb and Dumberer: When Harry Met Lloyd,New Line,"$26,214,846","$10,845,064","2,609"
101,Piglet's Big Movie,Walt Disney,"$23,103,423","$6,097,758","2,084"
102,Bulletproof Monk,MGM,"$23,010,607","$8,653,542","2,955"
103,Dickie Roberts: Former Child Star,Paramount…,"$22,734,486","$6,660,540","2,083"
104,The Medallion,Sony Pict…,"$22,108,977","$8,111,324","2,652"
105,Biker Boyz,Dreamwork…,"$21,908,034","$10,106,992","1,769"
106,Love Don't Cost a Thing,Warner Bros.,"$21,897,389","$6,315,311","1,844"
107,Cold Creek Manor,Walt Disney,"$21,384,035","$8,190,574","2,035"
108,Cabin Fever,Lionsgate,"$21,158,188","$8,633,585","2,105"
109,Looney Tunes: Back in Action,Warner Bros.,"$20,950,820","$9,317,371","2,903"
110,Whale Rider,Newmarket…,"$20,779,666","$137,418",556
111,The In-Laws,Warner Bros.,"$20,440,627","$7,319,848","2,652"
112,Down with Love,20th Cent…,"$20,305,251","$45,029","2,124"
113,The Life of David Gale,Universal,"$19,694,635","$7,117,225","2,003"
114,Timeline,Paramount…,"$19,480,739","$8,440,629","2,787"
115,Bugs! (IMAX),SK Films,"$19,084,280",,41
116,A Mighty Wind,Warner Bros.,"$17,583,468","$2,112,140",770
117,Deliver Us From Eva,Focus Fea…,"$17,573,594","$6,648,374","1,139"
118,Ghosts of the Abyss,Walt Disney,"$17,093,668","$1,408,474",97
