Rank,Movie,Distributor,Domestic,Opening,Max
120,Four Good Days,Vertical …,"$837,849","$298,358",489
121,The Mauritanian,STX Enter…,"$836,536","$163,789",287
122,Shin Evangelion Gekijôban,GKIDS,"$826,140",,745
123,Blue Bayou,Focus Fea…,"$788,675","$329,840",487
124,The Rescue,Greenwich,"$787,460","$69,662",561
125,Lamb of God: The Concert Film,Purdie Di…,"$744,812","$129,909",138
126,French Exit,Sony Pict…,"$741,895",,493
127,Nine Days,Sony Pict…,"$694,849",,443
128,"Aline, the voice of love",Roadside …,"$667,815",,68
129,Our Friend,Gravitas …,"$657,511","$250,160",818
130,The Sparks Brothers,Focus Fea…,"$648,665","$273,530",534
131,Met Opera: Fire Shut Up in My Bones,Fathom Ev…,"$610,000","$610,000",500
132,Werewolves Within,IFC Films,"$575,783","$250,811",270
133,City of Lies,Saban Films,"$572,493","$284,561",502
134,Mei Yanfang (梅艷芳),CMC Pictures,"$535,596","$82,421",15
135,The Truffle Hunters,Sony Pict…,"$521,202",,105
136,For the Love of Money,Freestyle…,"$480,774","$211,286",519
137,National Champions,STX Enter…,"$475,488","$301,028","1,197"
138,Jathi Ratnalu,Self Dist…,"$460,000","$460,000",130
139,The Lost Leonardo,Sony Pict…,"$445,740","$12,487",217
140,2021 Oscar Shorts,ShortsHD,"$443,050","$81,113",184
141,Flag Day,United Ar…,"$424,667","$42,953",196
142,Willy’s Wonderland,Screen Me…,"$418,286","$97,164",171
143,Dreamland,Quiver,"$409,363","$178,602",216
144,Julia,Sony Pict…,"$399,811","$18,010",288
145,Nou fo,Well Go USA,"$385,305","$101,926",59
146,The Dry,IFC Films,"$364,397","$119,364",186
147,Benedetta,IFC Films,"$354,481","$136,839",201
148,The Water Man,RLJ Enter…,"$354,087","$181,046",311
149,Bo Gia,,"$350,000","$350,000",20
150,Mogadisyu,Well Go USA,"$342,598","$65,001",42
151,Flee,Neon,"$339,754","$24,794",220
152,Chang jin hu,CMC Pictures,"$333,214","$105,768",20
153,Dutch,Faith Med…,"$323,167","$135,015",202
154,Final Account,Focus Fea…,"$308,976","$139,985",308
155,Nuevo Orden,Neon,"$304,167","$144,533",236
156,India Sweets and Spices,Bleecker …,"$288,714","$170,629",343
157,Blithe Spirit,IFC Films,"$282,499","$88,559",239
158,American Skin,Vertical …,"$282,332","$46,410",72
159,I’m Your Man,Bleecker …,"$275,158","$32,917",122
160,A Mouthful of Air,Sony Pict…,"$269,435","$130,701",816
161,Rita Moreno: Just a Girl Who Decided to Go for It,Roadside …,"$264,626","$84,366",227
162,Délicieux,,"$259,610","$26,650",21
163,Once I Was Engaged,Purdie Di…,"$254,775","$35,304",32
164,Supernova,Bleecker …,"$234,220","$90,096",330
165,Becoming Cousteau,Picturehouse,"$232,285","$116,974",319
166,Limbo,Focus Fea…,"$224,405","$84,710",213
167,Doctor,Hamsini,"$220,000","$220,000",119
168,Together,Bleecker …,"$214,390","$100,066",250
169,Ailey,Neon,"$204,512","$15,091",88
170,Lourdes,Distrib F…,"$197,702",,624
171,The Resort,Vertical …,"$191,996","$88,831",114
172,Âya to majo,GKIDS,"$173,704","$124,856",430
173,Beans,Mongrel M…,"$171,208",,22
174,I Carry You With Me,Sony Pict…,"$166,403","$17,127",111
175,Shiva Baby,Utopia,"$159,294","$7,160",27
176,Wolf,Focus Fea…,"$147,595","$82,640",308
177,SAS: Red Notice,Vertical …,"$146,329","$78,721",189
178,Bergman Island,IFC Films,"$145,191","$55,964",115
179,Mass,Bleecker …,"$145,175","$13,485",77
180,The Reckoning,RLJ Enter…,"$143,532","$64,911",175
181,Held,Magnolia …,"$142,817","$46,277",129
182,No Man’s Land,IFC Films,"$139,221","$58,969",254
183,Six Minutes to Midnight,IFC Films,"$132,500","$51,315",145
184,Tadap,20th Cent…,"$130,934","$56,570",63
185,Gaia,Neon,"$126,126",,75
186,Swan Song,Magnolia …,"$126,110","$26,855",47
187,The Djinn,IFC Midnight,"$124,649","$50,312",44
188,Walking with Herb,Aloha Rel…,"$120,226","$69,337",507
189,The World to Come,Bleecker …,"$113,079","$50,384",277
190,The Paper Tigers,Well Go USA,"$112,691","$46,615",65
191,Small Engine Repair,Vertical …,"$110,995","$72,479",205
192,Jockey,Sony Pict…,"$108,678","$2,789",78
193,The Loneliest Whale: The Search for 52,Bleecker …,"$107,799","$41,131",75
194,La panthère des neiges,Oscillosc…,"$107,729",,38
195,Tango Shalom,Vision Films,"$102,651","$20,581",29
196,The Misfits,The Avenu…,"$100,671",,
197,The Souvenir Part II,A24,"$98,929","$26,485",42
198,Safer at Home,Vertical …,"$95,643","$35,433",79
199,Psycho Goreman,RLJ Enter…,"$95,100","$40,366",70
200,Censor,Magnolia …,"$90,050","$34,299",93
