Rank,Movie,Distributor,Domestic,Opening,Max
1,Black Panther,Walt Disney,"$700,059,566","$202,003,951","4,084"
2,Avengers: Infinity War,Walt Disney,"$678,815,482","$257,698,183","4,474"
3,Incredibles 2,Walt Disney,"$608,581,744","$182,687,905","4,413"
4,Jurassic World: Fallen Kingdom,Universal,"$417,719,760","$148,024,610","4,485"
5,Aquaman,Warner Bros.,"$335,061,807","$67,873,522","4,184"
6,Deadpool 2,20th Cent…,"$324,591,735","$125,507,153","4,349"
7,Dr. Seuss’ The Grinch,Universal,"$270,834,950","$67,572,855","4,141"
8,Mission: Impossible—Fallout,Paramount…,"$220,159,104","$61,236,534","4,395"
9,Ant-Man and the Wasp,Walt Disney,"$216,648,740","$75,812,205","4,206"
10,Bohemian Rhapsody,20th Cent…,"$216,303,339","$51,061,119","4,000"
11,A Star is Born,Warner Bros.,"$215,288,866","$42,908,051","3,904"
12,Solo: A Star Wars Story,Walt Disney,"$213,767,512","$84,420,489","4,381"
13,Venom,Sony Pict…,"$213,511,408","$80,255,756","4,250"
14,Ralph Breaks The Internet,Walt Disney,"$201,091,711","$56,237,634","4,017"
15,Spider-Man: Into The Spider-Verse 3D,Sony Pict…,"$190,173,195","$35,363,376","3,813"
16,A Quiet Place,Paramount…,"$188,024,361","$50,203,562","3,808"
17,Crazy Rich Asians,Warner Bros.,"$174,532,921","$26,510,140","3,865"
18,Mary Poppins Returns,Walt Disney,"$171,958,438","$23,523,121","4,090"
19,Hotel Transylvania 3: Summer Vacation,Sony Pict…,"$167,500,092","$44,076,225","4,267"
20,Fantastic Beasts: The Crimes of Grindelwald,Warner Bros.,"$159,555,901","$62,163,104","4,163"
21,Halloween,Universal,"$159,366,015","$76,221,545","3,990"
22,The Meg,Warner Bros.,"$145,443,742","$45,402,195","4,118"
23,Ocean’s 8,Warner Bros.,"$140,218,711","$41,607,378","4,145"
24,Ready Player One,Warner Bros.,"$137,690,172","$41,769,050","4,234"
25,Bumblebee,Paramount…,"$127,195,589","$21,654,047","3,597"
26,Mamma Mia: Here We Go Again!,Universal,"$120,634,935","$34,952,180","3,514"
27,The Nun,Warner Bros.,"$117,450,119","$53,807,379","3,876"
28,Creed II,MGM,"$115,715,889","$35,574,710","3,752"
29,Peter Rabbit,Sony Pict…,"$115,234,093","$25,010,928","3,725"
30,The Mule,Warner Bros.,"$103,804,407","$17,509,431","3,329"
31,The Equalizer 2,Sony Pict…,"$102,084,362","$36,011,640","3,388"
32,Rampage,Warner Bros.,"$101,028,233","$35,753,093","4,115"
33,A Wrinkle in Time,Walt Disney,"$100,478,608","$33,123,609","3,980"
