Rank,Movie,Distributor,Domestic,Opening,Max
1,Spider-Man 3,Sony Pict…,"$336,530,303","$151,116,516","4,324"
2,Shrek the Third,Paramount…,"$322,719,944","$121,629,270","4,172"
3,Transformers,Paramount…,"$319,246,193","$70,502,384","4,050"
4,Pirates of the Caribbean: At World’s End,Walt Disney,"$309,420,425","$114,732,820","4,362"
5,Harry Potter and the Order of the Phoenix,Warner Bros.,"$292,137,260","$77,108,414","4,285"
6,I am Legend,Warner Bros.,"$256,393,010","$77,211,321","3,648"
7,The Bourne Ultimatum,Universal,"$227,471,070","$69,283,690","3,701"
8,National Treasure: Book of Secrets,Walt Disney,"$219,961,501","$44,783,772","3,832"
9,Alvin and the Chipmunks,20th Cent…,"$217,326,974","$44,307,417","3,499"
10,300,Warner Bros.,"$210,614,939","$70,885,301","3,280"
11,Ratatouille,Walt Disney,"$206,445,654","$47,027,395","3,940"
12,The Simpsons Movie,20th Cent…,"$183,135,014","$74,036,787","3,926"
13,Wild Hogs,Walt Disney,"$168,213,584","$39,699,023","3,401"
14,Knocked Up,Universal,"$148,761,765","$30,690,990","2,975"
15,Juno,Fox Searc…,"$143,495,265","$413,869","2,534"
16,Rush Hour 3,New Line,"$140,125,968","$49,100,158","3,778"
17,Live Free or Die Hard,20th Cent…,"$134,529,403","$33,369,559","3,411"
18,Fantastic Four: Rise of the Silver Surfer,20th Cent…,"$131,921,738","$58,051,684","3,963"
19,American Gangster,Universal,"$130,164,645","$43,565,135","3,111"
20,Enchanted,Walt Disney,"$127,706,877","$34,440,317","3,730"
21,Bee Movie,Paramount…,"$126,631,277","$38,021,044","3,984"
22,Superbad,Sony Pict…,"$121,463,226","$33,052,411","3,069"
23,I Now Pronounce You Chuck and Larry,Universal,"$119,725,280","$34,233,750","3,501"
24,Hairspray,New Line,"$118,871,849","$27,476,745","3,121"
25,Blades of Glory,Paramount…,"$118,594,548","$33,014,202","3,467"
26,Ocean's Thirteen,Warner Bros.,"$117,144,465","$36,133,403","3,565"
27,Ghost Rider,Sony Pict…,"$115,802,596","$45,388,836","3,620"
28,Evan Almighty,Universal,"$100,289,690","$31,192,615","3,636"
29,Meet the Robinsons,Walt Disney,"$97,822,171","$25,123,781","3,435"
30,Norbit,Paramount…,"$95,673,607","$34,195,434","3,145"
31,The Bucket List,Warner Bros.,"$93,466,502","$335,837","2,915"
32,The Game Plan,Walt Disney,"$90,648,202","$22,950,971","3,342"
33,Beowulf,Paramount…,"$82,280,579","$27,515,871","3,249"
34,Bridge to Terabithia,Walt Disney,"$82,234,139","$22,564,612","3,210"
35,Disturbia,Paramount…,"$80,818,974","$22,224,982","3,132"
36,No Country for Old Men,Miramax,"$74,273,505","$1,226,333","2,037"
37,Fred Claus,Warner Bros.,"$72,006,777","$18,515,473","3,603"
38,1408,MGM,"$71,985,628","$20,617,667","2,733"
39,The Golden Compass,New Line,"$70,107,728","$25,783,232","3,528"
40,Charlie Wilson’s War,Universal,"$66,661,095","$9,656,250","2,594"
41,Saw IV,Lionsgate,"$63,300,095","$31,756,764","3,183"
42,Stomp the Yard,Sony Pict…,"$61,356,221","$21,833,312","2,169"
43,Surf’s Up,Sony Pict…,"$58,867,694","$17,640,249","3,531"
44,Halloween,MGM,"$58,269,151","$26,362,367","3,475"
45,Why Did I Get Married?,Lionsgate,"$55,204,525","$21,353,789","2,034"
46,TMNT,Warner Bros.,"$54,149,098","$24,255,205","3,120"
47,P.S. I Love You,Warner Bros.,"$53,695,808","$6,481,221","2,471"
48,3:10 to Yuma,Lionsgate,"$53,606,916","$14,035,033","3,006"
49,Sweeney Todd: The Demon Barber of Fleet Street,Paramount…,"$52,898,073","$9,300,805","1,507"
50,Atonement,Focus Fea…,"$50,980,159","$796,836","1,400"
51,Resident Evil: Extinction,Sony Pict…,"$50,648,679","$23,678,580","2,848"
52,Music and Lyrics,Warner Bros.,"$50,572,589","$13,623,630","2,955"
53,Are We Done Yet?,Sony Pict…,"$49,662,533","$14,262,724","2,944"
54,This Christmas,Sony Pict…,"$49,121,934","$17,958,183","1,921"
55,Michael Clayton,Warner Bros.,"$49,033,882","$719,910","2,585"
56,Premonition,Sony Pict…,"$47,852,604","$17,558,689","2,831"
57,Dan in Real Life,Walt Disney,"$47,642,963","$11,809,445","1,941"
58,The Kingdom,Universal,"$47,467,250","$17,135,055","2,836"
59,Shooter,Paramount…,"$47,003,582","$14,523,571","2,806"
60,License to Wed,Warner Bros.,"$43,799,818","$10,422,258","2,715"
61,Underdog,Walt Disney,"$43,760,605","$11,585,121","3,013"
62,No Reservations,Warner Bros.,"$43,107,979","$11,704,357","2,425"
63,Because I Said So,Universal,"$42,674,040","$13,122,865","2,529"
64,Aliens vs. Predator - Requiem,20th Cent…,"$41,797,066","$10,059,425","2,617"
65,The Water Horse: Legend of the Deep,Sony Pict…,"$40,412,817","$9,186,054","2,777"
66,There Will Be Blood,Paramount…,"$40,222,514","$190,739","1,620"
67,Epic Movie,20th Cent…,"$39,739,367","$18,612,544","2,840"
68,Hitman,20th Cent…,"$39,687,694","$13,180,769","2,468"
69,30 Days of Night,Sony Pict…,"$39,568,996","$15,951,902","2,859"
70,Fracture,New Line,"$39,004,700","$11,014,657","2,443"
71,Stardust,Paramount…,"$38,634,938","$9,169,779","2,565"
72,The Brave One,Warner Bros.,"$36,793,804","$13,471,488","2,837"
73,The Heartbreak Kid,Paramount…,"$36,787,257","$14,022,105","3,233"
74,Freedom Writers,Paramount…,"$36,605,602","$9,405,582","2,286"
75,Smokin' Aces,Universal,"$35,662,731","$14,638,755","2,219"
76,The Messengers,Sony Pict…,"$35,374,833","$14,713,321","2,529"
77,The Number 23,New Line,"$35,193,167","$14,602,867","2,759"
78,Good Luck Chuck,Lionsgate,"$35,017,297","$13,652,001","2,612"
79,Mr. Bean’s Holiday,Universal,"$33,302,167","$9,889,780","1,778"
80,Zodiac,Paramount…,"$33,080,084","$13,395,610","2,379"
81,Breach,Universal,"$33,000,880","$10,504,990","1,505"
82,Balls of Fury,Focus Fea…,"$32,886,940","$11,352,123","3,081"
83,Mr. Magorium's Wonder Emporium,20th Cent…,"$32,061,555","$9,630,085","3,168"
84,August Rush,Warner Bros.,"$31,664,162","$9,421,369","2,310"
85,Daddy's Little Girls,Lionsgate,"$31,366,978","$11,210,754","2,111"
86,The Great Debaters,Weinstein…,"$30,226,144","$6,005,180","1,290"
87,28 Weeks Later,20th Cent…,"$28,638,916","$9,807,292","2,305"
88,We Own the Night,Sony Pict…,"$28,563,179","$10,826,287","2,402"
89,Mr. Brooks,MGM,"$28,476,219","$10,017,067","2,453"
90,Hannibal Rising,Weinstein…,"$27,669,725","$13,051,650","3,003"
91,The Nanny Diaries,MGM,"$25,926,673","$7,480,927","2,636"
92,Mr. Woodcock,New Line,"$25,799,486","$8,761,369","2,331"
93,The Mist,MGM,"$25,593,755","$8,931,973","2,423"
94,Nancy Drew,Warner Bros.,"$25,584,685","$6,832,318","2,612"
95,The Reaping,Warner Bros.,"$25,126,214","$10,025,203","2,603"
96,Grindhouse,Weinstein…,"$25,031,037","$11,596,613","2,629"
97,Sicko,Lionsgate,"$24,538,513","$68,969","1,117"
98,Across the Universe,Sony Pict…,"$24,343,673","$667,784",964
99,Perfect Stranger,Sony Pict…,"$23,760,822","$11,206,163","2,661"
100,Sea Monsters: A Prehistoric Adventure,National …,"$23,746,066","$605,722",252
101,Hot Fuzz,Focus Fea…,"$23,618,786","$5,848,464","1,272"
102,War,Lionsgate,"$22,486,409","$9,820,089","2,277"
103,The Last Mimzy,New Line,"$21,471,047","$10,024,819","3,017"
104,Amazing Grace,Samuel Go…,"$21,214,987","$4,054,542","1,162"
105,The Hills Have Eyes II,20th Cent…,"$20,804,166","$9,686,362","2,465"
106,The Invisible,Walt Disney,"$20,568,319","$7,717,309","2,019"
107,Reno 911!: Miami,20th Cent…,"$20,342,161","$10,273,477","2,702"
108,Gone Baby Gone,Miramax,"$20,300,218","$5,501,406","1,713"
109,Reign Over Me,Sony Pict…,"$19,661,987","$7,460,690","1,747"
110,Waitress,Fox Searc…,"$19,097,550","$92,034",708
111,Vacancy,Sony Pict…,"$19,063,007","$7,603,376","2,551"
112,Georgia Rule,Universal,"$18,882,880","$6,773,870","2,531"
113,Becoming Jane,Miramax,"$18,663,911","$972,066","1,210"
114,Into the Wild,Paramount…,"$18,354,356","$212,440",660
115,Walk Hard: The Dewey Cox Story,Sony Pict…,"$18,317,151","$4,174,383","2,650"
116,Next,Paramount…,"$18,211,013","$7,133,049","2,733"
117,Hostel: Part II,Lionsgate,"$17,544,812","$8,203,391","2,350"
118,Eastern Promises,Focus Fea…,"$17,181,265","$547,092","1,408"
119,Dead Silence,Universal,"$16,574,590","$7,842,725","1,806"
120,The Hitcher,Focus Fea…,"$16,379,582","$7,818,239","2,836"
121,Elizabeth: The Golden Age,Universal,"$16,285,240","$6,153,075","2,006"
122,Happily N'Ever After,Lionsgate,"$15,849,032","$6,608,244","2,381"
123,The Kite Runner,Paramount…,"$15,800,078","$471,713",715
124,Catch and Release,Sony Pict…,"$15,432,542","$7,658,898","1,622"
125,Alpha Dog,Universal,"$15,309,602","$6,412,775","1,292"
126,Arthur et les Minimoys,Weinstein…,"$15,132,763","$4,294,936","2,248"
127,The Invasion,Warner Bros.,"$15,074,191","$5,951,409","2,776"
128,Lions for Lambs,United Ar…,"$14,998,070","$6,702,434","2,216"
129,Awake,Weinstein…,"$14,373,825","$5,856,872","2,023"
