Rank,Movie,Distributor,Domestic,Opening,Max
130,Hot Rod,Paramount…,"$13,938,332","$5,310,711","2,607"
131,Firehouse Dog,20th Cent…,"$13,932,383","$3,838,916","2,881"
132,The Namesake,Fox Searc…,"$13,610,521","$248,552",335
133,The Comebacks,20th Cent…,"$13,349,927","$5,554,594","2,812"
134,Daddy Day Camp,Sony Pict…,"$13,235,267","$3,402,678","2,814"
135,Shoot 'Em Up,New Line,"$12,796,824","$5,716,554","2,108"
136,I Think I Love My Wife,Fox Searc…,"$12,559,771","$5,674,802","1,794"
137,Evening,Focus Fea…,"$12,406,646","$3,501,971",979
138,The Darjeeling Limited,Fox Searc…,"$11,902,715","$134,938",699
139,Sydney White,Universal,"$11,892,415","$5,196,380","2,106"
140,Das Leben der Anderen,Sony Pict…,"$11,284,657","$213,589",259
141,In the Land of Women,Warner Bros.,"$11,052,958","$4,712,341","2,155"
142,The Astronaut Farmer,Warner Bros.,"$11,003,643","$4,454,319","2,155"
143,Dragon Wars: D-War,Freestyle…,"$10,977,721","$5,041,239","2,275"
144,Primeval,Walt Disney,"$10,597,734","$6,048,315","2,444"
145,La Môme,Picturehouse,"$10,299,782","$179,848",178
146,Pathfinder,20th Cent…,"$10,232,081","$5,001,214","1,756"
147,Bratz,Lionsgate,"$10,010,209","$4,208,455","1,509"
148,Rendition,New Line,"$9,736,045","$4,060,012","2,250"
149,Death Sentence,20th Cent…,"$9,534,258","$4,231,321","1,823"
150,Once,Fox Searc…,"$9,445,857","$61,901",150
151,Black Snake Moan,Paramount…,"$9,396,870","$4,143,199","1,253"
152,A Mighty Heart,Paramount…,"$9,176,787","$3,948,863","1,355"
153,The Seeker: The Dark is Rising,20th Cent…,"$8,794,452","$3,745,315","3,173"
154,Death at a Funeral,MGM,"$8,580,428","$1,282,973",324
155,Code Name: The Cleaner,New Line,"$8,135,024","$4,244,142","1,736"
156,Delta Farce,Lionsgate,"$8,130,530","$3,420,645","1,931"
157,Bella,Roadside …,"$8,093,373","$1,328,448",457
158,El Cantante,Picturehouse,"$7,556,004","$3,202,035",542
159,Martian Child,New Line,"$7,500,310","$3,376,669","2,020"
160,The Condemned,Lionsgate,"$7,371,706","$3,807,595","2,310"
161,I Know Who Killed Me,Sony Pict…,"$7,233,485","$3,506,291","1,320"
162,The Hoax,Walt Disney,"$7,164,995","$1,449,320","1,069"
163,El orfanato,Picturehouse,"$7,159,147","$233,323",707
164,Before the Devil Knows You're Dead,ThinkFilm,"$7,085,511","$73,837",321
165,Pride,Lionsgate,"$7,057,600","$3,533,300","1,518"
166,Bug,Lionsgate,"$7,006,708","$3,245,556","1,661"
167,Redline,Chicago R…,"$6,881,021","$3,962,385","1,607"
168,In the Valley of Elah,Warner Bros.,"$6,777,741","$133,557",978
169,The Savages,Fox Searc…,"$6,623,082","$151,859",201
170,P2,Summit En…,"$6,348,315","$2,083,398","2,131"
171,Le Scaphandre et le Papillon,Miramax,"$5,990,075","$75,721",213
172,Lars and the Real Girl,MGM,"$5,956,480","$90,418",321
173,The Last Legion,Weinstein…,"$5,932,060","$2,746,312","2,002"
174,Feel the Noise,Sony Pict…,"$5,867,786","$3,187,153","1,020"
175,The Perfect Holiday,Yari Film…,"$5,812,781","$2,283,360","1,307"
176,Lucky You,Warner Bros.,"$5,755,286","$2,710,445","2,525"
177,Who's Your Caddy?,MGM,"$5,694,308","$2,756,661","1,019"
178,Aqua Teen Hunger Force Colon Movie Film for The…,First Look,"$5,520,368","$3,005,175",877
179,Rescue Dawn,MGM,"$5,490,423","$110,326",505
180,"Paris, je t'aime",First Look,"$4,857,374","$39,242",200
181,Love in the Time of Cholera,New Line,"$4,617,608","$1,924,860",852
182,Se jie,Focus Fea…,"$4,604,982","$63,918",143
183,The Lookout,Walt Disney,"$4,600,585","$2,017,795",955
184,Away From Her,Lionsgate,"$4,548,331","$53,267",275
185,Talk to Me,Focus Fea…,"$4,526,759","$402,000",193
186,Kickin It Old Skool,Yari Film…,"$4,500,147","$2,541,419","1,816"
187,Persepolis,Sony Pict…,"$4,443,403","$88,826",536
188,Deux jours à Paris,Samuel Go…,"$4,433,994","$173,641",148
189,Zwartboek,Sony Pict…,"$4,398,532","$112,521",193
190,I’m Not There,Weinstein…,"$4,017,609","$730,819",149
191,Ladron que roba a ladron,Lionsgate,"$4,011,254","$1,626,090",340
192,The Assassination of Jesse James by the Coward …,Warner Bros.,"$3,909,149","$147,812",301
193,Nitro,Alliance …,"$3,768,878",,104
194,Sunshine,Fox Searc…,"$3,688,560","$242,964",461
195,Om Shanti Om,Eros Ente…,"$3,597,372","$1,764,131",114
196,The Jane Austen Book Club,Sony Pict…,"$3,575,227","$148,549","1,332"
197,Blood and Chocolate,MGM,"$3,526,588","$2,074,300","1,200"
198,Feast of Love,MGM,"$3,508,572","$1,707,967","1,203"
199,The Ultimate Gift,Film Foundry,"$3,438,735","$1,241,079",816
200,Things We Lost in the Fire,Paramount…,"$3,287,315","$1,561,949","1,142"
